experiment,year,cropped section,new start date,new end date,operation,sections,method,operation type,flag,intensity,Amount,Units,water,water unit,variety,dressing,machine,orig_operation
Broadbalk,1958,fallow sections,29/07/1958,31/07/1958,ploughed,V,,tillage process,1,1,,,,,,,,(V) ploughed
Broadbalk Wilderness,1959,all plots,09/12/1958,,Shrubs grubbed out,,,shrub grubbing process,1,,,,,,,,,Shrubs grubbed out
Broadbalk Wilderness,1959,all plots,20/04/1959,,part mown,,,mowing process,1,,,,,,,,,part mown
Broadbalk Wilderness,1959,all plots,12/05/1959,,part mown,,,mowing process,1,,,,,,,,,part mown
Broadbalk Wilderness,1959,all plots,25/05/1959,,part mown,,,mowing process,1,,,,,,,,,part mown
Broadbalk Wilderness,1959,all plots,16/06/1959,,part mown,,,mowing process,1,,,,,,,,,part mown
Broadbalk Wilderness,1959,all plots,15/07/1959,,part mown,,,mowing process,1,,,,,,,,,part mown
Broadbalk,1959,cropped sections,20/10/1958,11/11/1958,ploughed,,,tillage process,1,1,,,,,,,,ploughed
Broadbalk,1959,cropped sections,19/08/1959,,combine harvested,,,harvesting process,1,,,,,,,,,combine harvested
Broadbalk,1959,fallow sections,20/10/1958,11/11/1958,ploughed,IV,,tillage process,1,1,,,,,,,,(IV) ploughed
Broadbalk,1959,fallow sections,09/05/1959,,ploughed,IV,,tillage process,1,1,,,,,,,,(IV) ploughed
Broadbalk,1959,fallow sections,10/08/1959,,ploughed,IV,,tillage process,1,1,,,,,,,,(IV) ploughed
Broadbalk Wilderness,1960,all plots,18/11/1959,27/11/1959,Shrubs grubbed out,,,shrub grubbing process,1,,,,,,,,,Shrubs grubbed out
Broadbalk Wilderness,1960,all plots,18/03/1960,24/03/1960,part grazed (originally mown),,,regulation of grazing,1,,,,,,,,,part grazed (originally mown)
Broadbalk Wilderness,1960,all plots,19/04/1960,22/04/1960,part grazed (originally mown),,,regulation of grazing,1,,,,,,,,,part grazed (originally mown)
Broadbalk Wilderness,1960,all plots,17/05/1960,21/05/1960,part grazed (originally mown),,,regulation of grazing,1,,,,,,,,,part grazed (originally mown)
Broadbalk Wilderness,1960,all plots,14/06/1960,18/06/1960,part grazed (originally mown),,,regulation of grazing,1,,,,,,,,,part grazed (originally mown)
Broadbalk Wilderness,1960,all plots,11/07/1960,15/07/1960,part grazed (originally mown),,,regulation of grazing,1,,,,,,,,,part grazed (originally mown)
Broadbalk Wilderness,1960,all plots,04/08/1960,08/08/1960,part grazed (originally mown),,,regulation of grazing,1,,,,,,,,,part grazed (originally mown)
Broadbalk Wilderness,1960,all plots,02/09/1960,07/09/1959,part grazed (originally mown),,,regulation of grazing,1,,,,,,,,,part grazed (originally mown)
Broadbalk,1960,cropped sections,21/09/1959,28/09/1959,ploughed,,,tillage process,1,1,,,,,,,,ploughed
Broadbalk,1960,cropped sections,31/08/1960,09/09/1959,combine harvested,,,harvesting process,1,,,,,,,,,combine harvested
Broadbalk,1960,fallow sections,21/09/1959,28/09/1959,ploughed,III,,tillage process,1,1,,,,,,,,(III) ploughed
Broadbalk,1960,fallow sections,26/04/1960,,ploughed,III,,tillage process,1,1,,,,,,,,(III) ploughed
Broadbalk,1960,fallow sections,02/07/1960,,ploughed,III,,tillage process,1,1,,,,,,,,(III) ploughed
Broadbalk Wilderness,1961,all plots,18/11/1960,06/12/1960,Shrubs grubbed out,,,shrub grubbing process,1,,,,,,,,,Shrubs grubbed out
Broadbalk Wilderness,1961,all plots,30/12/1960,02/01/1961,part grazed,,,regulation of grazing,1,,,,,,,,,part grazed
Broadbalk Wilderness,1961,all plots,12/04/1961,14/05/1961,part grazed,,,regulation of grazing,1,,,,,,,,,part grazed
Broadbalk Wilderness,1961,all plots,25/05/1961,30/05/1961,part grazed,,,regulation of grazing,1,,,,,,,,,part grazed
Broadbalk Wilderness,1961,all plots,20/06/1961,25/06/1961,part grazed,,,regulation of grazing,1,,,,,,,,,part grazed
Broadbalk Wilderness,1961,all plots,10/08/1961,15/08/1961,part grazed,,,regulation of grazing,1,,,,,,,,,part grazed
Broadbalk Wilderness,1961,all plots,02/09/1961,280/09t/1961,part grazed,,,regulation of grazing,1,,,,,,,,,part grazed
Broadbalk,1961,cropped sections,01/09/1960,,combine harvested,,,harvesting process,1,,,,,,,,,combine harvested
Broadbalk,1961,cropped sections,04/10/1960,,ploughed,,,tillage process,1,1,,,,,,,,ploughed
Broadbalk,1961,cropped sections,10/10/1960,,dung ploughed in,,,tillage process,1,,,,,,,,,
Broadbalk,1961,fallow sections,04/10/1960,,ploughed,Ib,,tillage process,1,1,,,,,,,,(Ib) ploughed
Broadbalk,1961,fallow sections,12/06/1961,,ploughed,Ib,,tillage process,1,1,,,,,,,,(Ib) ploughed
Broadbalk,1961,fallow sections,17/07/1961,,ploughed,Ib,,tillage process,1,1,,,,,,,,(Ib) ploughed
Broadbalk Wilderness,1962,all plots,11/05/1962,30/05/1962,part grazed,,,regulation of grazing,1,,,,,,,,,part grazed
Broadbalk Wilderness,1962,all plots,25/05/1962,,grass topped,,,mowing process,1,,,,,,,,,grass topped
Broadbalk Wilderness,1962,all plots,12/06/1962,18/06/1962,part grazed,,,regulation of grazing,1,,,,,,,,,part grazed
Broadbalk Wilderness,1962,all plots,27/07/1962,01/08/1962,part grazed,,,regulation of grazing,1,,,,,,,,,part grazed
Broadbalk Wilderness,1962,all plots,13/08/1962,,grass topped,,,mowing process,1,,,,,,,,,grass topped
Broadbalk Wilderness,1962,all plots,06/09/1962,26/09/1962,part grazed,,,regulation of grazing,1,,,,,,,,,part grazed
Broadbalk Wilderness,1962,all plots,26/09/1962,,grass topped,,,mowing process,1,,,,,,,,,grass topped
Broadbalk Wilderness,1962,all plots,17/11/1962,30/11/1962,Shrubs grubbed out,,,shrub grubbing process,1,,,,,,,,,Shrubs grubbed out
Broadbalk Wilderness,1962,all plots,12/12/1962,15/12/1962,part grazed,,,regulation of grazing,1,,,,,,,,,part grazed
Broadbalk,1962,cropped sections,07/09/1961,,ploughed,,,tillage process,1,1,,,,,,,,
Broadbalk,1962,cropped sections,15/09/1962,,combine harvested,,,harvesting process,1,,,,,,,,,combine harvested
Broadbalk,1962,fallow sections,07/09/1961,,ploughed,II,,tillage process,1,1,,,,,,,,(II) ploughed
Broadbalk,1962,fallow sections,16/05/1962,,ploughed,II,,tillage process,1,1,,,,,,,,(II) ploughed
Broadbalk,1962,fallow sections,16/07/1962,,ploughed,II,,tillage process,1,1,,,,,,,,(II) ploughed
Broadbalk,1963,cropped sections,13/09/1963,,combine harvested,,,harvesting process,1,,,,,,,,,combine harvested
Broadbalk,1963,cropped sections,27/09/1962,05/10/1962,ploughed,,,tillage process,1,1,,,,,,,,ploughed
Broadbalk,1963,fallow sections,27/09/1962,05/10/1962,ploughed,NA,,tillage process,1,1,,,,,,,,(NA) ploughed
Broadbalk,1963,fallow sections,29/05/1963,,ploughed,NA,,tillage process,1,1,,,,,,,,(NA) ploughed
Broadbalk,1963,fallow sections,16/07/1963,,ploughed,NA,,tillage process,1,1,,,,,,,,(NA) ploughed
Broadbalk Wilderness,1963,grazed meadow,22/04/1963,07/05/1963,Grazed by sheep,,,regulation of grazing,1,,,,,,,,,Grazed by sheep
Broadbalk Wilderness,1963,grazed meadow,08/05/1963,,grass topped,,,mowing process,1,,,,,,,,,grass topped
Broadbalk Wilderness,1963,grazed meadow,01/06/1963,lb/06e/1963,Grazed by sheep,,,regulation of grazing,1,,,,,,,,,Grazed by sheep
Broadbalk Wilderness,1963,grazed meadow,13/06/1963,,grass topped,,,mowing process,1,,,,,,,,,grass topped
Broadbalk Wilderness,1963,grazed meadow,04/07/1963,13/07/1963,Grazed by sheep,,,regulation of grazing,1,,,,,,,,,Grazed by sheep
Broadbalk Wilderness,1963,grazed meadow,12/07/1963,,grass topped,,,mowing process,1,,,,,,,,,grass topped
Broadbalk Wilderness,1963,grazed meadow,16/08/1963,21/08/1963,Grazed by sheep,,,regulation of grazing,1,,,,,,,,,Grazed by sheep
Broadbalk Wilderness,1963,grazed meadow,19/08/1963,,grass topped,,,mowing process,1,,,,,,,,,grass topped
Broadbalk Wilderness,1963,grazed meadow,03/09/1963,,Grazed by sheep,,,regulation of grazing,1,,,,,,,,,Grazed by sheep
Broadbalk Wilderness,1963,grazed meadow,04/11/1963,13/11/1963,Grazed by sheep,,,regulation of grazing,1,,,,,,,,,Grazed by sheep
Broadbalk Wilderness,1963,ungrazed meadow,26/03/1963,,Shrubs grubbed out,,,shrub grubbing process,1,,,,,,,,,Shrubs grubbed out
Broadbalk Wilderness,1963,ungrazed meadow,26/03/1963,,Shrubs grubbed out,,,shrub grubbing process,1,,,,,,,,,Shrubs grubbed out
Broadbalk Wilderness,1963,woodland,30/07/1963,06/08/1963,"(south): east, east sides trimmed",,,other,1,,,,,,,,,"(south): east, east sides trimmed"
Broadbalk,1964,cropped sections,02/10/1963,,ploughed,,,tillage process,1,1,,,,,,,,ploughed
Broadbalk,1964,cropped sections,27/08/1964,,combine harvested,,,harvesting process,1,,,,,,,,,combine harvested
Broadbalk,1964,fallow sections,25/09/1963,02/10/1963,ploughed,IV,,tillage process,1,1,,,,,,,,(IV) ploughed
Broadbalk,1964,fallow sections,04/05/1964,,ploughed,IV,,tillage process,1,1,,,,,,,,(IV) ploughed
Broadbalk,1964,fallow sections,09/07/1964,,ploughed,IV,,tillage process,1,1,,,,,,,,(IV) ploughed
Broadbalk Wilderness,1964,grazed meadow,28/04/1964,07/05/1964,Grazed by sheep,,,regulation of grazing,1,,,,,,,,,Grazed by sheep
Broadbalk Wilderness,1964,grazed meadow,08/05/1964,,grass topped,,,mowing process,1,,,,,,,,,grass topped
Broadbalk Wilderness,1964,grazed meadow,04/06/1964,09/06/1964,Grazed by sheep,,,regulation of grazing,1,,,,,,,,,Grazed by sheep
Broadbalk Wilderness,1964,grazed meadow,13/06/1964,,grass topped,,,mowing process,1,,,,,,,,,grass topped
Broadbalk Wilderness,1964,grazed meadow,08/07/1964,13/07/1964,Grazed by sheep,,,regulation of grazing,1,,,,,,,,,Grazed by sheep
Broadbalk Wilderness,1964,grazed meadow,13/07/1964,,grass topped,,,mowing process,1,,,,,,,,,grass topped
Broadbalk Wilderness,1964,grazed meadow,14/08/1964,18/08/1964,Grazed by sheep,,,regulation of grazing,1,,,,,,,,,Grazed by sheep
Broadbalk Wilderness,1964,grazed meadow,18/08/1964,,grass topped,,,mowing process,1,,,,,,,,,grass topped
Broadbalk Wilderness,1964,grazed meadow,12/11/1964,,grass topped,,,mowing process,1,,,,,,,,,grass topped
Broadbalk Wilderness,1964,ungrazed meadow,18/12/1963,31/12/1963,Shrubs grubbed out,,,shrub grubbing process,1,,,,,,,,,Shrubs grubbed out
Broadbalk Wilderness,1964,ungrazed meadow,18/12/1963,31/12/1963,Shrubs grubbed out,,,shrub grubbing process,1,,,,,,,,,Shrubs grubbed out
Broadbalk,1965,cropped sections,09/10/1964,14/10/1964,ploughed,,,tillage process,1,1,,,,,,,,ploughed
Broadbalk,1965,cropped sections,21/09/1965,,combine harvested,,,harvesting process,1,,,,,,,,,combine harvested
Broadbalk,1965,fallow sections,09/10/1964,14/10/1964,ploughed,IV,,tillage process,1,1,,,,,,,,(IV) ploughed
Broadbalk,1965,fallow sections,30/11/1964,,ploughed,IV,,tillage process,1,1,,,,,,,,(IV) ploughed
Broadbalk,1965,fallow sections,21/07/1965,,ploughed,IV,,tillage process,1,1,,,,,,,,(IV) ploughed
Broadbalk Wilderness,1965,grazed meadow,26/04/1965,04/05/1965,Grazed by sheep,,,regulation of grazing,1,,,,,,,,,Grazed by sheep
Broadbalk Wilderness,1965,grazed meadow,03/05/1965,,grass topped,,,mowing process,1,,,,,,,,,grass topped
Broadbalk Wilderness,1965,grazed meadow,22/05/1965,28/05/1965,Grazed by sheep,,,regulation of grazing,1,,,,,,,,,Grazed by sheep
Broadbalk Wilderness,1965,grazed meadow,28/05/1965,,grass topped,,,mowing process,1,,,,,,,,,grass topped
Broadbalk Wilderness,1965,grazed meadow,15/06/1965,25/06/1965,Grazed by sheep,,,regulation of grazing,1,,,,,,,,,Grazed by sheep
Broadbalk Wilderness,1965,grazed meadow,25/06/1965,,grass topped,,,mowing process,1,,,,,,,,,grass topped
Broadbalk Wilderness,1965,grazed meadow,19/07/1965,29/07/1965,Grazed by sheep,,,regulation of grazing,1,,,,,,,,,Grazed by sheep
Broadbalk Wilderness,1965,grazed meadow,29/07/1965,,grass topped,,,mowing process,1,,,,,,,,,grass topped
Broadbalk Wilderness,1965,grazed meadow,18/08/1965,31/08/1965,Grazed by sheep,,,regulation of grazing,1,,,,,,,,,Grazed by sheep
Broadbalk Wilderness,1965,grazed meadow,01/09/1965,,grass topped,,,mowing process,1,,,,,,,,,grass topped
Broadbalk Wilderness,1965,grazed meadow,04/10/1965,04/11/1965,Grazed by sheep,,,regulation of grazing,1,,,,,,,,,Grazed by sheep
Broadbalk Wilderness,1965,ungrazed meadow,03/11/1964,19/11/1964,Shrubs grubbed out,,,shrub grubbing process,1,,,,,,,,,Shrubs grubbed out
Broadbalk,1966,cropped sections,06/09/1966,,combine harvested,,,harvesting process,1,,,,,,,,,combine harvested
Broadbalk,1966,cropped sections,29/10/1965,01/11/1965,ploughed,,,tillage process,1,1,,,,,,,,ploughed
Broadbalk,1966,fallow sections,29/10/1965,01/11/1965,ploughed,Ib,,tillage process,1,1,,,,,,,,(Ib) ploughed
Broadbalk,1966,fallow sections,23/05/1966,,ploughed,Ib,,tillage process,1,1,,,,,,,,(Ib) ploughed
Broadbalk,1966,fallow sections,14/07/1966,15/07/1966,ploughed,Ib,,tillage process,1,1,,,,,,,,(Ib) ploughed
Broadbalk Wilderness,1966,grazed meadow,06/05/1966,12/05/1966,Grazed by sheep,,,regulation of grazing,1,,,,,,,,,Grazed by sheep
Broadbalk Wilderness,1966,grazed meadow,12/05/1966,,grass topped,,,mowing process,1,,,,,,,,,grass topped
Broadbalk Wilderness,1966,grazed meadow,27/05/1966,03/06/1966,Grazed by sheep,,,regulation of grazing,1,,,,,,,,,Grazed by sheep
Broadbalk Wilderness,1966,grazed meadow,03/06/1966,,grass topped,,,mowing process,1,,,,,,,,,grass topped
Broadbalk Wilderness,1966,grazed meadow,21/06/1966,29/06/1966,Grazed by sheep,,,regulation of grazing,1,,,,,,,,,Grazed by sheep
Broadbalk Wilderness,1966,grazed meadow,29/06/1966,,grass topped,,,mowing process,1,,,,,,,,,grass topped
Broadbalk Wilderness,1966,grazed meadow,19/07/1966,1l/08/1966,Grazed by sheep,,,regulation of grazing,1,,,,,,,,,Grazed by sheep
Broadbalk Wilderness,1966,grazed meadow,01/08/1966,,grass topped,,,mowing process,1,,,,,,,,,grass topped
Broadbalk Wilderness,1966,grazed meadow,24/08/1966,30/08/1966,Grazed by sheep,,,regulation of grazing,1,,,,,,,,,Grazed by sheep
Broadbalk Wilderness,1966,grazed meadow,30/08/1966,,grass topped,,,mowing process,1,,,,,,,,,grass topped
Broadbalk Wilderness,1966,grazed meadow,23/09/1966,30/09/1966,Grazed by sheep,,,regulation of grazing,1,,,,,,,,,Grazed by sheep
Broadbalk Wilderness,1966,grazed meadow,30/09/1966,,grass topped,,,mowing process,1,,,,,,,,,grass topped
Broadbalk Wilderness,1966,grazed meadow,16/11/1966,18/11/1966,Grazed by sheep,,,regulation of grazing,1,,,,,,,,,Grazed by sheep
Broadbalk Wilderness,1966,ungrazed meadow,06/12/1965,10/12/1965,Shrubs grubbed out,,,shrub grubbing process,1,,,,,,,,,Shrubs grubbed out
Broadbalk Wilderness,1966,ungrazed meadow,06/12/1965,10/12/1965,Shrubs grubbed out,,,shrub grubbing process,1,,,,,,,,,Shrubs grubbed out
Broadbalk,1967,cropped sections,12/10/1966,,ploughed,,,tillage process,1,1,,,,,,,,ploughed
Broadbalk,1967,cropped sections,14/10/1966,,dung ploughed in,,,tillage process,1,,,,,,,,,
Broadbalk,1967,cropped sections,03/11/1966,,rotary cultivated,,,tillage process,1,1,,,,,,,,"rotary cultivated, seed drilled at 185 lb"
Broadbalk,1967,cropped sections,31/08/1967,,combine harvested,,,harvesting process,1,,,,,,,,,combine harvested
Broadbalk,1967,fallow sections,12/10/1966,,ploughed,II,,tillage process,1,1,,,,,,,,(II) ploughed
Broadbalk,1967,fallow sections,03/11/1966,,rotary cultivated,,,tillage process,1,1,,,,,,,,rotary cultivated
Broadbalk,1967,fallow sections,29/03/1967,,ploughed,,,tillage process,1,1,,,,,,,,ploughed
Broadbalk,1967,fallow sections,05/07/1967,,ploughed,,,tillage process,1,1,,,,,,,,ploughed
Broadbalk,1967,fallow sections,05/07/1967,,ploughed,,,tillage process,1,1,,,,,,,,ploughed
Broadbalk Wilderness,1967,grazed meadow,10/04/1967,18/04/1967,Grazed by sheep,,,regulation of grazing,1,,,,,,,,,Grazed by sheep
Broadbalk Wilderness,1967,grazed meadow,19/04/1967,,grass topped,,,mowing process,1,,,,,,,,,grass topped
Broadbalk Wilderness,1967,grazed meadow,15/05/1967,2h/05/1967,Grazed by sheep,,,regulation of grazing,1,,,,,,,,,Grazed by sheep
Broadbalk Wilderness,1967,grazed meadow,24/05/1967,,grass topped,,,mowing process,1,,,,,,,,,grass topped
Broadbalk Wilderness,1967,grazed meadow,19/06/1967,03/07/1967,Grazed by sheep,,,regulation of grazing,1,,,,,,,,,Grazed by sheep
Broadbalk Wilderness,1967,grazed meadow,03/07/1967,,grass topped,,,mowing process,1,,,,,,,,,grass topped
Broadbalk Wilderness,1967,grazed meadow,24/07/1967,04/08/1967,Grazed by sheep,,,regulation of grazing,1,,,,,,,,,Grazed by sheep
Broadbalk Wilderness,1967,grazed meadow,04/08/1967,,grass topped,,,mowing process,1,,,,,,,,,grass topped
Broadbalk Wilderness,1967,grazed meadow,30/08/1967,all/09t/1967,Grazed by sheep,,,regulation of grazing,1,,,,,,,,,Grazed by sheep
Broadbalk Wilderness,1967,grazed meadow,11/09/1967,,grass topped,,,mowing process,1,,,,,,,,,grass topped
Broadbalk Wilderness,1967,grazed meadow,03/10/1967,10/10/1967,Grazed by sheep,,,regulation of grazing,1,,,,,,,,,Grazed by sheep
Broadbalk Wilderness,1967,grazed meadow,04/11/1967,08/11/1967,Grazed by sheep,,,regulation of grazing,1,,,,,,,,,Grazed by sheep
Broadbalk Wilderness,1967,ungrazed meadow,22/10/1966,Ds/12/1966,Shrubs grubbed out,,,shrub grubbing process,1,,,,,,,,,Shrubs grubbed out
Broadbalk Wilderness,1967,ungrazed meadow,22/10/1966,Ds/12/1966,Shrubs grubbed out,,,shrub grubbing process,1,,,,,,,,,Shrubs grubbed out
Broadbalk,1968,all sections,19/09/1967,,ploughed,"Plots 1, 3",,tillage process,1,1,,,,,,,,"Plots 1 3 ploughed, all autumn fertilizers applied"
Broadbalk,1968,all sections,20/09/1967,,remaining plots ploughed,,,tillage process,1,1,,,,,,,,remaining plots ploughed
Broadbalk,1968,fallow sections,28/05/1968,,ploughed,,,tillage process,1,1,,,,,,,,ploughed second time
Broadbalk,1968,fallow sections,05/08/1968,,ploughed,,,tillage process,1,1,,,,,,,,plough third time
Broadbalk Wilderness,1968,grazed meadow,02/05/1968,10/05/1968,Grazed by sheep,,,regulation of grazing,1,,,,,,,,,Grazed by sheep
Broadbalk Wilderness,1968,grazed meadow,10/05/1968,,grass topped,,,mowing process,1,,,,,,,,,grass topped
Broadbalk Wilderness,1968,grazed meadow,27/05/1968,31/05/1968,Grazed by sheep,,,regulation of grazing,1,,,,,,,,,Grazed by sheep
Broadbalk Wilderness,1968,grazed meadow,10/06/1968,17/06/1968,Grazed by sheep,,,regulation of grazing,1,,,,,,,,,Grazed by sheep
Broadbalk Wilderness,1968,grazed meadow,18/06/1968,,grass topped,,,mowing process,1,,,,,,,,,grass topped
Broadbalk Wilderness,1968,grazed meadow,08/07/1968,17/07/1968,Grazed by sheep,,,regulation of grazing,1,,,,,,,,,Grazed by sheep
Broadbalk Wilderness,1968,grazed meadow,18/07/1968,,grass topped,,,mowing process,1,,,,,,,,,grass topped
Broadbalk Wilderness,1968,grazed meadow,16/08/1968,23/08/1968,Grazed by sheep,,,regulation of grazing,1,,,,,,,,,Grazed by sheep
Broadbalk Wilderness,1968,grazed meadow,24/08/1968,,grass topped,,,mowing process,1,,,,,,,,,grass topped
Broadbalk Wilderness,1968,grazed meadow,18/09/1968,24/09/1968,Grazed by sheep,,,regulation of grazing,1,,,,,,,,,Grazed by sheep
Broadbalk Wilderness,1968,grazed meadow,10/10/1968,16/10/1968,Grazed by sheep,,,regulation of grazing,1,,,,,,,,,Grazed by sheep
Broadbalk Wilderness,1968,grazed meadow,18/10/1968,,grass topped,,,mowing process,1,,,,,,,,,grass topped
Broadbalk,1968,potatoes,20/05/1968,,grubbed,,,harvesting process,1,,,,,,,,,grubbed
Broadbalk,1968,potatoes,28/05/1968,,rotary ridged,,,tillage process,1,1,,,,,,,,rotary ridged
Broadbalk,1968,potatoes,19/06/1968,,grubbed,,,tillage process,1,1,,,,,,,,"Grubbed, then rotary ridged"
Broadbalk,1968,potatoes,19/06/1968,,rotary ridged,,,tillage process,1,,,,,,,,,
Broadbalk,1968,potatoes,13/09/1968,,Haulm mechanically destroyed,,,haulm destruction process,1,,,,,,,,,Haulm mechanically destroyed
Broadbalk,1968,potatoes,19/09/1968,,lifted,,,harvesting process,1,,,,,,,,,lifted
Broadbalk,1968,section 00,21/09/1967,,rotary cultivated,,,tillage process,1,1,,,,,,,,rotary cultivated
Broadbalk,1968,section 00,25/08/1968,,combine harvested,section 00,,harvesting process,1,,,,,,,,,combine harvested
Broadbalk,1968,spring beans,06/09/1968,,combine harvested,,,harvesting process,1,,,,,,,,,combine harvested
Broadbalk,1968,winter wheat,26/08/1968,,combine harvested,,,harvesting process,1,,,,,,,,,combine harvested
Broadbalk Wilderness,1969,grazed meadow,05/08/1969,12/08/1969,Grazed by sheep,,,regulation of grazing,1,,,,,,,,,Grazed by sheep
Broadbalk Wilderness,1969,grazed meadow,12/08/1969,,Grazed by sheep,,,regulation of grazing,1,,,,,,,,,Grazed by sheep
Broadbalk Wilderness,1969,grazed meadow,05/09/1969,29/09/1969,Grazed by sheep,,,regulation of grazing,1,,,,,,,,,Grazed by sheep
Broadbalk Wilderness,1969,grazed meadow,27/10/1969,31/10/1969,Grazed by sheep,,,regulation of grazing,1,,,,,,,,,Grazed by sheep
Broadbalk Wilderness,1969,grazed meadow,31/09/1968,,Grazed by sheep,,,regulation of grazing,1,,,,,,,,,Grazed by sheep
Broadbalk,1969,potatoes,18/06/1969,,grubbed,,,harvesting process,1,,,,,,,,,grubbed
Broadbalk,1969,potatoes,23/06/1969,,rotary ridged,,,tillage process,1,1,,,,,,,,rotary ridged
Broadbalk,1969,potatoes,20/09/1969,,"Haulm destroyed mechanically (except treatments N2, NOP, NOPNa, R, where Haulm disced early)",,,haulm destruction process,1,,,,,,,,,"Haulm destroyed mechanically (except treatments N2, NOP, NOPNa, R, where Haulm disced early)"
Broadbalk,1969,potatoes,25/09/1969,,lifted,,,harvesting process,1,,,,,,,,,lifted
Broadbalk,1969,spring beans,10/09/1969,,combine harvested,,,harvesting process,1,,,,,,,,,combine harvested
Broadbalk Wilderness,1969,ungrazed meadow,23/01/1968,,topped with rotary grass cutter,,,mowing process,1,,,,,,,,,topped with rotary grass cutter
Broadbalk,1969,all sections,01/10/1968,05/10/1968,ploughed,,,tillage process,1,1,,,,,,,,ploughed
Broadbalk,1969,fallow sections,13/05/1969,,ploughed,,,tillage process,1,1,,,,,,,,ploughed second time
Broadbalk,1969,fallow sections,08/07/1969,,ploughed,,,tillage process,1,1,,,,,,,,Ploughed third+ÃƒÆ’Ã‚Â¢ÃƒÆ’Ã¢â‚¬?ÃƒÆ’Ã¢â‚¬Â¡ÃƒÆ’Ã…â€œ+ÃƒÆ’Ã‚Â©-ÃƒÆ’Ã‚Â¡time
Broadbalk Wilderness,1969,grazed meadow,17/04/1969,25/04/1969,Grazed by sheep,,,regulation of grazing,1,,,,,,,,,Grazed by sheep
Broadbalk Wilderness,1969,grazed meadow,25/04/1969,,grass topped,,,mowing process,1,,,,,,,,,grass topped
Broadbalk Wilderness,1969,grazed meadow,13/05/1969,20/05/1969,Grazed by sheep,,,regulation of grazing,1,,,,,,,,,Grazed by sheep
Broadbalk Wilderness,1969,grazed meadow,21/05/1969,,grass topped,,,mowing process,1,,,,,,,,,grass topped
Broadbalk Wilderness,1969,grazed meadow,05/06/1969,10/06/1969,Grazed by sheep,,,regulation of grazing,1,,,,,,,,,Grazed by sheep
Broadbalk Wilderness,1969,grazed meadow,09/06/1969,,grass topped,,,mowing process,1,,,,,,,,,grass topped
Broadbalk Wilderness,1969,grazed meadow,27/06/1969,,Grazed by sheep,,,regulation of grazing,1,,,,,,,,,Grazed by sheep
Broadbalk,1969,winter wheat,21/08/1969,,harvested,section 00,,harvesting process,1,,,,,,,,small combine,"Section 00, as above except harvested by small combine 21st Aug"
Broadbalk,1969,winter wheat,29/08/1969,,combine harvested,,,harvesting process,1,,,,,,,,,combine harvested
Broadbalk,1970,all sections,01/10/1969,,shallow rotary cultivated to incorporate fertiliser,plot 01,,tillage process,1,1,,,,,,,,Plot 01 shallow rotary cultivated to incorporate fertiliser
Broadbalk,1970,all sections,02/10/1969,04/10/1969,ploughed,,,tillage process,1,1,,,,,,,,ploughed
Broadbalk,1970,fallow sections,12/09/1969,,rotary cultivated,,,tillage process,1,1,,,,,,,,rotary cultivated
Broadbalk,1970,fallow sections,20/05/1970,,ploughed,,,tillage process,1,1,,,,,,,,ploughed second time
Broadbalk,1970,fallow sections,09/07/1970,,ploughed,,,tillage process,1,1,,,,,,,,ploughed
Broadbalk Wilderness,1970,grazed meadow,29/04/1970,,Grazed by sheep,,,regulation of grazing,1,,,,,,,,,Grazed by sheep
Broadbalk Wilderness,1970,grazed meadow,11/05/1970,,Grazed by sheep,,,regulation of grazing,1,,,,,,,,,Grazed by sheep
Broadbalk Wilderness,1970,grazed meadow,11/05/1970,,grass topped,,,mowing process,1,,,,,,,,,grass topped
Broadbalk Wilderness,1970,grazed meadow,27/05/1970,03/06/1970,Grazed by sheep,,,regulation of grazing,1,,,,,,,,,Grazed by sheep
Broadbalk Wilderness,1970,grazed meadow,03/06/1970,,grass topped,,,mowing process,1,,,,,,,,,grass topped
Broadbalk Wilderness,1970,grazed meadow,29/06/1970,03/07/1970,Grazed by sheep,,,regulation of grazing,1,,,,,,,,,Grazed by sheep
Broadbalk Wilderness,1970,grazed meadow,06/07/1970,,grass topped,,,mowing process,1,,,,,,,,,grass topped
Broadbalk Wilderness,1970,grazed meadow,03/08/1970,1h/08/1970,Grazed by sheep,,,regulation of grazing,1,,,,,,,,,Grazed by sheep
Broadbalk Wilderness,1970,grazed meadow,20/08/1970,,grass topped,,,mowing process,1,,,,,,,,,grass topped
Broadbalk Wilderness,1970,grazed meadow,15/09/1970,86/09t/1970,Grazed by sheep,,,regulation of grazing,1,,,,,,,,,Grazed by sheep
Broadbalk Wilderness,1970,grazed meadow,26/09/1970,,grass topped,,,mowing process,1,,,,,,,,,grass topped
Broadbalk Wilderness,1970,grazed meadow,19/10/1970,,Grazed by sheep,,,regulation of grazing,1,,,,,,,,,Grazed by sheep
Broadbalk,1970,potatoes,12/09/1969,,rotary cultivated,,,tillage process,1,1,,,,,,,,rotary cultivated
Broadbalk,1970,potatoes,30/04/1970,,rotary cultivated,,,tillage process,1,1,,,,,,,,Plots rotary cultivated
Broadbalk,1970,potatoes,30/06/1970,,grubbed,"except 1, 21, 22, 7, 8, 9, 13, 15",,tillage process,1,1,,,,,,,,"all plots except 1, 21, 22, 7, 8, 9, 13, 15 grubbed, rotary ridged"
