Experiment,Year,section,start date,end date,operation,operation_type,flag,intensity,application_method,orig_operation,amount,amount unit,water,water unit,tank mix,plot,crop,variety,dressing,machine
R/WF/3,1946,wheat,16/08/1946,,harvested,harvesting process,3,,,harvested,,,,,,,,,,
R/WF/3,1946,fallow,,,Cultivated 4 times between Aug 1945 and July 1946,tillage process,3,4,,Cultivated 4 times between Aug 1945 and July 1946,,,,,,,,,,
R/WF/3,1947,wheat,11/10/1946,15/10/1946,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1947,wheat,12/08/1947,,harvested,harvesting process,3,,,harvested,,,,,,,,,,
R/WF/3,1947,fallow,,,Ploughed once and Springtined twice between Oct 1946 and July 1947,tillage process,3,3,,Ploughed once and Springtined twice between Oct 1946 and July 1947,,,,,,,,,,
R/WF/3,1948,wheat,15/09/1947,16/09/1947,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1948,wheat,24/10/1947,,rolled,land levelling process,3,,,rolled,,,,,,,,,,
R/WF/3,1948,wheat,24/10/1947,,springtine harrowed,tillage process,3,1,,springtine harrowed,,,,,,,,,,
R/WF/3,1948,wheat,25/10/1947,,harrowed in,tillage process,3,1,,harrowed in,,,,,,,,,,
R/WF/3,1948,wheat,31/03/1948,,ring rolled,land levelling process,3,,,ring rolled,,,,,,,,,,
R/WF/3,1948,wheat,29/07/1948,,weeds hand pulled,hand picking process,3,,,weeds hand pulled,,,,,,,,,,
R/WF/3,1948,wheat,23/08/1948,,harvested,harvesting process,3,,,harvested,,,,,,,,,,
R/WF/3,1948,fallow,15/09/1947,16/09/1947,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1948,fallow,24/10/1947,,rolled,land levelling process,3,,,rolled,,,,,,,,,,
R/WF/3,1948,fallow,24/10/1947,,springtine harrowed,tillage process,3,1,,springtine harrowed,,,,,,,,,,
R/WF/3,1948,fallow,10/03/1948,,springtine harrowed,tillage process,3,1,,springtine harrowed,,,,,,,,,,
R/WF/3,1948,fallow,22/04/1948,,thistles cut,mechanical pest removal process,3,,,thistles cut,,,,,,,,,,
R/WF/3,1948,fallow,21/05/1948,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1948,fallow,09/06/1948,,ring rolled,land levelling process,3,,,ring rolled,,,,,,,,,,
R/WF/3,1949,wheat,03/09/1948,06/09/1948,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1949,wheat,22/10/1948,,harrowed,tillage process,3,1,,harrowed twice,,,,,,,,,,
R/WF/3,1949,wheat,23/10/1948,,harrowed in,tillage process,3,1,,harrowed in,,,,,,,,,,
R/WF/3,1949,wheat,11/04/1949,,ring rolled,land levelling process,3,,,ring rolled,,,,,,,,,,
R/WF/3,1949,wheat,16/08/1949,,harvested,harvesting process,3,,,harvested,,,,,,,,,,
R/WF/3,1949,fallow,03/09/1948,,ploughed,tillage process,3,1,,ploughed,,,,,,B3,,,,
R/WF/3,1949,fallow,01/10/1948,02/10/1948,ploughed,tillage process,3,1,,ploughed,,,,,,remainder,,,,
R/WF/3,1949,fallow,03/01/1949,13/01/1949,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1949,fallow,23/03/1949,,springtined,tillage process,3,1,,spring-tined,,,,,,,,,,
R/WF/3,1949,fallow,14/04/1949,,springtined,tillage process,3,1,,spring-tined,,,,,,,,,,
R/WF/3,1949,fallow,31/05/1949,,thistles cut,mechanical pest removal process,3,,,thistles cut,,,,,,,,,,
R/WF/3,1949,fallow,27/06/1949,,thistles cut,mechanical pest removal process,3,,,thistles cut,,,,,,,,,,
R/WF/3,1949,fallow,05/07/1949,06/07/1949,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1949,fallow,20/07/1949,,harrowed,tillage process,3,1,,harrowed twice,,,,,,,,,,
R/WF/3,1949,fallow,20/07/1949,,ring rolled,land levelling process,3,,,ring rolled,,,,,,,,,,
R/WF/3,1950,wheat,30/08/1949,31/08/1949,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1950,wheat,29/10/1949,,springtined,tillage process,3,1,,spring-tined,,,,,,,,,,
R/WF/3,1950,wheat,31/10/1949,,harrowed,tillage process,3,1,,harrowed,,,,,,,,,,
R/WF/3,1950,wheat,31/10/1949,,harrowed in,tillage process,3,1,,harrowed in,,,,,,,,,,
R/WF/3,1950,wheat,08/04/1950,,rolled,land levelling process,3,,,rolled,,,,,,,,,,
R/WF/3,1950,wheat,20/04/1950,,Crop badly damaged by wheat bulb fly so decision made to plough in and resow,tillage process,3,1,,Crop badly damaged by wheat bulb fly so decision made to plough in and resow,,,,,,,,,,
R/WF/3,1950,wheat,21/04/1950,,harrowed,tillage process,3,3,,harrowed three times,,,,,,,,,,
R/WF/3,1950,wheat,21/04/1950,,ring rolled,land levelling process,3,,,ring rolled,,,,,,,,,,
R/WF/3,1950,wheat,21/04/1950,,harrowed in,tillage process,3,1,,harrowed in,,,,,,,,,,
R/WF/3,1950,wheat,22/04/1950,,ring rolled,land levelling process,3,,,ring rolled,,,,,,,,,,
R/WF/3,1950,wheat,26/05/1950,,thistles cut,mechanical pest removal process,3,,,thistles cut,,,,,,,,,,
R/WF/3,1950,wheat,08/09/1950,,harvested,harvesting process,3,,,harvested,,,,,,,,,,
R/WF/3,1950,fallow,30/08/1949,31/08/1949,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1950,fallow,29/10/1949,,springtined,tillage process,3,1,,spring-tined,,,,,,,,,,
R/WF/3,1950,fallow,09/03/1950,,springtined,tillage process,3,1,,spring-tined,,,,,,,,,,
R/WF/3,1950,fallow,21/04/1950,,harrowed,tillage process,3,3,,harrowed three times,,,,,,,,,,
R/WF/3,1950,fallow,12/05/1950,,ring rolled,land levelling process,3,,,ring rolled,,,,,,,,,,
R/WF/3,1950,fallow,30/05/1950,,thistle barred,tillage process,3,1,,thistle barred,,,,,,,,,,
R/WF/3,1950,fallow,01/07/1950,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1950,fallow,15/07/1950,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1950,fallow,31/07/1950,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1951,wheat,14/09/1950,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1951,wheat,24/08/1951,,harvested,harvesting process,3,,,harvested,,,,,,,,,,
R/WF/3,1951,fallow,14/09/1950,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1951,fallow,23/04/1951,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1951,fallow,10/07/1951,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1952,wheat,18/09/1951,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1952,wheat,31/07/1952,,harvested,harvesting process,3,,,harvested,,,,,,,,,,
R/WF/3,1952,fallow,18/09/1951,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1952,fallow,08/02/1952,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1952,fallow,06/09/1952,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1953,wheat,06/09/1952,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1953,wheat,20/08/1953,,harvested,harvesting process,3,,,harvested,,,,,,,,,,
R/WF/3,1953,fallow,06/09/1952,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1953,fallow,03/09/1953,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1954,wheat,03/09/1953,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1954,wheat,06/09/1954,,harvested,harvesting process,3,,,harvested,,,,,,,,,,
R/WF/3,1954,fallow,03/09/1953,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1954,fallow,03/12/1953,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1954,fallow,25/09/1954,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1955,wheat,25/09/1954,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1955,wheat,20/08/1955,,harvested,harvesting process,3,,,harvested,,,,,,,,,,
R/WF/3,1955,fallow,25/09/1954,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1955,fallow,28/09/1955,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1956,wheat,28/09/1955,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1956,wheat,01/09/1956,,harvested,harvesting process,3,,,harvested,,,,,,,,,,
R/WF/3,1956,fallow,28/09/1955,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1956,fallow,15/05/1956,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1956,fallow,23/08/1956,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1957,wheat,26/09/1956,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1957,wheat,26/08/1957,,combine harvested,harvesting process,3,,,combine harvested,,,,,,,,,,
R/WF/3,1957,fallow,26/09/1956,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1958,wheat,02/09/1957,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1958,wheat,05/09/1958,,combine harvested,harvesting process,3,,,combine harvested,,,,,,,,,,
R/WF/3,1958,fallow,02/09/1957,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1959,wheat,21/10/1958,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1959,wheat,20/08/1959,,combine harvested,harvesting process,3,,,combine harvested,,,,,,,,,,
R/WF/3,1959,fallow,21/10/1958,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1959,fallow,02/06/1959,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1960,wheat,12/09/1959,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1960,wheat,31/08/1960,,combine harvested,harvesting process,3,,,combine harvested,,,,,,,,,,
R/WF/3,1960,fallow,11/09/1959,,ploughed,tillage process,3,1,,ploughed twice,,,,,,,,,,
R/WF/3,1960,fallow,12/09/1959,,ploughed,tillage process,3,1,,ploughed twice,,,,,,,,,,
R/WF/3,1961,wheat,21/09/1960,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1961,wheat,01/09/1961,,combine harvested,harvesting process,3,,,combine harvested,,,,,,,,,,
R/WF/3,1961,fallow,21/09/1960,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1961,fallow,14/06/1961,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1961,fallow,18/07/1961,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1962,wheat,15/09/1961,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1962,wheat,15/09/1962,,combine harvested,harvesting process,3,,,combine harvested,,,,,,,,,,
R/WF/3,1962,fallow,15/09/1961,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1962,fallow,17/05/1962,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1962,fallow,16/07/1962,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1963,wheat,24/10/1962,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1963,wheat,10/09/1963,,combine harvested,harvesting process,3,,,combine harvested,,,,,,,,,,
R/WF/3,1963,fallow,24/10/1962,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1963,fallow,31/05/1963,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1963,fallow,16/07/1963,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1964,wheat,24/09/1963,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1964,wheat,28-Aug-64,,combine harvested,harvesting process,3,,,combine harvested,,,,,,,,,,
R/WF/3,1964,fallow,24/09/1963,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1964,fallow,30/05/1964,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1964,fallow,27/07/1964,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1965,wheat,17/09/1964,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1965,wheat,21/09/1965,,combine harvested,harvesting process,3,,,combine harvested,,,,,,,,,,
R/WF/3,1965,fallow,17/09/1964,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1965,fallow,19/07/1965,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1965,fallow,13/08/1965,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1966,wheat,14/10/1965,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1966,wheat,02/05/1966,,sections A3 and A4 rotary cultivated,tillage process,3,1,,sections A3 and A4 rotary cultivated and redrilled with Kloka spring wheat at 230 lb,,,,,,"A3, A4",,,,
R/WF/3,1966,wheat,03/09/1966,,Winter wheat combine harvested,harvesting process,3,,,Winter wheat combine harvested,,,,,,A1,,,,
R/WF/3,1966,wheat,07/09/1966,,Spring wheat combine harvested,harvesting process,3,,,Spring wheat combine harvested,,,,,,"A3, A4",,,,
R/WF/3,1966,fallow,14/10/1965,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1966,fallow,23/05/1966,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1966,fallow,15/07/1966,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1967,wheat,13/09/1966,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1967,wheat,30/08/1967,,combine harvested,harvesting process,3,,,combine harvested,,,,,,,,,,
R/WF/3,1967,fallow,13/09/1966,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1967,fallow,03/04/1967,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1967,fallow,05/07/1967,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1968,wheat,05/09/1967,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1968,wheat,26/08/1968,,combine harvested,harvesting process,3,,,combine harvested,,,,,,,,,,
R/WF/3,1968,fallow,05/09/1967,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1968,fallow,27/05/1968,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1968,fallow,05/08/1968,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1969,wheat,06/09/1968,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1969,wheat,29/08/1969,,combine harvested,harvesting process,3,,,combine harvested,,,,,,,,,,
R/WF/3,1969,fallow,06/09/1968,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1969,fallow,13/05/1969,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1969,fallow,08/07/1969,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1970,wheat,22/09/1969,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1970,wheat,14/10/1969,,rotary cultivated,tillage process,3,1,,rotary cultivated,,,,,,,,,,
R/WF/3,1970,wheat,26/08/1970,,combine harvested,harvesting process,3,,,combine harvested,,,,,,,,,,
R/WF/3,1970,fallow,14/10/1969,,rotary cultivated,tillage process,3,1,,Plot 07 (2nd year fallow) rotary cultivated,,,,,,7,,,,
R/WF/3,1970,fallow,22/09/1969,,ploughed,tillage process,3,1,,ploughed (all fallow plots),,,,,,,,,,
R/WF/3,1970,fallow,21/05/1970,,ploughed,tillage process,3,1,,ploughed (all fallow plots),,,,,,,,,,
R/WF/3,1970,fallow,09/07/1970,,ploughed,tillage process,3,1,,ploughed (all fallow plots),,,,,,,,,,
R/WF/3,1971,wheat,04/09/1970,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1971,wheat,27/08/1971,,combine harvested,harvesting process,3,,,combine harvested,,,,,,,,,,
R/WF/3,1971,fallow,04/09/1970,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1971,fallow,19/04/1971,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1971,fallow,08/07/1971,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1972,wheat,04/10/1971,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1972,wheat,01/09/1972,,combine harvested,harvesting process,3,,,combine harvested,,,,,,,,,,
R/WF/3,1972,fallow,04/10/1971,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1972,fallow,11/05/1972,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1972,fallow,11/07/1972,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1973,wheat,11/09/1972,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1973,wheat,20/08/1973,,combine harvested,harvesting process,3,,,combine harvested,,,,,,,,,,
R/WF/3,1973,fallow,11/09/1972,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1973,fallow,17/05/1973,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1973,fallow,06/07/1973,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1974,wheat,03/10/1973,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1974,wheat,18/10/1973,,disced,tillage process,3,1,,disced,,,,,,,,,,
R/WF/3,1974,wheat,29/08/1974,,combine harvested,harvesting process,3,,,combine harvested,,,,,,,,,,
R/WF/3,1974,fallow,03/10/1973,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1974,fallow,07/05/1974,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1974,fallow,22/07/1974,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1974,fallow,08/03/1974,,spring-tine cultivated,tillage process,3,1,,spring-tine cultivated,,,,,,,,,,
R/WF/3,1974,fallow,11/04/1974,,spring-tine cultivated,tillage process,3,1,,spring-tine cultivated,,,,,,,,,,
R/WF/3,1974,fallow,10/07/1974,,spring-tine cultivated,tillage process,3,1,,spring-tine cultivated,,,,,,,,,,
R/WF/3,1974,fallow,08/08/1974,,spring-tine cultivated,tillage process,3,1,,spring-tine cultivated,,,,,,,,,,
R/WF/3,1975,wheat,28/10/1974,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1975,wheat,08/11/1974,,power harrowed,tillage process,3,1,,power harrowed,,,,,,,,,,
R/WF/3,1975,wheat,08/11/1974,,harrowed in,tillage process,3,1,,harrowed in,,,,,,,,,,
R/WF/3,1975,wheat,13/08/1975,,combine harvested,harvesting process,3,,,combine harvested,,,,,,,,,,
R/WF/3,1975,fallow,28/10/1974,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1975,fallow,16/05/1975,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1975,fallow,15/07/1975,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1975,fallow,27/05/1975,,spring-tine cultivated,tillage process,3,1,,spring-tine cultivated,,,,,,,,,,
R/WF/3,1976,wheat,11/10/1975,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1976,wheat,15/10/1975,,rotary harrowed,tillage process,3,1,,rotary harrowed,,,,,,,,,,
R/WF/3,1976,wheat,29/07/1976,,combine harvested,harvesting process,3,,,combine harvested,,,,,,,,,,
R/WF/3,1976,fallow,11/10/1975,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1976,fallow,02/06/1976,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1976,fallow,08/07/1976,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1976,fallow,21/04/1976,,heavy spring-tine cultivated,tillage process,3,1,,heavy spring-tine cultivated,,,,,,,,,,
R/WF/3,1976,fallow,11/06/1976,,heavy spring-tine cultivated,tillage process,3,1,,heavy spring-tine cultivated,,,,,,,,,,
R/WF/3,1976,fallow,22/03/1976,,spring-tine cultivated,tillage process,3,1,,spring-tine cultivated,,,,,,,,,,
R/WF/3,1976,fallow,20/07/1976,,spring-tine cultivated,tillage process,3,1,,spring-tine cultivated,,,,,,,,,,
R/WF/3,1977,wheat,01/10/1976,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1977,wheat,24/11/1976,,rotary harrowed,tillage process,3,1,,rotary harrowed,,,,,,,,,,
R/WF/3,1977,wheat,08/09/1977,,combine harvested,harvesting process,3,,,combine harvested,,,,,,,,,,
R/WF/3,1977,fallow,01/10/1976,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1977,fallow,18/05/1977,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1977,fallow,20/07/1977,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1977,fallow,11/08/1977,,spring-tine cultivated,tillage process,3,1,,spring-tine cultivated,,,,,,,,,,
R/WF/3,1978,wheat,28/09/1977,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1978,wheat,19/10/1977,,rotary harrowed,tillage process,3,1,,rotary harrowed,,,,,,,,,,
R/WF/3,1978,wheat,30/08/1978,,combine harvested,harvesting process,3,,,combine harvested,,,,,,,,,,
R/WF/3,1978,fallow,28/09/1977,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1978,fallow,25/05/1978,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1978,fallow,15/06/1978,,rolled,land levelling process,3,,,rolled,,,,,,,,,,
R/WF/3,1978,fallow,15/06/1978,,heavy spring-tine cultivated,tillage process,3,1,,heavy spring-tine cultivated,,,,,,,,,,
R/WF/3,1978,fallow,26/06/1978,,spring-tine cultivated,tillage process,3,1,,spring-tine cultivated,,,,,,,,,,
R/WF/3,1978,fallow,05/07/1978,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1978,fallow,12/07/1978,,rolled,land levelling process,3,,,rolled,,,,,,,,,,
R/WF/3,1978,fallow,12/07/1978,,spring-tine cultivated,tillage process,3,1,,spring-tine cultivated,,,,,,,,,,
R/WF/3,1979,wheat,09/10/1978,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1979,wheat,10/10/1978,,rotary harrowed,tillage process,3,1,,rotary harrowed,,,,,,,,,,
R/WF/3,1979,wheat,28/08/1979,,combine harvested,harvesting process,3,,,combine harvested,,,,,,,,,,
R/WF/3,1979,fallow,09/10/1978,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1979,fallow,01/05/1979,,spring-tine cultivated,tillage process,3,1,,spring-tine cultivated,,,,,,,,,,
R/WF/3,1979,fallow,24/05/1979,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1979,fallow,14/06/1979,,heavy spring-tine cultivated,tillage process,3,1,,heavy spring-tine cultivated,,,,,,,,,,
R/WF/3,1979,fallow,11/07/1979,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1979,fallow,31/07/1979,,heavy spring-tine cultivated,tillage process,3,1,,heavy spring-tine cultivated,,,,,,,,,,
R/WF/3,1980,wheat,11/10/1979,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1980,wheat,16/10/1979,,rotary harrowed,tillage process,3,1,,rotary harrowed,,,,,,,,,,
R/WF/3,1980,wheat,21/08/1980,,combine harvested,harvesting process,3,,,combine harvested,,,,,,,,,,
R/WF/3,1980,fallow,11/10/1979,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1980,fallow,21/04/1980,,heavy spring-tine cultivated,tillage process,3,1,,heavy spring-tine cultivated,,,,,,,,,,
R/WF/3,1980,fallow,09/05/1980,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1980,fallow,16/06/1980,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1980,fallow,22/05/1980,,spring-tine cultivated,tillage process,3,1,,spring-tine cultivated,,,,,,,,,,
R/WF/3,1980,fallow,19/06/1980,,spring-tine cultivated,tillage process,3,1,,spring-tine cultivated,,,,,,,,,,
R/WF/3,1980,fallow,01/08/1980,,rotary harrowed,tillage process,3,1,,rotary harrowed,,,,,,,,,,
R/WF/3,1981,wheat,01/10/1980,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1981,wheat,01/10/1980,,rotary harrowed,tillage process,3,1,,rotary harrowed,,,,,,,,,,
R/WF/3,1981,wheat,19/08/1981,,combine harvested,harvesting process,3,,,combine harvested,,,,,,,,,,
R/WF/3,1981,fallow,01/10/1980,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1981,fallow,17/06/1981,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1981,fallow,16/07/1981,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1981,fallow,18/04/1981,,heavy spring-tine cultivated,tillage process,3,1,,heavy spring-tine cultivated,,,,,,,,,,
R/WF/3,1981,fallow,18/04/1981,,spring-tine cultivated,tillage process,3,1,,spring-tine cultivated,,,,,,,,,,
R/WF/3,1981,fallow,15/05/1981,,rotary harrowed,tillage process,3,1,,rotary harrowed,,,,,,,,,,
R/WF/3,1981,fallow,19/06/1981,,heavy spring-tine cultivated,tillage process,3,1,,heavy spring-tine cultivated,,,,,,,,,,
R/WF/3,1981,fallow,01/07/1981,,spring-tine cultivated,tillage process,3,1,,spring-tine cultivated,,,,,,,,,,
R/WF/3,1981,fallow,20/07/1981,,spring-tine cultivated,tillage process,3,1,,spring-tine cultivated,,,,,,,,,,
R/WF/3,1981,fallow,11/08/1981,,spring-tine cultivated,tillage process,3,1,,spring-tine cultivated,,,,,,,,,,
R/WF/3,1982,wheat,29/09/1981,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1982,wheat,15/10/1981,,rotary harrowed,tillage process,3,1,,rotary harrowed,,,,,,,,,,
R/WF/3,1982,wheat,20/08/1982,,combine harvested,harvesting process,3,,,combine harvested,,,,,,,,,,
R/WF/3,1982,fallow,29/09/1981,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1982,fallow,15/04/1982,,spring-tine cultivated,tillage process,3,1,,spring-tine cultivated,,,,,,,,,,
R/WF/3,1982,fallow,04/05/1982,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
R/WF/3,1982,fallow,12/05/1982,,spring-tine cultivated,tillage process,3,1,,spring-tine cultivated,,,,,,,,,,
R/WF/3,1982,fallow,17/06/1982,,ploughed,tillage process,3,1,,ploughed,,,,,,,,,,
