Experiment,Year,section,start date,end date,operation,operation_type,application_method,orig_operation,amount,amount unit,water,water unit,tank mix,plot,variety,dressing,machine
RFW3,1943,wheat,15/10/1942,,seed sown,seeding process,,seed sown,,,,,,,,,
RFW3,1944,wheat,08/10/1943,,seed sown,seeding process,,seed sown,,,,,,,,,
RFW3,1945,wheat,30/10/1944,,seed sown,seeding process,,seed sown,,,,,,,,,
RFW3,1946,wheat,15/10/1945,,seed sown,seeding process,,seed sown,,,,,,,,,
RFW3,1947,wheat,18/10/1946,,seed sown,seeding process,,seed sown,,,,,,,,,
RFW3,1939,wheat,24/08/1939,,harvested,harvesting process,,harvested,,,,,,,,,
RFW3,1940,wheat,08/08/1940,,harvested,harvesting process,,harvested,,,,,,,,,
RFW3,1941,wheat,21/08/1941,,harvested,harvesting process,,harvested,,,,,,,,,
RFW3,1942,wheat,17/08/1942,,harvested,harvesting process,,harvested,,,,,,,,,
RFW3,1943,wheat,03/08/1943,,harvested,harvesting process,,harvested,,,,,,,,,
RFW3,1944,wheat,10/08/1944,,harvested,harvesting process,,harvested,,,,,,,,,
RFW3,1945,wheat,11/08/1945,,harvested,harvesting process,,harvested,,,,,,,,,
RFW3,1946,wheat,16/08/1946,,harvested,harvesting process,,harvested,,,,,,,,,
RFW3,1947,wheat,12/08/1947,,harvested,harvesting process,,harvested,,,,,,,,,
RFW3,1939,fallow,,,Cultivated 6 times between Aug 1938 and July 1939,tillage process,,Cultivated 6 times between Aug 1938 and July 1939,,,,,,,,,
RFW3,1940,fallow,,,Cultivated 4 times between Sept 1939 and July 1940,tillage process,,Cultivated 4 times between Sept 1939 and July 1940,,,,,,,,,
RFW3,1941,fallow,,,Cultivated 4 times between Sept 1940 and May 1941,tillage process,,Cultivated 4 times between Sept 1940 and May 1941,,,,,,,,,
RFW3,1942,fallow,,,Cultivated 8 times between Sept 1941 and July 1942,tillage process,,Cultivated 8 times between Sept 1941 and July 1942,,,,,,,,,
RFW3,1943,fallow,,,Cultivated 10 times between Sept 1942 and July 1943,tillage process,,Cultivated 10 times between Sept 1942 and July 1943,,,,,,,,,
RFW3,1944,fallow,,,Cultivated 5 times between Aug 1943 and June 1944,tillage process,,Cultivated 5 times between Aug 1943 and June 1944,,,,,,,,,
RFW3,1945,fallow,,,Cultivated 6 times between Aug 1944 and July 1945,tillage process,,Cultivated 6 times between Aug 1944 and July 1945,,,,,,,,,
RFW3,1946,fallow,,,Cultivated 4 times between Aug 1945 and July 1946,tillage process,,Cultivated 4 times between Aug 1945 and July 1946,,,,,,,,,
RFW3,1947,fallow,,,Ploughed once and Springtined twice between Oct 1946 and July 1947,tillage process,,Ploughed once and Springtined twice between Oct 1946 and July 1947,,,,,,,,,
RFW3,1948,wheat,15/09/1947,16/09/1947,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1948,wheat,24/10/1947,,rolled,land levelling process,,rolled,,,,,,,,,
RFW3,1948,wheat,24/10/1947,,springtine harrowed,tillage process,,springtine harrowed,,,,,,,,,
RFW3,1948,wheat,25/10/1947,,seed drilled,seeding process,,seed drilled,,,,,,,,,
RFW3,1948,wheat,25/10/1947,,harrowed in,tillage process,,harrowed in,,,,,,,,,
RFW3,1948,wheat,31/03/1948,,ring rolled,land levelling process,,ring rolled,,,,,,,,,
RFW3,1948,wheat,29/07/1948,,weeds hand pulled,hand picking process,,weeds hand pulled,,,,,,,,,
RFW3,1948,wheat,23/08/1948,,harvested,harvesting process,,harvested,,,,,,,,,
RFW3,1948,fallow,15/09/1947,16/09/1947,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1948,fallow,24/10/1947,,rolled,land levelling process,,rolled,,,,,,,,,
RFW3,1948,fallow,24/10/1947,,springtine harrowed,tillage process,,springtine harrowed,,,,,,,,,
RFW3,1948,fallow,10/03/1948,,springtine harrowed,tillage process,,springtine harrowed,,,,,,,,,
RFW3,1948,fallow,22/04/1948,,thistles cut,mechanical pest removal process,,thistles cut,,,,,,,,,
RFW3,1948,fallow,21/05/1948,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1948,fallow,09/06/1948,,ring rolled,land levelling process,,ring rolled,,,,,,,,,
RFW3,1949,wheat,03/09/1948,06/09/1948,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1949,wheat,22/10/1948,,harrowed twice,tillage process,,harrowed twice,,,,,,,,,
RFW3,1949,wheat,23/10/1948,,seed drilled,seeding process,,seed drilled,,,,,,,,,
RFW3,1949,wheat,23/10/1948,,harrowed in,tillage process,,harrowed in,,,,,,,,,
RFW3,1949,wheat,11/04/1949,,ring rolled,land levelling process,,ring rolled,,,,,,,,,
RFW3,1949,wheat,16/08/1949,,harvested,harvesting process,,harvested,,,,,,,,,
RFW3,1949,fallow,03/09/1948,,ploughed,tillage process,,ploughed,,,,,,B3,,,
RFW3,1949,fallow,01/10/1948,02/10/1948,ploughed,tillage process,,ploughed,,,,,,remainder,,,
RFW3,1949,fallow,03/01/1949,13/01/1949,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1949,fallow,23/03/1949,,springtined,tillage process,,spring-tined,,,,,,,,,
RFW3,1949,fallow,14/04/1949,,springtined,tillage process,,spring-tined,,,,,,,,,
RFW3,1949,fallow,31/05/1949,,thistles cut,mechanical pest removal process,,thistles cut,,,,,,,,,
RFW3,1949,fallow,27/06/1949,,thistles cut,mechanical pest removal process,,thistles cut,,,,,,,,,
RFW3,1949,fallow,05/07/1949,06/07/1949,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1949,fallow,20/07/1949,,harrowed twice,tillage process,,harrowed twice,,,,,,,,,
RFW3,1949,fallow,20/07/1949,,ring rolled,land levelling process,,ring rolled,,,,,,,,,
RFW3,1950,wheat,30/08/1949,31/08/1949,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1950,wheat,29/10/1949,,springtined,tillage process,,spring-tined,,,,,,,,,
RFW3,1950,wheat,31/10/1949,,harrowed,tillage process,,harrowed,,,,,,,,,
RFW3,1950,wheat,31/10/1949,,seed drilled,seeding process,,seed drilled,,,,,,,,,
RFW3,1950,wheat,31/10/1949,,harrowed in,tillage process,,harrowed in,,,,,,,,,
RFW3,1950,wheat,08/04/1950,,rolled,land levelling process,,rolled,,,,,,,,,
RFW3,1950,wheat,20/04/1950,,Crop badly damaged by wheat bulb fly so decision made to plough in and resow,tillage process,,Crop badly damaged by wheat bulb fly so decision made to plough in and resow,,,,,,,,,
RFW3,1950,wheat,21/04/1950,,harrowed three times,tillage process,,harrowed three times,,,,,,,,,
RFW3,1950,wheat,21/04/1950,,seed drilled,seeding process,,seed drilled,,,,,,,,,
RFW3,1950,wheat,21/04/1950,,ring rolled,land levelling process,,ring rolled,,,,,,,,,
RFW3,1950,wheat,21/04/1950,,harrowed in,tillage process,,harrowed in,,,,,,,,,
RFW3,1950,wheat,22/04/1950,,ring rolled,land levelling process,,ring rolled,,,,,,,,,
RFW3,1950,wheat,26/05/1950,,thistles cut,mechanical pest removal process,,thistles cut,,,,,,,,,
RFW3,1950,wheat,08/09/1950,,harvested,harvesting process,,harvested,,,,,,,,,
RFW3,1950,wheat,30/08/1949,31/08/1949,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1950,wheat,29/10/1949,,springtined,tillage process,,spring-tined,,,,,,,,,
RFW3,1950,wheat,09/03/1950,,springtined,tillage process,,spring-tined,,,,,,,,,
RFW3,1950,wheat,21/04/1950,,harrowed three times,tillage process,,harrowed three times,,,,,,,,,
RFW3,1950,wheat,12/05/1950,,ring rolled,land levelling process,,ring rolled,,,,,,,,,
RFW3,1950,wheat,30/05/1950,,thistle barred,tillage process,,thistle barred,,,,,,,,,
RFW3,1950,wheat,01/07/1950,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1950,wheat,15/07/1950,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1950,wheat,31/07/1950,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1951,wheat,14/09/1950,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1951,wheat,18/10/1950,,seed drilled,seeding process,,seed drilled,3,bushels/acre,,,,,,,
RFW3,1951,wheat,24/08/1951,,harvested,harvesting process,,harvested,,,,,,,,,
RFW3,1951,fallow,14/09/1950,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1951,fallow,23/04/1951,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1951,fallow,10/07/1951,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1952,wheats,18/09/1951,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1952,wheats,19/10/1951,,seed drilled,seeding process,,seed drilled at 3 bushels per acre,3,bushels/acre,,,,,,,
RFW3,1952,wheats,31/07/1952,,harvested,harvesting process,,harvested,,,,,,,,,
RFW3,1952, fallow,18/09/1951,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1952, fallow,08/02/1952,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1952, fallow,06/09/1952,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1953, wheats,06/09/1952,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1953, wheats,27/10/1952,,seed drilled,seeding process,,seed drilled at 3 bushels per acre,3,bushels/acre,,,,,,,
RFW3,1953, wheats,20/08/1953,,harvested,harvesting process,,harvested,,,,,,,,,
RFW3,1953, fallow,06/09/1952,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1953, fallow,03/09/1953,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1954,wheats,03/09/1953,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1954,wheats,22/10/1953,,seed drilled,seeding process,,seed drilled at 3 bushels per acre,3,bushels/acre,,,,,,,
RFW3,1954,wheats,06/09/1954,,harvested,harvesting process,,harvested,,,,,,,,,
RFW3,1954, fallowed plots,03/09/1953,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1954, fallowed plots,03/12/1953,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1954, fallowed plots,25/09/1954,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1955, wheats,25/09/1954,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1955, wheats,07/12/1954,,seed drilled,seeding process,,seed drilled at 3 bushels per acre,3,bushels/acre,,,,,,,
RFW3,1955, wheats,20/08/1955,,harvested,harvesting process,,harvested,,,,,,,,,
RFW3,1955, fallowed plots,25/09/1954,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1955, fallowed plots,28/09/1955,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1956, wheats,28/09/1955,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1956, wheats,02/11/1955,,seed drilled,seeding process,,seed drilled at 3 bushels per acre,3,bushels/acre,,,,,,,
RFW3,1956, wheats,01/09/1956,,harvested,harvesting process,,harvested,,,,,,,,,
RFW3,1956, fallowed plots,28/09/1955,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1956, fallowed plots,15/05/1956,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1956, fallowed plots,23/08/1956,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1957, wheats,26/09/1956,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1957, wheats,27/10/1956,,seed sown,seeding process,,seed sown at 3 bushels per acre,3,bushels/acre,,,,,,,
RFW3,1957, wheats,26/08/1957,,combine harvested,harvesting process,,combine harvested,,,,,,,,,
RFW3,1957, fallowed plots,26/09/1956,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1958,wheats,02/09/1957,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1958,wheats,15/10/1957,,seed sown,seeding process,,seed sown at 3 bushels per acre,3,bushels/acre,,,,,,,
RFW3,1958,wheats,05/09/1958,,combine harvested,harvesting process,,combine harvested,,,,,,,,,
RFW3,1958, fallowed plots,02/09/1957,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1959, wheats,21/10/1958,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1959, wheats,21/11/1958,,seed sown,seeding process,,seed sown at 3 bushels per acre,3,bushels/acre,,,,,,,
RFW3,1959, wheats,20/08/1959,,combine harvested,harvesting process,,combine harvested,,,,,,,,,
RFW3,1959, fallowed plots,21/10/1958,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1959, fallowed plots,02/06/1959,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1960, wheats,12/09/1959,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1960, wheats,19/10/1959,,seed sown,seeding process,,seed sown at 3 bushels per acre,3,bushels/acre,,,,,,,
RFW3,1960, wheats,31/08/1960,,combine harvested,harvesting process,,combine harvested,,,,,,,,,
RFW3,1960, fallowed plots,11/09/1959,,ploughed twice,tillage process,,ploughed twice,,,,,,,,,
RFW3,1960, fallowed plots,12/09/1959,,ploughed twice,tillage process,,ploughed twice,,,,,,,,,
RFW3,1961, wheats,21-Sep-60,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1961, wheats,17/01/1961,,seed sown,seeding process,,seed sown at 3 bushels per acre,3,bushels/acre,,,,,,,
RFW3,1961, wheats,01/09/1961,,combine harvested,harvesting process,,combine harvested,,,,,,,,,
RFW3,1961,fallowed plots,21/09/1960,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1961,fallowed plots,14/06/1961,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1961,fallowed plots,18/07/1961,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1962, wheats,15/09/1961,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1962, wheats,01/11/1961,,seed sown,seeding process,,seed sown at 3 bushels per acre,3,bushels/acre,,,,,,,
RFW3,1962, wheats,15/09/1962,,combine harvested,harvesting process,,combine harvested,,,,,,,,,
RFW3,1962, fallowed plots,15/09/1961,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1962, fallowed plots,17/05/1962,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1962, fallowed plots,16/07/1962,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1963, wheats,24/10/1962,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1963, wheats,23/11/1962,,seed drilled,seeding process,,seed drilled at 3 bushels per acre,3,bushels/acre,,,,,,,
RFW3,1963, wheats,10/09/1963,,combine harvested,harvesting process,,combine harvested,,,,,,,,,
RFW3,1963,fallowed plots,24/10/1962,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1963,fallowed plots,31/05/1963,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1963,fallowed plots,16/07/1963,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1964, wheats,24/09/1963,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1964, wheats,16/10/1963,,seed drilled,seeding process,,seed drilled at 3 bushels per acre,3,bushels/acre,,,,,,,
RFW3,1964, wheats,28-Aug-64,,combine harvested,harvesting process,,combine harvested,,,,,,,,,
RFW3,1964, fallowed plots,24/09/1963,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1964, fallowed plots,30/05/1964,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1964, fallowed plots,27/07/1964,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1965, wheats,17/09/1964,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1965, wheats,26/10/1964,,seed drilled,seeding process,,seed drilled at 190 lb,190,lb/are,,,,,,,
RFW3,1965, wheats,21/09/1965,,combine harvested,harvesting process,,combine harvested,,,,,,,,,
RFW3,1965, fallowed plots,17/09/1964,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1965, fallowed plots,19/07/1965,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1965, fallowed plots,13/08/1965,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1966, wheats,14/10/1965,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1966, wheats,05/11/1965,,seed drilled,seeding process,,seed drilled at 190 lb,190,lb/are,,,,,,,
RFW3,1966, wheats,02/05/1966,,sections A3 and A4 rotary cultivated,tillage process,,sections A3 and A4 rotary cultivated and redrilled with Kloka spring wheat at 230 lb,,,,,,"A3, A4",,,
RFW3,1966,wheats,02/05/1966,,redrilled with Kloka spring wheat,seeding process,,,230,lb/are,,,,"A3, A4",Kloka,,
RFW3,1966,wheat,16/05/1966,,Winter wheat ioxynil/mecoprop Actril C,chemical pest control process,sprayed,Winter wheat sprayed with ioxynil/mecoprop Actril C at 6 pints in 40 gals,6,pints/acre,40,gallons/acre,,A1,,,
RFW3,1966,wheat,16/06/1966,,spring wheat MCPA,chemical pest control process,sprayed,"spring wheat sprayed with MCPA at 1.5 lb a.e, in 40 gals",1.5,lb/are,40,gallons/acre,,"A3, A4",,,
RFW3,1966, wheats,03/09/1966,,Winter wheat combine harvested,harvesting process,,Winter wheat combine harvested,,,,,,A1,,,
RFW3,1966, wheats,07/09/1966,,Spring wheat combine harvested,harvesting process,,Spring wheat combine harvested,,,,,,"A3, A4",,,
RFW3,1966, fallowed plots,14/10/1965,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1966, fallowed plots,23/05/1966,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1966, fallowed plots,15/07/1966,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1967, wheats,13/09/1966,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1967, wheats,28/10/1966,,seed drilled,seeding process,,seed drilled at 180 lb,180,lb/are,,,,,,,
RFW3,1967,wheat,09/05/1967,,"Ioxynil, Mecoprop as Actril C",chemical pest control process,sprayed,sprayed with ioxynil/mecoprop Actril C at 6 pints in 20 gals,6,pints/acre,20,gallons/acre,,,,,
RFW3,1967, wheats,30/08/1967,,combine harvested,harvesting process,,combine harvested,,,,,,,,,
RFW3,1967, fallow,13/09/1966,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1967, fallow,03/04/1967,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1967, fallow,05/07/1967,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1968,wheats,05/09/1967,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1968,wheats,19/10/1967,,seed drilled,seeding process,,seed drilled at 180 lb,180,lb/are,,,,,,,
RFW3,1968,wheat,14/05/1968,,ioxynil,chemical pest control process,sprayed,"sprayed with ioxynil at 9 oz, mecoprop at 27 oz in 20 gals",9,oz/acre,20,gallons/acre,,,,,
RFW3,1968,wheat,14/05/1968,,Mecoprop,chemical pest control process,sprayed,"sprayed with ioxynil at 9 oz, mecoprop at 27 oz in 20 gals",27,oz/acre,20,gallons/acre,,,,,
RFW3,1968,wheats,26/08/1968,,combine harvested,harvesting process,,combine harvested,,,,,,,,,
RFW3,1968,fallow,05/09/1967,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1968,fallow,27/05/1968,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1968,fallow,05/08/1968,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1969,wheats,06/09/1968,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1969,wheats,16/10/1968,,seed drilled,seeding process,,seed drilled at 180 lb,180,lb/are,,,,,,,
RFW3,1969,wheat,13/05/1969,,ioxynil,chemical pest control process,sprayed,"sprayed with ioxynil at 9 oz, mecoprop at 27 oz in 20 gals",9,oz/acre,20,gallons/acre,,,,,
RFW3,1969,wheat,13/05/1969,,Mecoprop,chemical pest control process,sprayed,"sprayed with ioxynil at 9 oz, mecoprop at 27 oz in 20 gals",27,oz/acre,20,gallons/acre,,,,,
RFW3,1969,wheats,29/08/1969,,combine harvested,harvesting process,,combine harvested,,,,,,,,,
RFW3,1969,fallow,06/09/1968,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1969,fallow,13/05/1969,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1969,fallow,08/07/1969,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1970,wheats,22/09/1969,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1970,wheats,14/10/1969,,rotary cultivated,tillage process,,rotary cultivated,,,,,,,,,
RFW3,1970,wheats,15/10/1969,,seed drilled,seeding process,,seed drilled at 180 lb,180,lb/are,,,,,,,
RFW3,1970,wheat,14/05/1970,,ioxynil,chemical pest control process,sprayed,"sprayed with ioxynil at 7.5 oz, mecoprop at 22.5 oz in 20 gals",7.5,oz/acre,20,gallons/acre,,,,,
RFW3,1970,wheat,14/05/1970,,Mecoprop,chemical pest control process,sprayed,"sprayed with ioxynil at 7.5 oz, mecoprop at 22.5 oz in 20 gals",22.5,oz/acre,20,gallons/acre,,,,,
RFW3,1970,wheats,26/08/1970,,combine harvested,harvesting process,,combine harvested,,,,,,,,,
RFW3,1970,fallow,14/10/1969,,rotary cultivated,tillage process,,Plot 07 (2nd year fallow) rotary cultivated,,,,,,7,,,
RFW3,1970,fallow,22/09/1969,,ploughed,tillage process,,ploughed (all fallow plots),,,,,,,,,
RFW3,1970,fallow,21/05/1970,,ploughed,tillage process,,ploughed (all fallow plots),,,,,,,,,
RFW3,1970,fallow,09/07/1970,,ploughed,tillage process,,ploughed (all fallow plots),,,,,,,,,
RFW3,1971,wheats,04/09/1970,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1971,wheats,09/10/1970,,seed drilled,seeding process,,seed drilled at 202 kg,202,kg/ha,,,,,Capelle,,
RFW3,1971,wheat,15/04/1971,,ioxynil,chemical pest control process,sprayed,"sprayed with ioxynil at 0.63 kg, mecoprop at 1.9 kg in 225 1",0.63,kg/ha,225,l/ha,,,,,
RFW3,1971,wheat,15/04/1971,,Mecoprop,chemical pest control process,sprayed,"sprayed with ioxynil at 0.63 kg, mecoprop at 1.9 kg in 225 1",1.9,kg/ha,225,l/ha,,,,,
RFW3,1971,wheats,27/08/1971,,combine harvested,harvesting process,,combine harvested,,,,,,,,,
RFW3,1971,fallow,04/09/1970,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1971,fallow,19/04/1971,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1971,fallow,08/07/1971,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1972,wheats,04/10/1971,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1972,wheats,22/10/1971,,seed drilled,seeding process,,seed drilled,200,kg/ha,,,,,Capelle,Dieldrin,
RFW3,1972,wheat,27/04/1972,,"MCPA, mecoprop and dicamba as Banlene Plus",chemical pest control process,sprayed,"sprayed with MCPA, mecoprop and dicamba as Banlene Plus at 5.6 l in 200 l",5.6,l/ha,200,l/ha,,,,,
RFW3,1972,wheats,01/09/1972,,combine harvested,harvesting process,,combine harvested,,,,,,,,,
RFW3,1972,fallow,04/10/1971,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1972,fallow,11/05/1972,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1972,fallow,11/07/1972,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1973,wheats,11/09/1972,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1973,wheats,18/10/1972,,seed drilled,seeding process,,seed drilled,200,kg/ha,,,,,Capelle,Dieldrin,
RFW3,1973,wheat,26/04/1973,,"Dicamba, Mecoprop and MCPA as Tetralex Plus",chemical pest control process,,"Dicamba, Mecoprop and MCPA as Tetralex Plus at 7.0 l in 220 l",7,l/ha,220,l/ha,,,,,
RFW3,1973,wheats,20/08/1973,,combine harvested,harvesting process,,combine harvested,,,,,,,,,
RFW3,1973,fallow,11/09/1972,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1973,fallow,17/05/1973,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1973,fallow,06/07/1973,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1974,wheat,03/10/1973,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1974,wheat,18/10/1973,,disced,tillage process,,disced,,,,,,,,,
RFW3,1974,wheat,18/10/1973,,seed sown,seeding process,,seed sown,200,kg/ha,,,,,Capelle,Dieldrin,
RFW3,1974,wheat,18/04/1974,,"MCPA, mecoprop and dicamba as Banlene Plus",chemical pest control process,,"MCPA, mecoprop and dicamba as Banlene Plus at 5.6 l in 220 l",5.6,l/ha,220,l/ha,,,,,
RFW3,1974,wheat,29/08/1974,,combine harvested,harvesting process,,combine harvested,,,,,,,,,
RFW3,1974,fallow,03/10/1973,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1974,fallow,07/05/1974,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1974,fallow,22/07/1974,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1974,fallow,08/03/1974,,spring-tine cultivated,tillage process,,spring-tine cultivated,,,,,,,,,
RFW3,1974,fallow,11/04/1974,,spring-tine cultivated,tillage process,,spring-tine cultivated,,,,,,,,,
RFW3,1974,fallow,10/07/1974,,spring-tine cultivated,tillage process,,spring-tine cultivated,,,,,,,,,
RFW3,1974,fallow,08/08/1974,,spring-tine cultivated,tillage process,,spring-tine cultivated,,,,,,,,,
RFW3,1975,wheat,28/10/1974,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1975,wheat,08/11/1974,,power harrowed,tillage process,,power harrowed,,,,,,,,,
RFW3,1975,wheat,08/11/1974,,seed sown,seeding process,,seed sown,200,kg/ha,,,,,Capelle,Dieldrin,
RFW3,1975,wheat,08/11/1974,,harrowed in,tillage process,,harrowed in,,,,,,,,,
RFW3,1975,wheat,12/05/1975, ,"Ioxynil, Mecoprop as Actril C",chemical pest control process,,Ioxynil with Mecoprop as Actril C at 7.0 l in 220 l,7,l/ha,220,l/ha,,,,,
RFW3,1975,wheat,13/08/1975,,combine harvested,harvesting process,,combine harvested,,,,,,,,,
RFW3,1975,fallow,28/10/1974,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1975,fallow,16/05/1975,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1975,fallow,15/07/1975,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1975,fallow,27/05/1975,,spring-tine cultivated,tillage process,,spring-tine cultivated,,,,,,,,,
RFW3,1976,wheat,11/10/1975,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1976,wheat,15/10/1975,,rotary harrowed,tillage process,,rotary harrowed,,,,,,,,,
RFW3,1976,wheat,17/10/1975,,seed sown,seeding process,,seed sown,200,kg/ha,,,,,Capelle,organomercury and/or Gamma-HCH,
RFW3,1976,wheat,29/04/1976,,"MCPA, mecoprop and dicamba as Banlene Plus",chemical pest control process,,"MCPA, mecoprop and dicamba as Banlene Plus at 5.6 l in 220 l",5.6,l/ha,220,l/ha,,,,,
RFW3,1976,wheat,29/07/1976,,combine harvested,harvesting process,,combine harvested,,,,,,,,,
RFW3,1976,fallow,11/10/1975,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1976,fallow,02/06/1976,,ploughed,tillage process,,ploughed,,,,,,,,,
RFW3,1976,fallow,08/07/1976,,ploughed,tillage process,,ploughed,,,,,,,,,
RWF3,1976,fallow,21/04/1976,,heavy spring-tine cultivated,tillage process,,heavy spring-tine cultivated,,,,,,,,,
RWF3,1976,fallow,11/06/1976,,heavy spring-tine cultivated,tillage process,,heavy spring-tine cultivated,,,,,,,,,
RWF3,1976,fallow,22/03/1976,,spring-tine cultivated,tillage process,,spring-tine cultivated,,,,,,,,,
