Experiment,Year,section,start date,end date,operation,operation_type,flag,intensity,application_method,orig_operation,amount,amount unit,water,water unit,tank mix,plot,crop,variety,dressing,machine
R/WF/3,2008,all plots,31/05/2008,,Amistar Opti,chemical pest control process,4,,,Amistar Opli 1.25,1.25,l/ha,200,l/ha,,,,,,
R/WF/3,2008,all plots,31/05/2008,,Opus Team,chemical pest control process,4,,,Opus Team 1.00,1,l/ha,200,l/ha,,,,,,
R/WF/3,2009,all plots,17/12/2008,,Stomp 400 SC,chemical pest control process,4,,,Stomp 400 SC,3.3,l/ha,,,,,,,,
R/WF/3,2009,all plots,17/12/2008,,Arelon 500,chemical pest control process,4,,,Arelon 500,3,l/ha,,,,,,,,
R/WF/3,2009,all plots,17/12/2008,,Hallmark with Zeon Technology,chemical pest control process,4,,,Hallmark with Zeon Technology,50,ml/ha,,,,,,,,
R/WF/3,2009,all plots,20/04/2009,,Cherokee,chemical pest control process,4,,,Cherokee,1,l/ha,,,,,,,,
R/WF/3,2009,all plots,02/05/2009,,Splice,chemical pest control process,4,,,Splice,1,l/ha,,,,,,,,
R/WF/3,2009,all plots,02/05/2009,,Bravo 500,chemical pest control process,4,,,Bravo 500,1,l/ha,,,,,,,,
R/WF/3,2009,all plots,02/05/2009,,Talus,chemical pest control process,4,,,Talus,0.13,l/ha,,,,,,,,
R/WF/3,2009,all plots,02/05/2009,,BASF 3C Chlormequat 720,chemical pest control process,4,,,BASF 3C Chlormequat 720,225,l/ha,,,,,,,,
R/WF/3,2009,all plots,04/05/2009,,Ally Max SX,chemical pest control process,4,,,Ally Max SX,42,g/ha,,,,,,,,
R/WF/3,2009,all plots,04/05/2009,,Agrguard Fluroxypyr,chemical pest control process,4,,,Agrguard Fluroxypyr,0.75,l/ha,,,,,,,,
R/WF/3,2009,all plots,28/05/2009,,Brutus,chemical pest control process,4,,,Brus,1.5,l/ha,,,,,,,,
R/WF/3,2009,all plots,28/05/2009,,Amistar Opti,chemical pest control process,4,,,Amistar Opti,1.25,l/ha,,,,,,,,
R/WF/3,2010,all plots,05/10/2009,,Liberator,chemical pest control process,4,,,Liberator - 200 It water,0.6,l/ha,200,l/ha,,,,,,
R/WF/3,2010,all plots,10/04/2010,,Cherokee,chemical pest control process,4,,,Cherokee - 146,1,l/ha,146,l/ha,,,,,,
R/WF/3,2010,all plots,18/04/2010,,Attribut,chemical pest control process,4,,,Attribut - 146 It water,100,g/ha,146,l/ha,,,,,,
R/WF/3,2010,all plots,18/04/2010,,Amber,chemical pest control process,4,,,Amber - 146 It water,1,l/ha,146,l/ha,,,,,,
R/WF/3,2010,all plots,18/04/2010,,Oxytril CM,chemical pest control process,4,,,Onxytril CM - 146 It water,1,l/ha,146,l/ha,,,,,,
R/WF/3,2010,all plots,06/05/2010,,Bravo 500,chemical pest control process,4,,,Bravo 500 - 200 It water,1,l/ha,200,l/ha,,,,,,
R/WF/3,2010,all plots,06/05/2010,,Tracker,chemical pest control process,4,,,Tracker - 200 It water,1,l/ha,200,l/ha,,,,,,
R/WF/3,2010,all plots,06/05/2010,,Chlormequat 3C,chemical pest control process,4,,,Chlormequat 3C - 200 It water,2.25,l/ha,200,l/ha,,,,,,
R/WF/3,2010,all plots,18/05/2010,,Tomahawk,chemical pest control process,4,,,Tomahawk,1,l/ha,,,,,,,,
R/WF/3,2010,all plots,18/05/2010,,Cleancrop Gallifrey,chemical pest control process,4,,,Cleancrop Gallifrey,1,l/ha,,,,,,,,
R/WF/3,2010,all plots,02/06/2010,,Comet,chemical pest control process,4,,,Comet - 200 It water,0.6,l/ha,200,l/ha,,,,,,
R/WF/3,2010,all plots,02/06/2010,,Opus,chemical pest control process,4,,,Opus - 200 It water,0.6,l/ha,200,l/ha,,,,,,
R/WF/3,2011,all plots,17/10/2010,,Regatta,chemical pest control process,4,,sprayed,Sprayed Regatta - water volume = 200 Itha 0.6,0.6,l/ha,200,l/ha,1,,,,,
R/WF/3,2011,wheat,28/03/2011,,Cherokee,chemical pest control process,4,,sprayed,Sprayed Cherokee- Water volume = 118 It/ha. Applied to WW area only 1.25 Vha,1.25,l/ha,118,l/ha,1,,,,,
R/WF/3,2011,all plots,05/05/2011,,Bravo 500,chemical pest control process,4,,sprayed,"Sprayed Bravo 500, 10 lhna Tracker, 1.0 l/ha Agriguard Chlormequat 720, 225 ha Ally Max 42 giha and Starane 2 - 200 I//ha water 0.75 ha",1,l/ha,200,l/ha,1,,,,,
R/WF/3,2011,all plots,05/05/2011,,Tracker,chemical pest control process,4,,sprayed,"Sprayed Bravo 500, 10 lhna Tracker, 1.0 l/ha Agriguard Chlormequat 720, 225 ha Ally Max 42 giha and Starane 2 - 200 I//ha water 0.75 ha",1,l/ha,200,l/ha,1,,,,,
R/WF/3,2011,all plots,05/05/2011,,Agriguard Chlormequat 720,chemical pest control process,4,,sprayed,"Sprayed Bravo 500, 10 lhna Tracker, 1.0 l/ha Agriguard Chlormequat 720, 225 ha Ally Max 42 giha and Starane 2 - 200 I//ha water 0.75 ha",2.25,l/ha,200,l/ha,1,,,,,
R/WF/3,2011,all plots,05/05/2011,,Ally Max,chemical pest control process,4,,sprayed,"Sprayed Bravo 500, 10 lhna Tracker, 1.0 l/ha Agriguard Chlormequat 720, 225 ha Ally Max 42 giha and Starane 2 - 200 I//ha water 0.75 ha",42,kg/ha,200,l/ha,1,,,,,
R/WF/3,2011,all plots,05/05/2011,,Starane 2,chemical pest control process,4,,sprayed,"Sprayed Bravo 500, 10 lhna Tracker, 1.0 l/ha Agriguard Chlormequat 720, 225 ha Ally Max 42 giha and Starane 2 - 200 I//ha water 0.75 ha",0.75,l/ha,200,l/ha,1,,,,,
R/WF/3,2011,all plots,19/05/2011,,Opus,chemical pest control process,4,,sprayed,"Sprayed Opus, 08 Comet 200, 06 lha and Bravo 500 - 100 l/ha water 10 lha",0.8,l/ha,100,l/ha,1,,,,,
R/WF/3,2011,all plots,19/05/2011,,Comet 200,chemical pest control process,4,,sprayed,"Sprayed Opus, 08 Comet 200, 06 lha and Bravo 500 - 100 l/ha water 10 lha",0.6,l/ha,100,l/ha,1,,,,,
R/WF/3,2011,all plots,19/05/2011,,Bravo 500,chemical pest control process,4,,sprayed,"Sprayed Opus, 08 Comet 200, 06 lha and Bravo 500 - 100 l/ha water 10 lha",1,l/ha,100,l/ha,1,,,,,
R/WF/3,2012,all plots,14/10/2011,,Liberator,chemical pest control process,4,,sprayed,Sprayed Liberator in 200l/ha of water,0.6,l/ha,200,l/ha,1,,,,,
R/WF/3,2012,all plots,22/03/2012,,Cherokee SE,chemical pest control process,4,,sprayed,Sprayed Cherokee SE and Justice in 200Vha of Ch@1.0 water,1,l/ha,200,l/ha,1,,,,,
R/WF/3,2012,all plots,22/03/2012,,Justice,chemical pest control process,4,,sprayed,Sprayed Cherokee SE and Justice in 200Vha of Ch@1.0 water,0.125,l/ha,200,l/ha,1,,,,,
R/WF/3,2012,all plots,05/05/2012,,Ally Max,chemical pest control process,4,,sprayed,Sprayed Ally Max,42,g/ha,200,l/ha,1,,,,,
R/WF/3,2012,all plots,05/05/2012,,Bravo 500,chemical pest control process,4,,sprayed,Sprayed Bravo 500,1,l/ha,200,l/ha,1,,,,,
R/WF/3,2012,all plots,05/05/2012,,Tracker,chemical pest control process,4,,sprayed,Sprayed Tracker,1,l/ha,200,l/ha,1,,,,,
R/WF/3,2012,all plots,05/05/2012,,Agriguard,chemical pest control process,4,,sprayed,Sprayed Agriguard,2.25,l/ha,200,l/ha,1,,,,,
R/WF/3,2012,all plots,05/05/2012,,Starane 2,chemical pest control process,4,,sprayed,Sprayed Starane 2,0.5,l/ha,200,l/ha,1,,,,,
R/WF/3,2012,all plots,23/05/2012,,Comet,chemical pest control process,4,,sprayed,Sprayed Comet,0.6,l/ha,200,l/ha,1,,,,,
R/WF/3,2012,all plots,23/05/2012,,Bravo 500,chemical pest control process,4,,sprayed,Sprayed Bravo 500,1,l/ha,200,l/ha,1,,,,,
R/WF/3,2012,all plots,23/05/2012,,Opus,chemical pest control process,4,,sprayed,Sprayed Opus,0.8,l/ha,200,l/ha,1,,,,,
R/WF/3,2012,all plots,13/06/2012,,Amistar,chemical pest control process,4,,sprayed,Sprayed w/ Amistar,0.3,l/ha,,,,,,,,
R/WF/3,2012,all plots,13/06/2012,,Prosaro,chemical pest control process,4,,sprayed,Sprayed Prosaro,0.7,l/ha,,,,,,,,
R/WF/3,2012,all plots,01/08/2012,,Marking out Experiment,chemical pest control process,4,,,Marking out Experiment .,,,,,,,,,,
R/WF/3,2012,all plots,20/09/2012,,Weedazol EW,chemical pest control process,4,,sprayed,Sprayed Whole field w/ Weedazol EW,20,l/ha,,,,,,,,
R/WF/3,2013,wheat,01/03/2013,,Pre-em herbicide Defy,chemical pest control process,4,,,Pre-em herbicide Defy,23,l/ha,,,,,,,,
R/WF/3,2013,wheat,01/03/2013,,Pre-em herbicide Stomp Aqua,chemical pest control process,4,,,Pre-em herbicide Stomp Aqua Stomp 2.9 ha,2.9,l/ha,,,,,,,,
R/WF/3,2013,all plots,26/05/2013,,Simba (metasulfuron-methyl 20%),chemical pest control process,4,,sprayed,Sprayed with Simba (metasulfuron-methyl -20%),30,g/ha,,,,,,,,
R/WF/3,2013,all plots,26/05/2013,,Vortex (nonylohenoxypolyethanoxyethanol),chemical pest control process,4,,sprayed,Sprayed with Vortex (nonylohenoxypolyethanoxyethanol) 1.5 Vha,1.5,l/ha,,,,,,,,
R/WF/3,2014,all plots,27/11/2013,,Major Slug Pellets,chemical pest control process,4,,,Applied Major Slug Pellets,4,kg/ha,,,,,,,,
R/WF/3,2014,all plots,27/11/2013,,Hallmark,chemical pest control process,4,,sprayed,Sprayed Hallmark,50,ml/ha,,,,,,,,
R/WF/3,2014,all plots,27/11/2013,,Liberator,chemical pest control process,4,,sprayed,Sprayed Liberator,600,ml/ha,,,,,,,,
R/WF/3,2014,all plots,27/11/2013,,Stomp,chemical pest control process,4,,sprayed,Sprayed Stomp,17,l/ha,,,,,,,,
R/WF/3,2014,all plots,03/04/2014,,Artemis,chemical pest control process,4,,sprayed,Sprayed Artemis,1,l/ha,,,,,,,,
R/WF/3,2014,all plots,03/04/2014,,Bravo 500,chemical pest control process,4,,sprayed,Sprayed Bravo 500,1,l/ha,,,,,,,,
R/WF/3,2014,all plots,03/04/2014,,BASF 3C Chlormequat 720,chemical pest control process,4,,sprayed,Sprayed BASF 3C 720,1.75,l/ha,,,,,,,,
R/WF/3,2014,wheat,28/04/2014,,Kingdom,chemical pest control process,4,,sprayed,Sprayed Kingdom,1.25,l/ha,,,,,,,,
R/WF/3,2015,all plots,10/11/2014,,Crystal,chemical pest control process,4,,sprayed,Sprayed Crystal,4,l/ha,,,,,,,,
R/WF/3,2015,all plots,04/12/2014,,Hallmark,chemical pest control process,4,,sprayed,Sprayed Hallmark,50,ml/ha,,,,,,,,
R/WF/3,2015,all plots,05/04/2015,,Artemis,chemical pest control process,4,,sprayed,Sprayed Artemis,1,l/ha,,,,,,,,
R/WF/3,2015,all plots,05/04/2015,,Bravo 500,chemical pest control process,4,,sprayed,Sprayed Bravo 500,1,l/ha,,,,,,,,
R/WF/3,2015,all plots,05/04/2015,,Chlormequat 750,chemical pest control process,4,,sprayed,Sprayed Chlormequat 750,1.25,l/ha,,,,,,,,
R/WF/3,2015,all plots,05/04/2015,,Moddus,chemical pest control process,4,,sprayed,Sprayed Moddus,150,ml/ha,,,,,,,,
R/WF/3,2015,all plots,27/04/2015,,Kingdom,chemical pest control process,4,,sprayed,Sprayed Kingdom,125,l/ha,,,,,,,,
R/WF/3,2015,all plots,27/04/2015,,Balear 720,chemical pest control process,4,,sprayed,Sprayed Balear720,700,ml/ha,,,,,,,,
R/WF/3,2015,all plots,27/05/2015,,Ally Max,chemical pest control process,4,,sprayed,Sprayed Ally Max,30,g/ha,,,,,,,,
R/WF/3,2015,all plots,27/05/2015,,Bassoon,chemical pest control process,4,,sprayed,Sprayed Bassoon,750,ml/ha,,,,,,,,
R/WF/3,2015,all plots,27/05/2015,,Gemstone,chemical pest control process,4,,sprayed,Sprayod Gemstone 1 Lk,1,l/ha,,,,,,,,
R/WF/3,2015,all plots,27/05/2015,,Bravo 500,chemical pest control process,4,,sprayed,Sprayed Bravo500 c,,,,,,,,,,
R/WF/3,2015,all plots,15/06/2015,,Proline onto WW,chemical pest control process,4,,sprayed,Sprayed Proline onto WW,500,ml/ha,,,,,,,,
R/WF/3,2016,wheat,19/10/2015,,Liberator,chemical pest control process,4,,sprayed,Sprayed Liberater - wheat only,0.6,l/ha,,,,,,,,
R/WF/3,2016,wheat,19/10/2015,,Stomp Aqua,chemical pest control process,4,,sprayed,Sprayed Stomp Aqua - wheat only,1.75,l/ha,,,,,,,,
R/WF/3,2016,wheat,12/11/2015,,Hallmark,chemical pest control process,4,,sprayed,Sprayed Hallmark,40,ml/ha,,,,,,,,
R/WF/3,2016,wheat,03/12/2015,,TDS Major,chemical pest control process,4,,,Applied TDS Major,5,kg/ha,,,,,,,,
R/WF/3,2016,wheat,12/12/2015,,Hallmark,chemical pest control process,4,,sprayed,Sprayed Hallmark,40,ml/ha,,,,,,,,
R/WF/3,2016,wheat,08/04/2016,,Moddus,chemical pest control process,4,,sprayed,Sprayed Moddus,150,ml/ha,,,,,,,,
R/WF/3,2016,wheat,08/04/2016,,BASF 3C Chlormequat 750,chemical pest control process,4,,sprayed,Sprayed BASF 3C Chlormequat750,1.25,l/ha,,,,,,,,
R/WF/3,2016,wheat,08/04/2016,,Odin,chemical pest control process,4,,sprayed,Sprayed Odin,500,ml/ha,,,,,,,,
R/WF/3,2016,wheat,08/04/2016,,Mirage 40ec,chemical pest control process,4,,sprayed,Sprayed Mirage 40ec,500,ml/ha,,,,,,,,
R/WF/3,2016,wheat,09/04/2016,,Bravo 500,chemical pest control process,4,,sprayed,Sprayed Bravo 500,1,l/ha,,,,,,,,
R/WF/3,2016,wheat,05/05/2016,,keystone,chemical pest control process,4,,sprayed,Sprayed Keystone - wheat only,800,ml/ha,,,,,,,,
R/WF/3,2016,wheat,05/05/2016,,Balear 720,chemical pest control process,4,,sprayed,Sprayed Balear720 - wheat only,700,ml/ha,,,,,,,,
R/WF/3,2016,wheat,25/05/2016,,Simba SX,chemical pest control process,4,,sprayed,Sprayed Simba SX - wheat only,20,g/ha,,,,,,,,
R/WF/3,2016,wheat,25/05/2016,,Vortex,chemical pest control process,4,,sprayed,Sprayed Vortex - wheat only,1.5,l/ha,,,,,,,,
R/WF/3,2016,wheat,25/05/2016,,Spiggot,chemical pest control process,4,,sprayed,Sprayed Spiggot - wheat only,250,ml/ha,,,,,,,,
R/WF/3,2016,wheat,09/07/2016,,Cello,chemical pest control process,4,,sprayed,Sprayed Cello,550,ml/ha,,,,,,,,
R/WF/3,2016,wheat,09/07/2016,,Hallmark,chemical pest control process,4,,sprayed,Sprayed Hallmark,50,ml/ha,,,,,,,,
R/WF/3,2017,wheat,02/10/2016,,Buffalo Elite,chemical pest control process,4,,sprayed,Sprayed Buffalo Elite,1,l/ha,,,,,,,,
R/WF/3,2017,wheat,02/10/2016,,Samurai,chemical pest control process,4,,sprayed,Sprayed Samurai,3,l/ha,,,,,,,,
R/WF/3,2017,wheat,15/10/2016,,Liberator,chemical pest control process,4,,sprayed,Sprayed Liberator,600,ml/ha,,,,,,,,
R/WF/3,2017,wheat,15/10/2016,,Defy,chemical pest control process,4,,sprayed,Sprayed Defy,3,l/ha,,,,,,,,
R/WF/3,2017,wheat,15/10/2016,,Deploy,chemical pest control process,4,,sprayed,Sprayed Deploy,400,ml/ha,,,,,,,,
R/WF/3,2017,wheat,02/12/2016,,Hallmark,chemical pest control process,4,,sprayed,Sprayed Hallmark,50,ml/ha,,,,,,,,
R/WF/3,2017,wheat,05/04/2017,,Artemis,chemical pest control process,4,,sprayed,Sprayed Artemis,1,l/ha,,,,,,,,
R/WF/3,2017,wheat,05/04/2017,,Claw 500,chemical pest control process,4,,sprayed,Sprayed Claw 500,1,l/ha,,,,,,,,
R/WF/3,2017,wheat,05/04/2017,,3C Chlormequat 750,chemical pest control process,4,,sprayed,Sprayed 3C Chlormequat 750,2,l/ha,,,,,,,,
R/WF/3,2017,wheat,27/04/2017,,keystone,chemical pest control process,4,,sprayed,Sprayed keystone,600,ml/ha,,,,,,,,
R/WF/3,2017,wheat,27/04/2017,,epic,chemical pest control process,4,,sprayed,Sprayed epic,400,ml/ha,,,,,,,,
R/WF/3,2017,wheat,27/04/2017,,balear 720sc,chemical pest control process,4,,sprayed,Sprayed balear 720sc,700,ml/ha,,,,,,,,
R/WF/3,2017,wheat,19/06/2017,,Fezan (Tebuconazole),chemical pest control process,4,,sprayed,Sprayed Fezan (Tebuconazole),750,ml/ha,,,,,,,,
