ID,Experiment,year,section,start date,end date,operation,flag,intensity,plots,amount,unit,operation type,water,water unit,tank mixture,method,variety,dressing,machine,original operation
606,Hoosfield,1982,All plots,04/11/1981,,glyphosate,3,,"to 'Form of N 1852-1966, N, C' plots",,,chemical pest control process,,,,,,,,"glyphosate applied to 'Form of N 1852-1966, N, C' plots"
609,Hoosfield,1982,All plots,17/11/1981,,applied chalk,3,,,,,liming process,,,,,,,,chalk
615,Hoosfield,1982,All plots,17/05/1982,,"dicamba, mecoprop and MCPA as 'Poly-Farmon'",3,,,5.0,l/ha,chemical pest control process,250,l/ha,,,,,,weedkiller
616,Hoosfield,1982,All plots,17/05/1982,,tridemorph,3,,,0.53,kg/ha,chemical pest control process,,,,,,,,fungicide
618,Hoosfield,1983,All plots,27/10/1982,,glyphosate,3,,,1.4,kg/ha,chemical pest control process,120,l/ha,,,,,,glyphosate applied
620,Hoosfield,1983,All plots,24/11/1982,,applied chalk,3,,,,,liming process,,,,,,,,"Chalk, FYM applied"
625,Hoosfield,1983,All plots,24/05/1983,,"dicamba, mecoprop and MCPA as 'Herrisol'",3,,,5.0,l/ha,chemical pest control process,250,l/ha,,,,,,weedkiller
626,Hoosfield,1983,All plots,21/06/1983,,tridemorph,3,,,0.52,kg/ha,chemical pest control process,,,,,,,,fungicide
628,Hoosfield,1984,All plots,14/09/1983,,applied chalk,3,,,,,liming process,,,,,,,,chalk
634,Hoosfield,1984,All plots,16/05/1984,,"3,6-dichloropicolinic acid",3,,,0.05,kg/ha,chemical pest control process,250,l/ha,1,sprayed,,,,weedkiller
634,Hoosfield,1984,All plots,16/05/1984,,bromoxynil,3,,,0.24,kg/ha,chemical pest control process,250,l/ha,1,sprayed,,,,
634,Hoosfield,1984,All plots,16/05/1984,,mecoprop as 'CMPP',3,,,3,l/ha,chemical pest control process,250,l/ha,1,sprayed,,,,
635,Hoosfield,1984,All plots,16/05/1984,,tridemorph,3,,,0.52,kg/ha,chemical pest control process,,,,,,,,fungicide
637,Hoosfield,1985,All plots,01/10/1984,,applied chalk,3,,,2.5,t/ha,liming process,,,,,,,,chalk
645,Hoosfield,1985,All plots,09/05/1985,,clopyralid,3,,,0.05,kg/ha,chemical pest control process,500,l/ha,1,sprayed,,,,weedkiller
645,Hoosfield,1985,All plots,09/05/1985,,bromoxynil octanoate,3,,,0.24,kg/ha,chemical pest control process,500,l/ha,1,sprayed,,,,
645,Hoosfield,1985,All plots,09/05/1985,,mecoprop,3,,,1.7,kg/ha,chemical pest control process,500,l/ha,1,sprayed,,,,
646,Hoosfield,1985,All plots,09/05/1985,,tridemorph,3,,,0.52,kg/ha,chemical pest control process,,,,,,,,fungicide
653,Hoosfield,1986,All plots,16/05/1986,,clopyralid,3,,,0.07,kg/ha,chemical pest control process,200,l/ha,1,sprayed,,,,weedkiller
653,Hoosfield,1986,All plots,16/05/1986,,bromoxynil octanoate,3,,,0.34,kg/ha,chemical pest control process,200,l/ha,1,sprayed,,,,
653,Hoosfield,1986,All plots,16/05/1986,,mecoprop,3,,,2.5,kg/ha,chemical pest control process,200,l/ha,1,sprayed,,,,
654,Hoosfield,1986,All plots,16/05/1986,,tridemorph,3,,,0.52,kg/ha,chemical pest control process,,,,,,,,fungicide
656,Hoosfield,1987,All plots,06/11/1986,,glyphosate,3,,,1.4,kg/ha,chemical pest control process,200,l/ha,,,,,,glyphosate applied
661,Hoosfield,1987,All plots,05/05/1987,,clopyralid,3,,,0.07,kg/ha,chemical pest control process,200,l/ha,1,sprayed,,,,Remaining weedkillers applied
661,Hoosfield,1987,All plots,05/05/1987,,bromoxynil,3,,,0.34,kg/ha,chemical pest control process,200,l/ha,1,sprayed,,,,
661,Hoosfield,1987,All plots,05/05/1987,,mecoprop,3,,,2.5,kg/ha,chemical pest control process,200,l/ha,1,sprayed,,,,
662,Hoosfield,1987,All plots,29/05/1987,,tridemorph,3,,,0.52,kg/ha,chemical pest control process,200,l/ha,,,,,,fungicide
668,Hoosfield,1988,All plots,10/05/1988,,mecoprop,3,,,2.4,kg/ha,chemical pest control process,200,l/ha,1,sprayed,,,,weedkiller
668,Hoosfield,1988,All plots,10/05/1988,,clopyralid,3,,,0.05,kg/ha,chemical pest control process,200,l/ha,1,sprayed,,,,
668,Hoosfield,1988,All plots,10/05/1988,,bromoxynil,3,,,0.24,kg/ha,chemical pest control process,200,l/ha,1,sprayed,,,,
669,Hoosfield,1988,All plots,20/05/1988,,propiconazole,3,,,0.12,kg/ha,chemical pest control process,200,l/ha,1,sprayed,,,,fungicide
669,Hoosfield,1988,All plots,20/05/1988,,tridemorph,3,,,0.25,kg/ha,chemical pest control process,200,l/ha,1,sprayed,,,,
670,Hoosfield,1988,All plots,17/06/1988,,propiconazole,3,,,0.12,kg/ha,chemical pest control process,200,l/ha,1,sprayed,,,,fungicide
670,Hoosfield,1988,All plots,17/06/1988,,tridemorph,3,,,0.25,kg/ha,chemical pest control process,200,l/ha,1,sprayed,,,,
672,Hoosfield,1989,All plots,02/10/1988,,glyphosate,3,,,1.4,kg/ha,chemical pest control process,200,l/ha,,,,,,glyphosate applied
673,Hoosfield,1989,All plots,28/11/1988,,applied chalk,3,,,2.5,t/ha,liming process,,,,,,,,chalk
680,Hoosfield,1989,All plots,09/05/1989,,mecoprop,3,,,1.6,kg/ha,chemical pest control process,200,l/ha,1,sprayed,,,,Remaining weedkillers applied
680,Hoosfield,1989,All plots,09/05/1989,,ioxynil,3,,,0.20,kg/ha,chemical pest control process,200,l/ha,1,sprayed,,,,
680,Hoosfield,1989,All plots,09/05/1989,,bromoxynil,3,,,0.20,kg/ha,chemical pest control process,200,l/ha,1,sprayed,,,,
681,Hoosfield,1989,All plots,09/06/1989,,propiconazole,3,,,0.12,kg/ha,chemical pest control process,200,l/ha,1,sprayed,,,,fungicide
681,Hoosfield,1989,All plots,09/06/1989,,fenpropimorph,3,,,0.75,kg/ha,chemical pest control process,200,l/ha,1,sprayed,,,,
683,Hoosfield,1990,All plots,02/10/1989,,glyphosate,3,,,1.4,kg/ha,chemical pest control process,200,l/ha,,,,,,glyphosate applied
688,Hoosfield,2016,All plots,23/05/2016,,Refine Max,3,,,75,g/ha,chemical pest control process,,,,sprayed,,,,sprayed Refine Max
689,Hoosfield,2016,All plots,23/05/2016,,Hatchet Xtra,3,,,750,ml/ha,chemical pest control process,,,,sprayed,,,,sprayed Hatchet Xtra
690,Hoosfield,2016,All plots,23/05/2016,,Kingdom,3,,,1.25,l/ha,chemical pest control process,,,,sprayed,,,,sprayed Kingdom
697,Hoosfield,2017,All plots,15/10/2016,,Buffalo Elite,3,,,1,l/ha,chemical pest control process,,,,sprayed,,,,sprayed Buffalo Elite
698,Hoosfield,2017,All plots,15/10/2016,,Samurai,3,,,3,l/ha,chemical pest control process,,,,sprayed,,,,sprayed Samurai
704,Hoosfield,2017,All plots,07/03/2017,,Buffalo Elite,3,,,1,l/ha,chemical pest control process,,,,sprayed,,,,sprayed Buffalo Elite
705,Hoosfield,2017,All plots,07/03/2017,,Samurai,3,,,3,l/ha,chemical pest control process,,,,sprayed,,,,sprayed Samurai
710,Hoosfield,2017,All plots,22/05/2017,,Hallmark,3,,,50,ml/ha,chemical pest control process,,,,sprayed,,,,sprayed Hallmark
716,Hoosfield,2017,All plots,30/05/2017,,Refine Max,3,,,75,g/ha,chemical pest control process,,,,sprayed,,,,sprayed Refine Max
717,Hoosfield,2017,All plots,30/05/2017,,Kingdom,3,,,1.25,l/ha,chemical pest control process,,,,sprayed,,,,sprayed Kingdom
718,Hoosfield,2017,All plots,30/05/2017,,Hurler,3,,,700,ml/ha,chemical pest control process,,,,sprayed,,,,sprayed Hurler
726,Hoosfield,1990,All plots,10/05/1990,,demeton-s-methyl,3,,,0.24,kg/ha,chemical pest control process,200,l/ha,,,,,,insecticide
727,Hoosfield,1990,All plots,14/05/1990,,mecoprop,3,,,1.6,kg/ha,chemical pest control process,200,l/ha,1,sprayed,,,,Remaining weedkillers applied with the Fungicide
727,Hoosfield,1990,All plots,14/05/1990,,bromoxynil,3,,,0.20,kg/ha,chemical pest control process,200,l/ha,1,sprayed,,,,
727,Hoosfield,1990,All plots,14/05/1990,,ioxynil,3,,,0.20,kg/ha,chemical pest control process,200,l/ha,1,sprayed,,,,
727,Hoosfield,1990,All plots,14/05/1990,,fenpropimorph,3,,,0.75,kg/ha,chemical pest control process,200,l/ha,1,sprayed,,,,
729,Hoosfield,1992,All plots,15/10/1991,,applied chalk,3,,,2.9,t/ha,liming process,,,,,,,,Chalk applied at 2.9 t.
730,Hoosfield,1992,All plots,07/12/1991,,String CT,3,,,2.0,l/ha,chemical pest control process,200,l/ha,,,,,,String CT at 2.0 l in 200 l
740,Hoosfield,1992,All plots,15/05/1992,,Deloxil,3,,,1.0,l/ha,chemical pest control process,200,l/ha,1,sprayed,,,,"Deloxil at 1.0 l, Duplosan New System CMPP at 2.0 l and Calixin at 0.70 l in 200 l"
740,Hoosfield,1992,All plots,15/05/1992,,Duplosan New System CMPP,3,,,2.0,l/ha,chemical pest control process,200,l/ha,1,sprayed,,,,
740,Hoosfield,1992,All plots,15/05/1992,,Calixin,3,,,0.70,l/ha,chemical pest control process,200,l/ha,1,sprayed,,,,
741,Hoosfield,1992,All plots,09/06/1992,,Calixin,3,,,0.50,l/ha,chemical pest control process,200,l/ha,1,sprayed,,,,Calixin at 0.50 l and Radar at 0.50 l in 200 l
741,Hoosfield,1992,All plots,09/06/1992,,Radar,3,,,0.50,l/ha,chemical pest control process,200,l/ha,1,sprayed,,,,
753,Hoosfield,1993,All plots,13/05/1993,,Ally,3,,,30,g/ha,chemical pest control process,200,l/ha,1,sprayed,,,,Ally at 30 g and Starane 2 at 1.0 l in 200 l
753,Hoosfield,1993,All plots,13/05/1993,,Starane 2,3,,,1.0,l/ha,chemical pest control process,200,l/ha,1,sprayed,,,,
754,Hoosfield,1993,All plots,08/06/1993,,Alto 100 SL,3,,,0.80,l/ha,chemical pest control process,200,l/ha,1,sprayed,,,,Alto 100 SL at 0.80 l and Derosal WDG at 0.31 kg in 200 l
754,Hoosfield,1993,All plots,08/06/1993,,Derosal WDG,3,,,0.31,kg/ha,chemical pest control process,200,l/ha,1,sprayed,,,,
765,Hoosfield,1994,All plots,27/05/1994,,Duplosan New System CMPP,3,,,2.0,l/ha,chemical pest control process,200,l/ha,1,sprayed,,,,Duplosan New System CMPP at 2.0 l with Vindex at 1.4 l in 200 l
765,Hoosfield,1994,All plots,27/05/1994,,Vindex,3,,,1.4,l/ha,chemical pest control process,200,l/ha,1,sprayed,,,,
766,Hoosfield,1994,All plots,23/06/1994,,Derosal WDG,3,,,312,g/ha,chemical pest control process,260,l/ha,,,,,,Derosal WDG at 312 g with Dorin at 1.0 l in 260 l
780,Hoosfield,1995,All plots,23/05/1995,,Duplosan New System CMPP,3,,,1.5,l/ha,chemical pest control process,260,l/ha,,,,,,Duplosan New System CMPP at 1.5 l with Vindex at 1.4 l in 260 l
793,Hoosfield,1996,All plots,02/06/1996,,Duplosan New System CMPP,3,,,2.0,l/ha,chemical pest control process,200,l/ha,1,sprayed,,,,Duplosan New System CMPP at 2.0 l with Vindex at 1.4 l in 200 l
793,Hoosfield,1996,All plots,02/06/1996,,Vindex,3,,,1.4,l/ha,chemical pest control process,200,l/ha,1,sprayed,,,,
807,Hoosfield,1997,All plots,22/05/1997,,MSS Optica,3,,,2.0,l/ha,chemical pest control process,300,l/ha,1,sprayed,,,,MSS Optica at 2.0 l with Vindex at 1.0 l in 300 l
807,Hoosfield,1997,All plots,22/05/1997,,Vindex,3,,,1.0,l/ha,chemical pest control process,300,l/ha,1,sprayed,,,,
812,Hoosfield,1998,All plots,13/11/1997,,Alpha Glyphogan,3,,,1.5,l/ha,chemical pest control process,200,l/ha,1,sprayed,,,,Alpha Glyphogan at 1.5 l with Vassgro Non Ionic at 250 ml in 200 l
812,Hoosfield,1998,All plots,13/11/1997,,Vassgro Non Ionic,3,,,250,ml/ha,chemical pest control process,200,l/ha,1,sprayed,,,,
822,Hoosfield,1998,All plots,08/05/1998,,Ally,3,,,20,g/ha,chemical pest control process,200,l/ha,1,sprayed,,,,Ally at 20 g with MSS Optica at 2.0 l in 200 l
822,Hoosfield,1998,All plots,08/05/1998,,MSS Optica,3,,,2.0,l/ha,chemical pest control process,200,l/ha,1,sprayed,,,,
825,Hoosfield,1998,All plots,08/05/1998,,Bavistin DF,3,,,0.5,kg/ha,chemical pest control process,200,l/ha,1,sprayed,,,,Bavistin DF at 0.5 kg with Opus at 0.3 l in 200 l
825,Hoosfield,1998,All plots,08/05/1998,,Opus,3,,,0.3,l/ha,chemical pest control process,200,l/ha,1,sprayed,,,,
827,Hoosfield,1999,All plots,17/11/1998,,Roundup,3,,,2.0,l/ha,chemical pest control process,200,l/ha,,,,,,Roundup at 2.0 l in 200 l
834,Hoosfield,1999,All plots,06/05/1999,,Punch C,3,,,0.4,l/ha,chemical pest control process,200,l/ha,,,,,,Punch C at 0.4 l in 200 l
835,Hoosfield,1999,All plots,15/05/1999,,Ally,3,,,30,g/ha,chemical pest control process,200,l/ha,,,,,,Ally at 30 g with Duplosan at 1.0 l in 200 l
836,Hoosfield,1999,All plots,01/06/1999,,Punch C,3,,,0.5,l/ha,chemical pest control process,200,l/ha,,,,,,Punch C at 0.5 l in 200 l
838,Hoosfield,1999,All plots,29/07/1999,,Roundup Biactive,3,,,4.0,l/ha,chemical pest control process,200,l/ha,,,,,,Roundup Biactive at 4.0 l in 200 l
847,Hoosfield,2000,All plots,24/05/2000,,Opus,3,,,0.3,l/ha,chemical pest control process,100,l/ha,1,sprayed,,,,Opus at 0.3 l with Unix at 0.5 kg in 100 l
847,Hoosfield,2000,All plots,24/05/2000,,Unix,3,,,0.5,kg/ha,chemical pest control process,100,l/ha,1,sprayed,,,,
848,Hoosfield,2000,All plots,03/06/2000,,Ally,3,,,30,g/ha,chemical pest control process,200,l/ha,1,sprayed,,,,Ally at 30 g with Duplosan at 1.0 l in 200 l
848,Hoosfield,2000,All plots,03/06/2000,,Duplosan,3,,,1.0,l/ha,chemical pest control process,200,l/ha,1,sprayed,,,,
849,Hoosfield,2000,All plots,20/06/2000,,Opus,3,,,0.3,l/ha,chemical pest control process,200,l/ha,,,,,,Opus at 0.3 l in 200 l
857,Hoosfield,2001,All plots,19/05/2001,,Ally,3,,,20,g/ha,chemical pest control process,100,l/ha,,,,,,Ally at 20 g in 100 l
859,Hoosfield,2001,All plots,11/06/2001,,Opus,3,,,0.4,l/ha,chemical pest control process,100,l/ha,,,,,,Opus at 0.4 l in 100 l
860,Hoosfield,2001,All plots,02/07/2001,,Folicur,3,,,0.5,l/ha,chemical pest control process,200,l/ha,,,,,,Folicur at 0.5 l in 200 l
864,Hoosfield,2001,All plots,19/05/2001,,Starane 2,3,,,0.5,l/ha,chemical pest control process,100,l/ha,,,,,,Starane 2 at 0.5 l in 100 l
869,Hoosfield,2002,All plots,19/04/2002,,sprayed paths,3,,,,,chemical pest control process,,,,sprayed,,,,sprayed paths
871,Hoosfield,2002,All plots,03/05/2002,,Ally,3,,,30,g/ha,chemical pest control process,200,l/ha,,,,,,Ally at 30 g in 200 l
872,Hoosfield,2002,All plots,03/05/2002,,Duplosan KV,3,,,1.0,l/ha,chemical pest control process,200,l/ha,,,,,,Duplosan KV at 1.0 l in 200 l
873,Hoosfield,2002,All plots,03/05/2002,,Amistar,3,,,0.4,l/ha,chemical pest control process,200,l/ha,,,,,,Amistar at 0.4 l in 200 l
874,Hoosfield,2002,All plots,03/05/2002,,Unix,3,,,0.5,kg/ha,chemical pest control process,200,l/ha,,,,,,Unix at 0.5 kg in 200 l
876,Hoosfield,2002,All plots,07/08/2002,,Roundup Biactive,3,,,3.0,l/ha,chemical pest control process,200,l/ha,,,,,,Roundup Biactive at 3.0 l in 200 l.
886,Hoosfield,2003,All plots,31/03/2003,,sprayed paths,3,,,,,chemical pest control process,,,,sprayed,,,,sprayed paths
888,Hoosfield,2003,All plots,22/04/2003,,Ally,3,,,30,g/ha,chemical pest control process,200,l/ha,,,,,,Ally at 30 g in 200 l
889,Hoosfield,2003,All plots,22/04/2003,,Oxytril CM,3,,,0.75,l/ha,chemical pest control process,200,l/ha,,,,,,Oxytril CM at 0.75 1 in 200 l.
890,Hoosfield,2003,All plots,11/05/2003,,Opus,3,,,0.25,l/ha,chemical pest control process,200,l/ha,,,,,,Opus at 0.25 l in 200 l
891,Hoosfield,2003,All plots,11/05/2003,,Unix,3,,,0.4,kg/ha,chemical pest control process,200,l/ha,,,,,,Unix at 0.4 kg in 200 l
892,Hoosfield,2003,All plots,11/05/2003,,Amistar,3,,,0.4,l/ha,chemical pest control process,200,l/ha,,,,,,Amistar at 0.4 l in 200 l
893,Hoosfield,2003,All plots,08/06/2003,,Acanto,3,,,0.4,l/ha,chemical pest control process,200,l/ha,,,,,,Acanto at 0.4 l in 200 l
894,Hoosfield,2003,All plots,08/06/2003,,Opus,3,,,0.25,l/ha,chemical pest control process,200,l/ha,,,,,,Opus at 0.25 l in 200 l
896,Hoosfield,2003,All plots,26/07/2003,,Touchdown,3,,,4.0,l/ha,chemical pest control process,200,l/ha,,,,,,Touchdown at 4.0 l in 200 l
908,Hoosfield,2004,All plots,01/03/2004,,Avadex Excel 15G,3,,,15,kg/ha,chemical pest control process,,,,,,,,Avadex Excel 15G at 15 kg.
909,Hoosfield,2004,All plots,14/04/2004,,Ally,3,,,30,g/ha,chemical pest control process,200,l/ha,,,,,,Ally at 30 g in 200 l
910,Hoosfield,2004,All plots,14/04/2004,,Oxytril CM,3,,,0.5,l/ha,chemical pest control process,200,l/ha,,,,,,Oxytril CM at 0.5 l in 200 l
912,Hoosfield,2004,All plots,26/04/2004,,Acanto,3,,,0.4,l/ha,chemical pest control process,200,l/ha,,,,,,Acanto at 0.4 l in 200 l
913,Hoosfield,2004,All plots,26/04/2004,,Unix,3,,,0.4,kg/ha,chemical pest control process,200,l/ha,,,,,,Unix at 0.4 kg in 200 l
918,Hoosfield,2005,All plots,18/10/2004,,glyphosate 360,3,,,3.0,l/ha,chemical pest control process,200,l/ha,,,,,,glyphosate 360 at 3.0 l in 200 l
926,Hoosfield,2005,All plots,15/05/2005,,Corbel,3,,,0.75,l/ha,chemical pest control process,200,l/ha,,,,,,Corbel at 0.75 l in 200 l
927,Hoosfield,2005,All plots,15/05/2005,,Fandango,3,,,1.0,l/ha,chemical pest control process,200,l/ha,,,,,,Fandango at 1.0 l in 200 l
928,Hoosfield,2005,All plots,15/05/2005,,Harmony M SX,3,,,100,g/ha,chemical pest control process,200,l/ha,,,,,,Harmony M SX at 100 g in 200 l
934,Hoosfield,2006,All plots,09/09/2005,,Weedazol-TL,3,,series O only,20.0,l/ha,chemical pest control process,200,l/ha,,,,,,"Weedazol-TL at 20.0 l in 200 l, series O only."
944,Hoosfield,2006,All plots,17/05/2006,,Acanto,3,,,0.5,l/ha,chemical pest control process,200,l/ha,,,,,,Acanto at 0.5 l in 200 l
945,Hoosfield,2006,All plots,17/05/2006,,Unix,3,,,0.5,kg/ha,chemical pest control process,200,l/ha,,,,,,Unix at 0.5 kg in 200 l
946,Hoosfield,2006,All plots,17/05/2006,,Quantum SX,3,,,30,g/ha,chemical pest control process,200,l/ha,,,,,,Quantum SX at 30 g in 200 l
947,Hoosfield,2006,All plots,17/05/2006,,Duplosan KV,3,,,2.3,l/ha,chemical pest control process,200,l/ha,,,,,,Duplosan KV at 2.3 l in 200 l
948,Hoosfield,2006,All plots,16/06/2006,,Fandango,3,,,1.25,l/ha,chemical pest control process,200,l/ha,,,,,,Fandango at 1.25 l in 200 l
954,Hoosfield,2006,All plots,17/11/2006,,Azural,3,,,2.0,l/ha,chemical pest control process,200,l/ha,,,,,,Azural at 2.0 l in 200 l
955,Hoosfield,2007,All plots,25/09/2006,,Weedazol-TL,3,,,20,l/ha,chemical pest control process,200,l/ha,,,,,,Weedazol-TL
968,Hoosfield,2007,All plots,17/05/2007,,Fandango,3,,,1,l/ha,chemical pest control process,200,l/ha,,,,,,Fandango
969,Hoosfield,2007,All plots,17/05/2007,,Flexity,3,,,0.3,l/ha,chemical pest control process,200,l/ha,,,,,,Flexity
970,Hoosfield,2007,All plots,17/05/2007,,Alpha Briotril Plus 19/19,3,,,1.5,l/ha,chemical pest control process,200,l/ha,,,,,,Alpha Briotril Plus 19/19
971,Hoosfield,2007,All plots,17/05/2007,,Optica,3,,,2,l/ha,chemical pest control process,200,l/ha,,,,,,Optica
972,Hoosfield,2007,All plots,02/06/2007,,Amistar Opti,3,,,1,l/ha,chemical pest control process,200,l/ha,,,,,,Amistar Opti
973,Hoosfield,2007,All plots,02/06/2007,,Corbel,3,,,0.5,l/ha,chemical pest control process,200,l/ha,,,,,,Corbel
982,Hoosfield,2008,All plots,13/09/2007,,Weedazol-TL,3,,,20,l/ha,chemical pest control process,200,l/ha,,,,,,Weedazol-TL
983,Hoosfield,2008,All plots,07/10/2007,,applied chalk,3,,"excluding plots 11 - 13, 21 - 23",4,t/ha,liming process,,,,,,,,"Chalk whole experiment excluding plots 11 - 13, 21 - 23"
993,Hoosfield,2008,All plots,20/05/2008,,Harmony M SX,3,,,100,g/ha,chemical pest control process,200,l/ha,,,,,,Harmony M SX
994,Hoosfield,2008,All plots,20/05/2008,,Duplosan KV,3,,,1,l/ha,chemical pest control process,200,l/ha,,,,,,Duplosan KV
995,Hoosfield,2008,All plots,20/05/2008,,Acanto Prima,3,,,1.25,l/ha,chemical pest control process,200,l/ha,,,,,,Acanto Prima
996,Hoosfield,2008,All plots,09/06/2008,,Acanto,3,,,0.5,l/ha,chemical pest control process,200,l/ha,,,,,,Acanto
997,Hoosfield,2008,All plots,09/06/2008,,Unix,3,,,0.5,kg/ha,chemical pest control process,200,l/ha,,,,,,Unix
1000,Hoosfield,2008,All plots,08/08/2008,,Glyphogan,3,,,3,l/ha,chemical pest control process,200,l/ha,,,,,,Glyphogan
1006,Hoosfield,2008,All plots,08/09/2008,,Weedazol-TL,3,,,20,l/ha,chemical pest control process,290,l/ha,,,,,,Weedazol-TL
1025,Hoosfield,2009,All plots,20/05/2009,,Headland Charge,3,,,1.5,l/ha,chemical pest control process,,,,,,,,Headland Charge
1026,Hoosfield,2009,All plots,20/05/2009,,Duplosan KV,3,,,1.5,l/ha,chemical pest control process,,,,,,,,Duplosan KV
1027,Hoosfield,2009,All plots,20/05/2009,,Harmony M SX,3,,,100,g/ha,chemical pest control process,,,,,,,,Harmony M SX
1028,Hoosfield,2009,All plots,20/05/2009,,Fandango,3,,,1,l/ha,chemical pest control process,,,,,,,,Fandango
1029,Hoosfield,2009,All plots,20/05/2009,,Flexity,3,,,0.2,l/ha,chemical pest control process,,,,,,,,Flexity
1031,Hoosfield,2009,All plots,04/06/2009,,Amistar Opti,3,,,1,l/ha,chemical pest control process,,,,,,,,Amistar Opti
1032,Hoosfield,2009,All plots,04/06/2009,,Proline,3,,,0.3,l/ha,chemical pest control process,,,,,,,,Proline
1042,Hoosfield,2009,All plots,27/08/2009,,Weedazol-TL,3,,,20,l/ha,chemical pest control process,,,,,,,,Weedazol-TL
1058,Hoosfield,2010,All plots,24/05/2010,25/05/2010,Kestral,3,,,0.5,l/ha,chemical pest control process,,,,,,,,Kestral
1059,Hoosfield,2010,All plots,24/05/2010,25/05/2010,Jenton,3,,,0.5,l/ha,chemical pest control process,,,,,,,,Jenton
1060,Hoosfield,2010,All plots,24/05/2010,25/05/2010,Bravo 500,3,,,1,l/ha,chemical pest control process,,,,,,,,Bravo 500
1061,Hoosfield,2010,All plots,26/05/2010,,Harmony M SX,3,,,100,g/ha,chemical pest control process,200,l/ha,,,,,,Harmony M SX - 200 It water
1062,Hoosfield,2010,All plots,28/05/2010,,Dow Shield,3,,,0.35,l/ha,chemical pest control process,200,l/ha,,,,,,Dow Shield - 200 It water
1063,Hoosfield,2010,All plots,04/06/2010,,Axial,3,,,0.4,l/ha,chemical pest control process,200,l/ha,,,,,,Axial - 200 l water
1064,Hoosfield,2010,All plots,04/06/2010,,Adigor,3,,,1,l/ha,chemical pest control process,200,l/ha,,,,,,Adigor - 200 It water
1065,Hoosfield,2010,All plots,16/06/2010,,Bravo 500,3,,,1,l/ha,chemical pest control process,200,l/ha,,,,,,Bravo 500 - 200 It water
1066,Hoosfield,2010,All plots,16/06/2010,,Mobius,3,,,0.43,l/ha,chemical pest control process,200,l/ha,,,,,,Mobius - 200 It water
1067,Hoosfield,2010,All plots,16/06/2010,,Standon Fenpropimorph 750,3,,,0.5,l/ha,chemical pest control process,200,l/ha,,,,,,Standon Fenpropimorph 750 - 200 It water
1068,Hoosfield,2010,All plots,16/06/2010,,Corbel,3,,,0.5,l/ha,chemical pest control process,200,l/ha,,,,,,Corbel - 200 It water
1076,Hoosfield,2011,All plots,13/09/2010,,Weedazol-TL,3,,,20,l/ha,chemical pest control process,296,l/ha,,,,,,Weedazol-TL
1088,Hoosfield,2011,All plots,09/05/2011,,Chimera,3,,,140,g/ha,chemical pest control process,200,l/ha,,sprayed,,,,sprayed Chimera
1089,Hoosfield,2011,All plots,09/05/2011,,Acanto Prima,3,,,1.6,kg/ha,chemical pest control process,200,l/ha,,sprayed,,,,sprayed Acanto Prima
1090,Hoosfield,2011,all plots,09/05/2011,,Harmony M SX,3,,,100,g/ha,chemical pest control process,200,l/ha,,sprayed,,,,Sprayed Harmony M SX
1091,Hoosfield,2011,All plots,31/05/2011,,Mobius,3,,,0.43,l/ha,chemical pest control process,200,l/ha,,sprayed,,,,sprayed Mobius
1092,Hoosfield,2011,all plots,31/05/2011,,Corbel,3,,,0.5,l/ha,chemical pest control process,200,l/ha,,sprayed,,,,Sprayed Corbel
1093,Hoosfield,2011,all plots,31/05/2011,,Bravo 500,3,,,1,l/ha,chemical pest control process,200,l/ha,,sprayed,,,,Sprayed Bravo 500
1097,Hoosfield,2011,All plots,23/07/2011,,Statis 360,3,,,3,l/ha,chemical pest control process,200,l/ha,,sprayed,,,,sprayed Statis 360
1105,Hoosfield,2012,All plots,14/09/2011,,Weedazol,3,,,20,l/ha,chemical pest control process,250,l/ha,,sprayed,,,,sprayed Weedazol in water
1115,Hoosfield,2012,All plots,01/03/2012,,Kula,3,,,3.3,l/ha,chemical pest control process,200,l/ha,,sprayed,,,,sprayed Kula
1120,Hoosfield,2012,spring barley,22/05/2012,,Amistar,3,,,1,l/ha,chemical pest control process,,,,sprayed,,,,sprayed Spring Barley with Amistar
1121,Hoosfield,2012,All plots,10/06/2012,,Jenton,3,,,1.5,l/ha,chemical pest control process,200,l/ha,,sprayed,,,,sprayed Jenton
1129,Hoosfield,2012,All plots,20/09/2012,,Weedazol EW,3,,,20,l/ha,chemical pest control process,,,,sprayed,,,,sprayed Whole field w/ Weedazol EW
1134,Hoosfield,2012,All plots,01/03/2012,,Stomp 400,3,,,2,l/ha,chemical pest control process,200,l/ha,,sprayed,,,,Sprayed Stomp 400
1135,Hoosfield,2012,spring barley,22/05/2012,,Corbel,3,,,0.25,l/ha,chemical pest control process,,,,sprayed,,,,Sprayed Spring Barley with Corbel
1136,Hoosfield,2012,spring barley,22/05/2012,,Duplosan,3,,,2,l/ha,chemical pest control process,,,,sprayed,,,,Sprayed Spring Barley with Duplosan
1139,Hoosfield,2013,All plots,20/09/2012,,Weedazol EW,3,,,20,l/ha,chemical pest control process,,,,sprayed,,,,sprayed Whole field w/ Weedazol EW
1153,Hoosfield,2013,All plots,02/06/2013,,Mobius,3,,,0.6,l/ha,chemical pest control process,,,,sprayed,,,,sprayed Mobius
1154,Hoosfield,2013,All plots,26/06/2013,,Mobius,3,,,4,l/ha,chemical pest control process,,,,sprayed,,,,sprayed Mobius
