ID,Experiment,year,section,start date,end date,operation,flag,intensity,plots,amount,unit,operation type,water,water unit,tank mixture,method,variety,dressing,machine,original operation
757,Hoosfield,1994,All plots,22/11/1993,,applied Si as sodium silicate,4,,,450,kg/ha,agronomic fertilization process,,,,,,,,Si and K applied.
757,Hoosfield,1994,all plots,22/11/1993,,applied K as potassium sulphate,4,,,90,kgK/ha,agronomic fertilization process,,,,,,,,
758,Hoosfield,1994,All plots,15/12/1993,,applied FYM,4,,,35,t/ha,agronomic fertilization process,,,,,,,,FYM applied
764,Hoosfield,1994,All plots,27/04/1994,,applied N,4,,,,,agronomic fertilization process,,,,,,,,N applied
769,Hoosfield,1995,All plots,03/11/1994,,applied P as triple superphosphate,4,,,35,kgP/ha,agronomic fertilization process,,,,,,,,P applied
770,Hoosfield,1995,all plots,07/11/1994,,applied K as potassium sulphate,4,,,90,kgK/ha,agronomic fertilization process,,,,,,,,K applied
771,Hoosfield,1995,All plots,08/11/1994,,applied Mg as Kieserite,4,,,30,kgMg/ha,agronomic fertilization process,,,,,,,,Mg applied.
772,Hoosfield,1995,All plots,10/11/1994,,applied Si as sodium silicate,4,,,450,kg/ha,agronomic fertilization process,,,,,,,,Si applied.
774,Hoosfield,1995,All plots,15/12/1994,,applied FYM,4,,,35,t/ha,agronomic fertilization process,,,,,,,,Farmyard manure applied
779,Hoosfield,1995,All plots,04/05/1995,,applied N,4,,,,,agronomic fertilization process,,,,,,,,N applied
783,Hoosfield,1996,All plots,02/11/1995,,applied P as triple superphosphate,4,,,35,kgP/ha,agronomic fertilization process,,,,,,,,P applied
784,Hoosfield,1996,all plots,08/11/1995,,applied K as potassium sulphate,4,,,90,kgK/ha,agronomic fertilization process,,,,,,,,K applied
785,Hoosfield,1996,All plots,11/12/1995,,applied Si as sodium silicate,4,,,450,kg/ha,agronomic fertilization process,,,,,,,,Si applied.
786,Hoosfield,1996,All plots,14/12/1995,,applied FYM,4,,,35,t/ha,agronomic fertilization process,,,,,,,,Farmyard manure applied
792,Hoosfield,1996,All plots,30/04/1996,,applied N,4,,,,,agronomic fertilization process,,,,,,,,N applied
797,Hoosfield,1997,All plots,26/11/1996,,applied P as triple superphosphate,4,,,35,kgP/ha,agronomic fertilization process,,,,,,,,P applied
798,Hoosfield,1997,all plots,04/12/1996,,applied K as potassium sulphate,4,,,90,kgK/ha,agronomic fertilization process,,,,,,,,K applied
799,Hoosfield,1997,All plots,05/12/1996,,applied Si as sodium silicate,4,,,450,kg/ha,agronomic fertilization process,,,,,,,,Si applied.
800,Hoosfield,1997,All plots,17/12/1996,,applied FYM,4,,,35,t/ha,agronomic fertilization process,,,,,,,,Farmyard manure applied
806,Hoosfield,1997,All plots,24/04/1997,,applied N,4,,,,,agronomic fertilization process,,,,,,,,N applied
813,Hoosfield,1998,All plots,26/11/1997,,applied Si as sodium silicate,4,,,450,kg/ha,agronomic fertilization process,,,,,,,,Si applied.
814,Hoosfield,1998,All plots,03/12/1997,,applied P as triple superphosphate,4,,,35,kgP/ha,agronomic fertilization process,,,,,,,,P applied
815,Hoosfield,1998,all plots,06/01/1998,,applied K as potassium sulphate,4,,,90,kgK/ha,agronomic fertilization process,,,,,,,,K and Mg applied.
815,Hoosfield,1998,All plots,06/01/1998,,applied Mg as Kieserite,4,,,30,kgMg/ha,agronomic fertilization process,,,,,,,,
816,Hoosfield,1998,All plots,13/01/1998,,applied FYM,4,,,35,t/ha,agronomic fertilization process,,,,,,,,Farmyard manure applied
821,Hoosfield,1998,All plots,23/03/1998,,applied N,4,,,,,agronomic fertilization process,,,,,,,,N applied
828,Hoosfield,1999,All plots,06/01/1999,,applied P as triple superphosphate,4,,,35,kgP/ha,agronomic fertilization process,,,,,,,,P and K applied
828,Hoosfield,1999,all plots,06/01/1999,,applied K as potassium sulphate,4,,,90,kgK/ha,agronomic fertilization process,,,,,,,,
829,Hoosfield,1999,All plots,07/01/1999,,applied FYM,4,,,35,t/ha,agronomic fertilization process,,,,,,,,Farmyard manure and Si applied
829,Hoosfield,1999,All plots,07/01/1999,,applied Si as sodium silicate,4,,,450,kg/ha,agronomic fertilization process,,,,,,,,
833,Hoosfield,1999,All plots,30/04/1999,,applied N,4,,,,,agronomic fertilization process,,,,,,,,N applied
840,Hoosfield,2000,All plots,08/12/1999,,applied P as triple superphosphate,4,,,35,kgP/ha,agronomic fertilization process,,,,,,,,P and K applied
840,Hoosfield,2000,all plots,08/12/1999,,applied K as potassium sulphate,4,,,90,kgK/ha,agronomic fertilization process,,,,,,,,
842,Hoosfield,2000,All plots,14/12/1999,,applied Si as sodium silicate,4,,,450,kg/ha,agronomic fertilization process,,,,,,,,Si applied.
843,Hoosfield,2000,All plots,15/12/1999,,applied FYM,4,,,35,t/ha,agronomic fertilization process,,,,,,,,Farmyard manure applied
846,Hoosfield,2000,All plots,10/05/2000,,applied N (27% N),4,,,,,agronomic fertilization process,,,,,,,,N treatments applied as 27% N
853,Hoosfield,2001,All plots,02/01/2001,05/01/2001,applied P as triple superphosphate,4,,,35,kgP/ha,agronomic fertilization process,,,,,,,,"P, P2, K and Mg applied. K and Mg completed 05-Jan-01."
853,Hoosfield,2001,All plots,02/01/2001,,applied P as triple superphosphate,4,,,44,kgP/ha,agronomic fertilization process,,,,,,,,
853,Hoosfield,2001,all plots,02/01/2001,,applied K as potassium sulphate,4,,,90,kgK/ha,agronomic fertilization process,,,,,,,,
853,Hoosfield,2001,All plots,02/01/2001,05/01/2001,applied Mg as Kieserite,4,,,35,kgMg/ha,agronomic fertilization process,,,,,,,,
853,Hoosfield,2001,all plots,02/01/2001,05/01/2001,applied K as potassium sulphate,4,,,90,kgK/ha,agronomic fertilization process,,,,,,,,
854,Hoosfield,2001,All plots,03/01/2001,,applied FYM,4,,,35,t/ha,agronomic fertilization process,,,,,,,,FYM and Si applied.
854,Hoosfield,2001,All plots,03/01/2001,,applied Si as sodium silicate,4,,,450,kg/ha,agronomic fertilization process,,,,,,,,
858,Hoosfield,2001,All plots,21/05/2001,,applied N (27.5% N),4,,by hand,,,agronomic fertilization process,,,,,,,,N (27.5% N) applied by hand
865,Hoosfield,2002,all plots,13/12/2001,,applied K as potassium sulphate,4,,,90,kgK/ha,agronomic fertilization process,,,,,,,,"K, P and P2 applied."
865,Hoosfield,2002,All plots,13/12/2001,,applied P as triple superphosphate,4,,,35,kgP/ha,agronomic fertilization process,,,,,,,,
865,Hoosfield,2002,All plots,13/12/2001,,applied P as triple superphosphate,4,,,44,kgP/ha,agronomic fertilization process,,,,,,,,
866,Hoosfield,2002,All plots,19/12/2001,,applied FYM,4,,,35,t/ha,agronomic fertilization process,,,,,,,,"FYM, Si and MG2 applied."
866,Hoosfield,2002,All plots,19/12/2001,,applied Si as sodium silicate,4,,,450,kg/ha,agronomic fertilization process,,,,,,,,
866,Hoosfield,2002,All plots,19/12/2001,,applied Mg as Kieserite,4,,,35,kgMg/ha,agronomic fertilization process,,,,,,,,
870,Hoosfield,2002,All plots,25/04/2002,,applied N (27.5% N),4,,by hand,,,agronomic fertilization process,,,,,,,,N (27.5% N) applied by hand
882,Hoosfield,2003,all plots,08/01/2003,,applied K as potassium sulphate,4,,,90,kgK/ha,agronomic fertilization process,,,,,,,,"K, K*, P2, Si, Mg ( to plot 63) applied."
882,Hoosfield,2003,all plots,08/01/2003,,applied K as potassium sulphate,4,,,450,kgK/ha,agronomic fertilization process,,,,,,,,
882,Hoosfield,2003,All plots,08/01/2003,,applied P as triple superphosphate,4,,,44,kgP/ha,agronomic fertilization process,,,,,,,,
882,Hoosfield,2003,All plots,08/01/2003,,applied Si as sodium silicate,4,,,450,kg/ha,agronomic fertilization process,,,,,,,,
882,Hoosfield,2003,All plots,08/01/2003,,applied Mg as Kieserite,4,,plot 63,35,kgMg/ha,agronomic fertilization process,,,,,,,,
883,Hoosfield,2003,All plots,09/01/2003,,applied FYM,4,,,35,t/ha,agronomic fertilization process,,,,,,,,FYM applied
887,Hoosfield,2003,All plots,03/04/2003,,applied N (27.5% N),4,,by hand,,,agronomic fertilization process,,,,,,,,N (27.5% N) applied by hand
902,Hoosfield,2004,all plots,27/11/2003,,applied K as potassium sulphate,4,,,90,kgK/ha,agronomic fertilization process,,,,,,,,"K, K*, Si, Mg ( to plot 63) applied."
902,Hoosfield,2004,all plots,27/11/2003,,applied K as potassium sulphate,4,,,450,kgK/ha,agronomic fertilization process,,,,,,,,
902,Hoosfield,2004,All plots,27/11/2003,,applied Si as sodium silicate,4,,,450,kg/ha,agronomic fertilization process,,,,,,,,
902,Hoosfield,2004,All plots,27/11/2003,,applied Mg as Kieserite,4,,plot 63,35,kgMg/ha,agronomic fertilization process,,,,,,,,
903,Hoosfield,2004,All plots,28/11/2003,,applied P as triple superphosphate,4,,,35,kgP/ha,agronomic fertilization process,,,,,,,,P applied
904,Hoosfield,2004,All plots,10/12/2003,,applied FYM,4,,,35,t/ha,agronomic fertilization process,,,,,,,,FYM applied
911,Hoosfield,2004,All plots,20/04/2004,,applied N (27% N),4,,,,,agronomic fertilization process,,,,,,,,N (27% N).
919,Hoosfield,2005,All plots,04/11/2004,,applied P as triple superphosphate,4,,plot 63,35,kgP/ha,agronomic fertilization process,,,,,,,,"P, K, Mg ( to plot 63) applied."
919,Hoosfield,2005,all plots,04/11/2004,,applied K as potassium sulphate,4,,,90,kgK/ha,agronomic fertilization process,,,,,,,,
919,Hoosfield,2005,All plots,04/11/2004,,applied Mg as Kieserite,4,,,35,kgMg/ha,agronomic fertilization process,,,,,,,,
920,Hoosfield,2005,All plots,05/11/2004,,applied FYM,4,,,35,t/ha,agronomic fertilization process,,,,,,,,FYM and Si applied.
920,Hoosfield,2005,All plots,05/11/2004,,applied Si as sodium silicate,4,,,450,kg/ha,agronomic fertilization process,,,,,,,,
924,Hoosfield,2005,All plots,21/04/2005,,applied N (27% N),4,,"to Main plots (old series O, A)",,,agronomic fertilization process,,,,,,,,"N (27% N) to Main plots (old series O, A)."
925,Hoosfield,2005,All plots,22/04/2005,,applied N (34.5% N) to remainder,4,,,,,agronomic fertilization process,,,,,,,,N (34.5% N) to remainder
935,Hoosfield,2006,All plots,16/11/2005,,applied P as triple superphosphate,4,,plot 63,35,kgP/ha,agronomic fertilization process,,,,,,,,"P, K, Mg ( to plot 63) applied."
935,Hoosfield,2006,all plots,16/11/2005,,applied K as potassium sulphate,4,,,90,kgK/ha,agronomic fertilization process,,,,,,,,
935,Hoosfield,2006,All plots,16/11/2005,,applied Mg as Kieserite,4,,,35,kgMg/ha,agronomic fertilization process,,,,,,,,
936,Hoosfield,2006,All plots,17/11/2005,,applied Si as sodium silicate,4,,,450,kg/ha,agronomic fertilization process,,,,,,,,Si applied.
937,Hoosfield,2006,All plots,21/11/2005,,applied FYM,4,,,35,t/ha,agronomic fertilization process,,,,,,,,FYM applied
942,Hoosfield,2006,All plots,25/04/2006,,applied N (27% N),4,,"to Main plots (old series O, A) and plots 6 and 7 series AA",,,agronomic fertilization process,,,,,,,,"N (27% N) to Main plots (old series O, A) and plots 6 and 7 series AA."
943,Hoosfield,2006,All plots,26/04/2006,,applied N (34.5% N) to remainder,4,,,,,agronomic fertilization process,,,,,,,,N (34.5% N) to remainder
956,Hoosfield,2007,All plots,13/11/2006,,applied P as triple superphosphate,4,,"plots 634, 633, 632, 631",35,kgP/ha,agronomic fertilization process,215,kg/ha,,,,,,"applied Triple Superphosphate - plots 634, 633, 632, 631"
957,Hoosfield,2007,all plots,13/11/2006,,applied K as potassium sulphate,4,,"Plots 141 - 144, 241 - 244, 311 - 444, 551 - 582, 631 - 634",90,kgK/ha,agronomic fertilization process,217,kg/ha,,,,,,"Sulphate of Potash - Plots 141 - 144, 241 - 244, 311 - 444, 551 - 582, 631 - 634"
958,Hoosfield,2007,All plots,13/11/2006,,applied Mg as Kieserite,4,,plots 631 - 634,35,kgMg/ha,agronomic fertilization process,233,kg/ha,,,,,,Kieserite - Plots 631 - 634
959,Hoosfield,2007,All plots,14/11/2006,,applied Si as sodium silicate,4,,"Plots 132 - 433. applied to plots 131 - 431, 134 - 434 in error",450,kg/ha,agronomic fertilization process,,,,,,,,"Silicate of Soda Plots 132 - 433. applied to plots 131 - 431, 134 - 434 in error"
960,Hoosfield,2007,All plots,20/11/2006,,applied FYM,4,,"plots 721, 722, 723, 724, 731, 732, 733, 734",35,t/ha,agronomic fertilization process,,,,,,,,"Farm Yard Manure - plots 721, 722, 723, 724, 731, 732, 733, 734"
964,Hoosfield,2007,All plots,05/04/2007,,applied Nitrochalk,4,,"plots 114, 122, 213, 224, 312, 323, 411, 424, 612, 622, 632, 714, 723, 733",175,kg/ha,agronomic fertilization process,,,,,,,,"Nitrochalk - plots 114, 122, 213, 224, 312, 323, 411, 424, 612, 622, 632, 714, 723, 733"
965,Hoosfield,2007,All plots,05/04/2007,,applied Nitrochalk,4,,"plots 111, 121, 214, 221, 311, 322, 413, 423, 614, 623, 633, 713, 724, 734",349,kg/ha,agronomic fertilization process,,,,,,,,"Nitrochalk, plots 111, 121, 214, 221, 311, 322, 413, 423, 614, 623, 633, 713, 724, 734"
966,Hoosfield,2007,All plots,05/04/2007,,applied Nitrochalk,4,,"plots 113, 124, 211, 222, 313, 321, 412, 421, 611, 621, 631, 712, 721, 732",524,kg/ha,agronomic fertilization process,,,,,,,,"Nitrochalk - plots 113, 124, 211, 222, 313, 321, 412, 421, 611, 621, 631, 712, 721, 732"
967,Hoosfield,2007,All plots,10/04/2007,,applied Nitrochalk,4,,"series 5, C and AA, and O&E's",524,kg/ha,agronomic fertilization process,,,,,,,,"Nitrochalk - series 5, C and AA, and O&E's"
984,Hoosfield,2008,all plots,26/11/2007,,applied K as potassium sulphate,4,,"Plots 31 - 34, 41 - 44, 55, 56, 63",90,kgK/ha,agronomic fertilization process,217,kg/ha,,,,,,"Sulphate of Potash - Plots 31 - 34, 41 - 44, 55, 56, 63"
985,Hoosfield,2008,all plots,26/11/2007,,applied K as potassium sulphate,4,,"Plots 14, 24, 57, 58",180,kgK/ha,agronomic fertilization process,434,kg/ha,,,,,,"Sulphate of Potash - Plots 14, 24, 57, 58"
986,Hoosfield,2008,All plots,29/11/2007,,applied Si as sodium silicate,4,,"plots 433, 333, 233, 133, 432, 332, 232, 132",450,kg/ha,agronomic fertilization process,,,,,,,,"Silicate of Soda, Plots 132, 133, 232, 233, 332, 333, 432, 433"
990,Hoosfield,2008,All plots,28/04/2008,,applied Nitrochalk,4,,"plots 111, 121, 214, 221, 311, 322, 413, 423, 614, 623, 633, 713, 724, 734",175,kg/ha,agronomic fertilization process,,,,,,,,"Nitrochalk, plots 111, 121, 214, 221, 311, 322, 413, 423, 614, 623, 633, 713, 724, 734"
992,Hoosfield,2008,All plots,06/05/2008,,applied Nitrochalk,4,,"plots 131 - 444, 551 - 582, all O&E's",537,kg/ha,agronomic fertilization process,,,,,,,,"Nitrochalk, plots 131 - 444, 551 - 582, all O&E's"
1007,Hoosfield,2008,selected plots,26/11/2007,,applied Mg as Kieserite,4,,Plot 63,35,kgMg/ha,agronomic fertilization process,233,kg/ha,,,,,,"Kieserite, Plot 63"
1008,Hoosfield,2008,selected plots,26/11/2007,,applied P as triple superphosphate,4,,Plot 63,35,kgP/ha,agronomic fertilization process,215,kg/ha,,,,,,Triple Superphosphate - Plot 63
1009,Hoosfield,2008,selected plots,29/11/2007,,applied FYM,4,,"plots 721, 722, 723, 724, 731, 732, 733, 734",35,t/ha,agronomic fertilization process,,,,,,,,"Farm Yard Manure - plots 721, 722, 723, 724, 731, 732, 733, 734"
1010,Hoosfield,2008,selected plots,28/04/2008,,applied Nitrochalk,4,,"plots 113, 124, 211, 222, 313, 321, 412, 421, 611, 621, 631, 712, 721, 732",349,kg/ha,agronomic fertilization process,,,,,,,,"Nitrochalk - plots 113, 124, 211, 222, 313, 321, 412, 421, 611, 621, 631, 712, 721, 732"
1011,Hoosfield,2008,selected plots,28/04/2008,,applied Nitrochalk,4,,"plots 112, 123, 212, 223, 314, 324, 414, 422, 613, 624, 634, 711, 722, 731",524,kg/ha,agronomic fertilization process,,,,,,,,"Nitrochalk, plots 112, 123, 212, 223, 314, 324, 414, 422, 613, 624, 634, 711, 722, 731"
1012,Hoosfield,2009,all plots,12/11/2008,,applied K as potassium sulphate,4,,"Plots 311 - 414, 321 - 424, 331 - 634, 142 - 444 (excluding 241), 551 - 582",90,kgK/ha,agronomic fertilization process,217,kg/ha,,,,,,"Sulphate of Potash - Plots 311 - 414, 321 - 424, 331 - 634, 142 - 444 (excluding 241), 551 - 582"
1013,Hoosfield,2009,All plots,12/11/2008,,applied P as triple superphosphate,4,,"plots 634, 633, 632, 631",35,kgP/ha,agronomic fertilization process,215,kg/ha,,,,,,"applied Triple Superphosphate - plots 634, 633, 632, 631"
1014,Hoosfield,2009,All plots,12/11/2008,,applied Mg as Kieserite,4,,plots 631 - 634,35,kgMg/ha,agronomic fertilization process,233,kg/ha,,,,,,Kieserite - Plots 631 - 634
1015,Hoosfield,2009,All plots,14/11/2008,,applied Si as sodium silicate,4,,"plots 433, 333, 233, 133, 432, 332, 232, 132",450,kg/ha,agronomic fertilization process,,,,,,,,"Silicate of Soda, Plots 132, 133, 232, 233, 332, 333, 432, 433"
1016,Hoosfield,2009,All plots,10/12/2008,,applied FYM,4,,"plots 721, 722, 723, 724, 731, 732, 733, 734",35,l/ha,agronomic fertilization process,,,,,,,,"Farm Yard Manure - plots 721, 722, 723, 724, 731, 732, 733, 734"
1023,Hoosfield,2009,All plots,22/04/2009,,applied Nitrochalk,4,,"plots 113, 124, 211, 222, 313, 321, 412, 421, 611, 621, 631, 712, 721, 732",175,kg/ha,agronomic fertilization process,,,,,,,,"Nitrochalk - plots 113, 124, 211, 222, 313, 321, 412, 421, 611, 621, 631, 712, 721, 732"
1024,Hoosfield,2009,All plots,23/04/2009,,Nitram,4,,"Series AA, C and strip 5, headlands and O&E's",420,kg/ha,agronomic fertilization process,,,,,,,,"Nitram - Series AA, C and strip 5, headlands and O&E's"
1043,Hoosfield,2009,selected plots,22/04/2009,,applied Nitrochalk,4,,"Plots 113, 124, 211, 222, 313, 321, 412, 421, 611, 621, 631, 712, 721, 732",349,kg/ha,agronomic fertilization process,,,,,,,,"Nitrochalk, plots 112, 123, 212, 223, 314, 324, 414, 422, 613, 624, 634, 711, 722, 731"
1044,Hoosfield,2009,selected plots,22/04/2009,,applied Nitrochalk,4,,"plots 114, 122, 213, 224, 312, 323, 411, 424, 612, 622, 632, 714, 723, 733",524,kg/ha,agronomic fertilization process,,,,,,,,"Nitrochalk - plots 114, 122, 213, 224, 312, 323, 411, 424, 612, 622, 632, 714, 723, 733"
1045,Hoosfield,2010,All plots,10/12/2009,,applied P as triple superphosphate,4,,,35,kgP/ha,agronomic fertilization process,215,kg/ha,,,,,,Triple Superphosphate
1046,Hoosfield,2010,all plots,10/12/2009,,applied Mg as Kieserite,4,,,35,kgMg/ha,agronomic fertilization process,233,kg/ha,,,,,,Kieserite
1047,Hoosfield,2010,all plots,10/12/2009,,applied K as potassium sulphate,4,,,90,kgK/ha,agronomic fertilization process,217,kg/ha,,,,,,Potassium Sulphate
1048,Hoosfield,2010,All plots,16/12/2009,,applied FYM,4,,,35,t/ha,agronomic fertilization process,,,,,,,,FYM
1055,Hoosfield,2010,All plots,20/04/2010,,Nitrochalk,4,,main plots as indicated on plan,,,agronomic fertilization process,,,,,,,,Nitrochalk to the main plots as indicated on the plan
1056,Hoosfield,2010,All plots,23/04/2010,,"Nitram Silicate Test, P Test, headlands & O&E's",4,,,420,kg/ha,agronomic fertilization process,,,,,,,,"Nitram Silicate Test, P Test, headlands & O&E's"
1077,Hoosfield,2011,All plots,25/10/2010,,applied FYM,4,,"plots 721, 722, 723, 724, 731, 732, 733, 734 (Used 3600 kg)",35,t/ha,agronomic fertilization process,,,,,,,,"Spread FYM - Spread according to plan on plots 721, 722, 723, 724, 731, 732, 733, 734 (Used 3600 kg)"
1078,Hoosfield,2011,All plots,25/10/2010,,applied P as triple superphosphate,4,,"plots 634, 633, 632, 631",35,kgP/ha,agronomic fertilization process,215,kg/ha,,,,,,"applied Triple Superphosphate - plots 634, 633, 632, 631"
1079,Hoosfield,2011,all plots,25/10/2010,,applied K as potassium sulphate,4,,,90,kgK/ha,agronomic fertilization process,217,kg/ha,,,,,,Applied Sulphate of Potash - Applied according to plan
1080,Hoosfield,2011,All plots,26/10/2010,,applied Mg as Kieserite,4,,"plots 634, 533, 632, 631",35,kgMg/ha,agronomic fertilization process,233,kg/ha,,,,,,"applied Kieserite - plots 634, 533, 632, 631"
1081,Hoosfield,2011,All plots,01/11/2010,,applied Si as sodium silicate,4,,"plots 433, 333, 233, 133, 432, 332, 232, 132",450,kg/ha,agronomic fertilization process,,,,,,,,"applied silicate of soda - plots 433, 333, 233, 133, 432, 332, 232, 132"
1086,Hoosfield,2011,All plots,13/04/2011,,applied Nitrochalk,4,,,,,agronomic fertilization process,,,,,,,,applied Nitrochalk to N treatments
1087,Hoosfield,2011,All plots,13/04/2011,,applied Nitram,4,,"Series AA, C and 5 only",420,kg/ha,agronomic fertilization process,,,,,,,,"applied Nitram - Series AA, C and 5 only"
1106,Hoosfield,2012,All plots,24/11/2011,,applied Mg as Kieserite,4,,"plots 634, 533, 632, 631",35,kgMg/ha,agronomic fertilization process,233,kg/ha,,,,,,"applied Kieserite - plots 634, 533, 632, 631"
1107,Hoosfield,2012,All plots,24/11/2011,,applied P as triple superphosphate,4,,"plots 634, 633, 632, 631",35,kgP/ha,agronomic fertilization process,215,kg/ha,,,,,,"applied Triple Superphosphate - plots 634, 633, 632, 631"
1108,Hoosfield,2012,all plots,24/11/2011,,applied K as potassium sulphate,4,,,90,kgK/ha,agronomic fertilization process,217,kg/ha,,,,,,applied Sulphate of Potash as per plan.
1109,Hoosfield,2012,All plots,28/11/2011,,applied Si as sodium silicate,4,,"plots 433, 333, 233, 133, 432, 332, 232, 132",450,kg/ha,agronomic fertilization process,,,,,,,,"applied silicate of soda - plots 433, 333, 233, 133, 432, 332, 232, 132"
1111,Hoosfield,2012,All plots,29/12/2011,,applied FYM,4,,,35,t/ha,agronomic fertilization process,,,,,,,,"applied FYM - plots 734, 733, 732, 731, 724, 723, 722, 721"
1117,Hoosfield,2012,All plots,23/04/2012,,applied Nitrochalk,4,,"by hand, to Plots 11, 12, 21, 22, 31, 32, 41, 42, 61, 62, 63, 71, 72, 73 (Main Plots)","0, 48, 96, 144",kg/ha,agronomic fertilization process,,,,,,,,"Nitrochalk applied by hand, to Plots 11, 12, 21, 22, 31, 32, 41, 42, 61, 62, 63, 71, 72, 73 (Main Plots)"
1118,Hoosfield,2012,All plots,10/05/2012,,applied Nitram,4,,"by hand to Plots 13, 23, 33, 43, 44, 34, 24, 14, 55, 56, 57, 58 (Silicate & P Test Plots)",144,kg/ha,agronomic fertilization process,,,,,,,,"Nitram applied by hand to Plots 13, 23, 33, 43, 44, 34, 24, 14, 55, 56, 57, 58 (Silicate & P Test Plots)"
1119,Hoosfield,2012,All plots,16/05/2012,,applied Nitram,4,,surrounding areas.,417,kg/ha,agronomic fertilization process,,,,,,,,Nitram applied to surrounding areas.
1130,Hoosfield,2012,all plots,28/09/2012,,applied K as potassium sulphate,4,,"plots 631 - 634, 411 - 444, 311 - 344, 241 - 244, 141 - 144 & Strip 5",90,kgK/ha,agronomic fertilization process,217,kg/ha,,,,,,"Spread Sulphate of Potash as on sheet to plots 631 - 634, 411 - 444, 311 - 344, 241 - 244, 141 - 144 & Strip 5"
1131,Hoosfield,2012,All plots,28/09/2012,,applied P as triple superphosphate,4,,"plots 634, 633, 632, 631",35,kgP/ha,agronomic fertilization process,215,kg/ha,,,,,,"Spread Fert Triple superphosphate as on sheet, sections 631 - 634"
1132,Hoosfield,2012,All plots,01/10/2012,,applied Si as sodium silicate,4,,"plots 432 - 132, 433 - 133",450,kg/ha,agronomic fertilization process,,,,,,,,"Spread Soda Silicate onto plots 432 - 132, 433 - 133"
1133,Hoosfield,2012,All plots,03/10/2012,,applied FYM,4,,,35,t/ha,agronomic fertilization process,,,,,,,,"applied FYM - plots 734, 733, 732, 731, 724, 723, 722, 721"
1137,Hoosfield,2012,All plots,28/09/2012,,applied Mg as Kieserite,4,,plots 631 - 634,35,kgMg/ha,agronomic fertilization process,233,kg/ha,,,,,,Spread Kieserite as on sheet sections 631 - 634
1140,Hoosfield,2013,all plots,28/09/2012,,applied K as potassium sulphate,4,,"plots 631 - 634, 411 - 444, 311 - 344, 241 - 244, 141 - 144 & Strip 5",90,kgK/ha,agronomic fertilization process,217,kg/ha,,,,,,"Spread Fert Sulphate of potash as on sheet 631 - 634, 411 - 444, 311 - 344, 241 - 244, 141 - 144 & Strip 5"
1141,Hoosfield,2013,All plots,28/09/2012,,applied P as triple superphosphate,4,,"plots 634, 633, 632, 631",35,kgP/ha,agronomic fertilization process,215,kg/ha,,,,,,"Spread Fert Triple superphosphate as on sheet, sections 631 - 634"
1142,Hoosfield,2013,all plots,28/09/2012,,applied Mg as Kieserite,4,,plots 631 - 634,35,kgMg/ha,agronomic fertilization process,233,kg/ha,,,,,,Spread Kieserite as on sheet sections 631 - 634
1143,Hoosfield,2013,All plots,01/10/2012,,applied Si as sodium silicate,4,,"plots 432 - 132, 433 - 133",450,kg/ha,agronomic fertilization process,,,,,,,,"Spread Soda Silicate onto plots 432 - 132, 433 - 133"
1144,Hoosfield,2013,All plots,03/10/2012,,applied FYM,4,,,35,t/ha,agronomic fertilization process,,,,,,,,"applied FYM - plots 734, 733, 732, 731, 724, 723, 722, 721"
1149,Hoosfield,2013,All plots,01/05/2013,,applied Nitrochalk,4,,,178,kg/ha,agronomic fertilization process,,,,,,,,"N as Nitrochalk Plots 113, 124, 211, 222, 313, 321, 412, 421, 611, 621, 631, 712, 721, 732"
1150,Hoosfield,2013,All plots,01/05/2013,,applied Nitram,4,,"Plots: Series AA old plots, Series C and Strip 5, as per plan",417,kg/ha,agronomic fertilization process,,,,,,,,"applied Nitram - Plots: Series AA old plots, Series C and Strip 5, as per plan"
1151,Hoosfield,2013,all plots,01/05/2013,,applied Nitrochalk,4,,"Plots 112, 123, 212, 223, 314, 324, 414, 422, 613, 624, 634, 711, 722, 731",356,kg/ha,agronomic fertilization process,,,,,,,,"N as Nitro-chalk - Plots 112, 123, 212, 223, 314, 324, 414, 422, 613, 624, 634, 711, 722, 731"
1152,Hoosfield,2013,all plots,01/05/2013,,applied Nitrochalk,4,,"plots 114, 122, 213, 224, 312, 323, 411, 424, 612, 622, 632, 714, 723, 733",533,kg/ha,agronomic fertilization process,,,,,,,,"N as Nitro-chalk - Plots 114, 122, 213, 224, 312, 323, 411, 424, 612, 622, 632, 714, 723, 733"
1164,Hoosfield,2014,All plots,24/10/2013,,applied P as triple superphosphate,4,,"plots 634, 633, 632, 631",35,kgP/ha,agronomic fertilization process,215,kg/ha,,,,,,"applied Triple Superphosphate - plots 634, 633, 632, 631"
1165,Hoosfield,2014,all plots,24/10/2013,,applied K as potassium sulphate,4,,"Plots 634 - 631, 551 - 582, 444 - 411, 344 - 311, 244 - 241, 144 - 141",90,kgK/ha,agronomic fertilization process,217,kg/ha,,,,,,"applied Sulphate of potash - Plots 634 - 631, 551 - 582, 444 - 411, 344 - 311, 244 - 241, 144 - 141"
1166,Hoosfield,2014,All plots,24/10/2013,,applied Mg as Kieserite,4,,"plots 634, 533, 632, 631",35,kgMg/ha,agronomic fertilization process,233,kg/ha,,,,,,"applied Kieserite - plots 634, 533, 632, 631"
1168,Hoosfield,2014,All plots,03/12/2013,,applied Si as sodium silicate,4,,"plots 433, 333, 233, 133, 432, 332, 232, 132",450,kg/ha,agronomic fertilization process,,,,,,,,"applied silicate of soda - plots 433, 333, 233, 133, 432, 332, 232, 132"
