record_id,source_id,sequence,Experiment,harvest_year,plots,start_date_orig,start date,end_date_orig,end_date,type,flag,record,tidy_record,Column,rate,unit,water_volume,water_volume_unit
,4790,,W/CS/10,1978,stackyard series c,13-Mar-78,,,,diary record,,"P, K and Mg applied, spring-tine cultivated with crumbler attached, N at 130 kg, combine drilled.",Spring-tine cultivated with crumbler attached,,,420,l/ha,
,4790,,W/CS/10,1978,stackyard series c,13-Mar-78,,,,diary record,,"P, K and Mg applied, spring-tine cultivated with crumbler attached, N at 130 kg, combine drilled.",N,130,kg/ha,420,l/ha,
,4790,,W/CS/10,1978,stackyard series c,13-Mar-78,,,,diary record,,"P, K and Mg applied, spring-tine cultivated with crumbler attached, N at 130 kg, combine drilled.",Combine drilled,,,420,l/ha,
,4791,,W/CS/10,1978,stackyard series c,15-Mar-78,,,,diary record,,seed sown,Seed sown,,,,,
,4792,,W/CS/10,1978,stackyard series c,03-Apr-78,,,,diary record,,spring-tine cultivated with crumbler attached seed resown because of bird damage,Spring-tine cultivated with crumbler attached,,,,,
,4792,,W/CS/10,1978,stackyard series c,03-Apr-78,,,,diary record,,spring-tine cultivated with crumbler attached seed resown because of bird damage,Seed resown because of bird damage,,,,,
,4793,,W/CS/10,1978,stackyard series c,15-May-78,,,,diary record,,"mecoprop, bromoxynil and ioxynil ('Brittox' at 2.5 kg) and Tridemorph at 0.53 kg in 280 1 ","Brittox (mecoprop, bromoxynil, ioxynil)",2.5,kg/ha,280,l/ha,
,4793,,W/CS/10,1978,stackyard series c,15-May-78,,,,diary record,,"mecoprop, bromoxynil and ioxynil ('Brittox' at 2.5 kg) and Tridemorph at 0.53 kg in 280 1 ",Tridemorph,0.53,kg/ha,280,l/ha,
,4794,,W/CS/10,1978,stackyard series c,23-Aug-78,,,,diary record,,combine harvested,Combine harvested,,,,,
,4800,,W/CS/10,1979,stackyard series c,14-Sep-78,,,,diary record,,glyphosate at 1.5 kg in 280 l,Glyphosate,1.5,kg/ha,280,l/ha,
,4801,,W/CS/10,1979,stackyard series c,21-Nov-78,,,,diary record,,test Chalk applied,Test Chalk applied,0,tonnes/ha,,,
,4801,,W/CS/10,1979,stackyard series c,21-Nov-78,,,,diary record,,test Chalk applied,Test Chalk applied,1,tonnes/ha,,,
,4801,,W/CS/10,1979,stackyard series c,21-Nov-78,,,,diary record,,test Chalk applied,Test Chalk applied,2,tonnes/ha,,,
,4801,,W/CS/10,1979,stackyard series c,21-Nov-78,,,,diary record,,test Chalk applied,Test Chalk applied,4,tonnes/ha,,,
,4802,,W/CS/10,1979,stackyard series c,22-Nov-78,,,,diary record,,ploughed,Ploughed,,,,,
,4803,,W/CS/10,1979,stackyard series c,17-Apr-79,,,,diary record,,spring-tine cultivated with crumbler attached,Spring-tine cultivated with crumbler attached,,,,,
,4804,,W/CS/10,1979,stackyard series c,06-Jun-79,,,,diary record,,rotary cultivated,Rotary cultivated,,,,,
,4805,,W/CS/10,1979,stackyard series c,04-Jul-79,,,,diary record,,rotary cultivated twice,Rotary cultivated twice,,,,,
,4806,,W/CS/10,1979,stackyard series c,16-Aug-79,,,,diary record,,rotary cultivated twice,Rotary cultivated twice,,,,,
,4807,,W/CS/10,1979,stackyard series c,21-Aug-79,,,,diary record,,Deep-tine cultivated,Deep-tine cultivated,,,,,
,4808,,W/CS/10,1979,stackyard series c,11-Sep-79,,,,diary record,,Heavy spring-tine cultivated,Heavy spring-tine cultivated,,,,,
,4814,,W/CS/10,1980,stackyard series c,03-Mar-80,,,,diary record,,Heavy spring-tine cultivated,Heavy spring-tine cultivated,,,,,
,4815,,W/CS/10,1980,stackyard series c,07-Aug-80,,,,diary record,,Heavy spring-tine cultivated,Heavy spring-tine cultivated,,,,,
,4816,,W/CS/10,1980,stackyard series c,29-Nov-79,,,,diary record,,ploughed,Ploughed,,,,,
,4817,,W/CS/10,1980,stackyard series c,29-Jul-80,,,,diary record,,rotary cultivated,Rotary cultivated,,,,,
,4823,,W/CS/10,1981,stackyard series c,13-Nov-80,,,,diary record,,ploughed,Ploughed,,,,,
,4824,,W/CS/10,1981,stackyard series c,12-Dec-80,,,,diary record,,ploughed,Ploughed,,,,,
,4825,,W/CS/10,1981,stackyard series c,08-Dec-80,,,,diary record,,"Basal K and Mg applied, K at 120 kg as muriate of potash, Mg at 100 kg as kieserite.",Basal K as muriate of potash,120,kgK2O/ha,,,
,4825,,W/CS/10,1981,stackyard series c,08-Dec-80,,,,diary record,,"Basal K and Mg applied, K at 120 kg as muriate of potash, Mg at 100 kg as kieserite.",Basal Mg as kieserite.,100,kgMgO/ha,,,
,4826,,W/CS/10,1981,stackyard series c,06-Apr-81,,,,diary record,,"N applied at 80 kg as 'Nitro-chalk', heavy spring-tine cultivated",Nitro-chalk,80,kg/ha,,,
,4826,,W/CS/10,1981,stackyard series c,06-Apr-81,,,,diary record,,"N applied at 80 kg as 'Nitro-chalk', heavy spring-tine cultivated",Heavy spring-tine cultivated,,,,,
,4827,,W/CS/10,1981,stackyard series c,08-Apr-81,,,,diary record,,spring-tine cultivated with crumbler attached,Spring-tine cultivated with crumbler attached,,,,,
,4828,,W/CS/10,1981,stackyard series c,09-Apr-81,,,,diary record,,"rotary cultivated, seed sown",Rotary cultivated,,,,,
,4828,,W/CS/10,1981,stackyard series c,09-Apr-81,,,,diary record,,"rotary cultivated, seed sown",Seed sown,,,,,
,4829,,W/CS/10,1981,stackyard series c,01-Jun-81,,,,diary record,,"Dicamba, mecoprop and MCPA (as 'Banlene Plus' at 4.9 1) and Tridemorph at 0.53 l in 280 l","Banlene Plus (Dicamba, Mecoprop, MCPA)",4.9,l/ha,280,l/ha,
,4829,,W/CS/10,1981,stackyard series c,01-Jun-81,,,,diary record,,"Dicamba, mecoprop and MCPA (as 'Banlene Plus' at 4.9 1) and Tridemorph at 0.53 l in 280 l",Tridemorph,0.53,l/ha,,,
,4830,,W/CS/10,1981,stackyard series c,03-Sep-81,,,,diary record,,combine harvested,Combine harvested,,,,,
,4837,,W/CS/10,1982,stackyard series c,25-Nov-81,,,,diary record,,ground Chalk applied,Ground Chalk applied,,,,,
,4838,,W/CS/10,1982,stackyard series c,26-Feb-82,,,,diary record,,ploughed,Ploughed,,,,,
,4839,,W/CS/10,1982,stackyard series c,24-Mar-82,,,,diary record,,"P and K applied, K at 120 kg as muriate of potash.","P and K applied, K as muriate of potash.",120,kg/ha,,,
,4840,,W/CS/10,1982,stackyard series c,25-Mar-82,,,,diary record,,"Mg at 40 kg as kieserite and N at 80 kg as Nitro-chalk applied, heavy spring-tine cultivated",Mg as kieserite,80,kg/ha,,,
,4840,,W/CS/10,1982,stackyard series c,25-Mar-82,,,,diary record,,"Mg at 40 kg as kieserite and N at 80 kg as Nitro-chalk applied, heavy spring-tine cultivated",Nitro-chalk,,,,,
,4840,,W/CS/10,1982,stackyard series c,25-Mar-82,,,,diary record,,"Mg at 40 kg as kieserite and N at 80 kg as Nitro-chalk applied, heavy spring-tine cultivated",Heavy spring-tine cultivated,,,,,
,4841,,W/CS/10,1982,stackyard series c,29-Mar-82,,,,diary record,,"spring-tine cultivated with crumbler attached, seed sown",Spring-tine cultivated with crumbler attached,,,,,
,4841,,W/CS/10,1982,stackyard series c,29-Mar-82,,,,diary record,,"spring-tine cultivated with crumbler attached, seed sown",Seed sown,,,,,
,4842,,W/CS/10,1982,stackyard series c,26-May-82,,,,diary record,,"Dicamba, mecoprop and MCPA (as 'Herrisol' at 4.9 1) in 280 1","Herrisol (Dicamba, Mecoprop, MCPA)",4.9,l/ha,280,l/ha,
,4843,,W/CS/10,1982,stackyard series c,20-Aug-82,,,,diary record,,combine harvested,Combine harvested,,,,,
,4861,,W/CS/10,1983,stackyard series c,12-Sep-82,,,,diary record,,glyphosate at 1.5 kg in 280 1,Glyphosate,1.5,kg/ha,280,l/ha,
,4862,,W/CS/10,1983,stackyard series c,08-Oct-82,,,,diary record,,ploughed,Ploughed,,,,,
,4863,,W/CS/10,1983,stackyard series c,04-Nov-82,,,,diary record,,ground Chalk treatment applied,Ground Chalk treatment applied,,,,,
,4864,,W/CS/10,1983,stackyard series c,23-Dec-82,,,,diary record,,ploughed,Ploughed,,,,,
,4865,,W/CS/10,1983,stackyard series c,21-Mar-83,,,,diary record,,Heavy spring-tine cultivated,Heavy spring-tine cultivated,,,,,
,4866,,W/CS/10,1983,stackyard series c,22-Mar-83,,,,diary record,,"P treatment and N, K and Mg applied, N at 260 kg as 'Nitro-chalk', K at 210 kg as muriate of potash, Mg at 40 kg as keserite.",P treatment,,,,,
,4866,,W/CS/10,1983,stackyard series c,22-Mar-83,,,,diary record,,"P treatment and N, K and Mg applied, N at 260 kg as 'Nitro-chalk', K at 210 kg as muriate of potash, Mg at 40 kg as keserite.",Nitro-chalk,260,kgN/ha,,,
,4866,,W/CS/10,1983,stackyard series c,22-Mar-83,,,,diary record,,"P treatment and N, K and Mg applied, N at 260 kg as 'Nitro-chalk', K at 210 kg as muriate of potash, Mg at 40 kg as keserite.",K20 as muriate of potash,210,kgK2O/ha,,,
,4866,,W/CS/10,1983,stackyard series c,22-Mar-83,,,,diary record,,"P treatment and N, K and Mg applied, N at 260 kg as 'Nitro-chalk', K at 210 kg as muriate of potash, Mg at 40 kg as keserite.",Mg as kieserite,40,kgMgO/ha,,,
,4867,,W/CS/10,1983,stackyard series c,28-Mar-83,,,,diary record,,Heavy spring-tine cultivated,Heavy spring-tine cultivated,,,,,
,4868,,W/CS/10,1983,stackyard series c,11-May-83,,,,diary record,,Heavy spring-tine cultivated,Heavy spring-tine cultivated,,,,,
,4869,,W/CS/10,1983,stackyard series c,11-May-83,,,,diary record,,"rotary cultivated, potatoes planted",Rotary cultivated,,,,,
,4869,,W/CS/10,1983,stackyard series c,11-May-83,,,,diary record,,"rotary cultivated, potatoes planted",Potatoes planted,,,,,
,4870,,W/CS/10,1983,stackyard series c,07-Jun-83,,,,diary record,,"rotary ridged##Linuron at 1.0 1 with paraquat at 0.4 kg ion in 250 1,",Rotary ridged,,,,,
,4870,,W/CS/10,1983,stackyard series c,07-Jun-83,,,,diary record,,"rotary ridged##Linuron at 1.0 1 with paraquat at 0.4 kg ion in 250 1,",Linuron,1,l/ha,250,l/ha,
,4870,,W/CS/10,1983,stackyard series c,07-Jun-83,,,,diary record,,"rotary ridged##Linuron at 1.0 1 with paraquat at 0.4 kg ion in 250 1,",Paraquat,0.4,kg ion/ha,250,l/ha,
,4871,,W/CS/10,1983,stackyard series c,22-Jun-83,,,,diary record,,mancozeb at 1.4 kg and pirimicarb at 0.14 kg in 250 1,Mancozeb,1.4,kg/ha,250,l/ha,
,4871,,W/CS/10,1983,stackyard series c,22-Jun-83,,,,diary record,,mancozeb at 1.4 kg and pirimicarb at 0.14 kg in 250 1,Pirimicarb,0.14,kg/ha,250,l/ha,
,4872,,W/CS/10,1983,stackyard series c,08-Jul-83,,,,diary record,,mancozeb at 1.4 kg in 250 1,Mancozeb,1.4,kg/ha,250,l/ha,
,4873,,W/CS/10,1983,stackyard series c,18-Jul-83,,,,diary record,,mancozeb at 1.4 kg and pirimicarb at 0.14 kg in 250 1,Mancozeb,1.4,kg/ha,250,l/ha,
,4873,,W/CS/10,1983,stackyard series c,18-Jul-83,,,,diary record,,mancozeb at 1.4 kg and pirimicarb at 0.14 kg in 250 1,Pirimicarb,0.14,kg/ha,250,l/ha,
,4874,,W/CS/10,1983,stackyard series c,01-Jul-83,,,,diary record,,mancozeb at 1.4 kg and pirimicarb at 0.14 kg in 250 1,Mancozeb,1.4,kg/ha,250,l/ha,
,4874,,W/CS/10,1983,stackyard series c,01-Jul-83,,,,diary record,,mancozeb at 1.4 kg and pirimicarb at 0.14 kg in 250 1,Pirimicarb,0.14,kg/ha,250,l/ha,
,4875,,W/CS/10,1983,stackyard series c,29-Jul-83,,,,diary record,,Fentin hydroxide at 0.28 kg and pirimicarb at 0.14 kg in 250 1,Fentin hydroxide,0.28,kg/ha,250,l/ha,
,4875,,W/CS/10,1983,stackyard series c,29-Jul-83,,,,diary record,,Fentin hydroxide at 0.28 kg and pirimicarb at 0.14 kg in 250 1,Pirimicarb,0.14,kg/ha,250,l/ha,
,4876,,W/CS/10,1983,stackyard series c,11-Aug-83,,,,diary record,,Fentin hydroxide at 0.28 kg and pirimicarb at 0.14 kg in 250 1,Fentin hydroxide,0.28,kg/ha,250,l/ha,
,4876,,W/CS/10,1983,stackyard series c,11-Aug-83,,,,diary record,,Fentin hydroxide at 0.28 kg and pirimicarb at 0.14 kg in 250 1,Pirimicarb,0.14,kg/ha,250,l/ha,
,4877,,W/CS/10,1983,stackyard series c,26-Aug-83,,,,diary record,,Fentin hydroxide at 0.28 kg and pirimicarb at 0.14 kg in 250 1,Fentin hydroxide,0.28,kg/ha,250,l/ha,
,4877,,W/CS/10,1983,stackyard series c,26-Aug-83,,,,diary record,,Fentin hydroxide at 0.28 kg and pirimicarb at 0.14 kg in 250 1,Pirimicarb,0.14,kg/ha,250,l/ha,
,4878,,W/CS/10,1983,stackyard series c,09-Sep-83,,,,diary record,,Fentin hydroxide at 0.28 kg in 250 1,Fentin hydroxide,0.28,kg/ha,250,l/ha,
,4879,,W/CS/10,1983,stackyard series c,05-Oct-83,,,,diary record,,Haulm mechanically destroyed,Haulm mechanically destroyed,,,,,
,4880,,W/CS/10,1983,stackyard series c,17-Oct-83,,,,diary record,,Haulm desiccant Diquat at 0.50 kg for in 250 1,Haulm desiccant Diquat,0.5,kg/ha,250,l/ha,
,4881,,W/CS/10,1983,stackyard series c,07-Nov-83,,,,diary record,,lifted,Lifted,,,,,
,4889,,W/CS/10,1984,stackyard series c,16-Jan-84,,,,diary record,,Deep-tine cultivated,Deep-tine cultivated,,,,,
,4890,,W/CS/10,1984,stackyard series c,15-May-84,,,,diary record,,Heavy spring-tine cultivated,Heavy spring-tine cultivated,,,,,
,4891,,W/CS/10,1984,stackyard series c,10-Jul-84,,,,diary record,,cultivated with thistle bar,Cultivated with thistle bar,,,,,
,4892,,W/CS/10,1984,stackyard series c,10-Aug-84,,,,diary record,,cultivated with thistle bar,Cultivated with thistle bar,,,,,
,4893,,W/CS/10,1984,stackyard series c,25-Jul-84,,,,diary record,,rotary cultivated,Rotary cultivated,,,,,
,4898,,W/CS/10,1985,stackyard series c,13-Mar-85,,,,diary record,,ploughed,Ploughed,,,,,
,4899,,W/CS/10,1985,stackyard series c,18-Mar-85,,,,diary record,,"spring-tine cultivated, NK applied (25:0:16) at 490 kg, harrowed, seed sown",Spring-tine cultivated,,,,,
,4899,,W/CS/10,1985,stackyard series c,18-Mar-85,,,,diary record,,"spring-tine cultivated, NK applied (25:0:16) at 490 kg, harrowed, seed sown",NK applied (25:0:16),490,kg/ha,,,
,4899,,W/CS/10,1985,stackyard series c,18-Mar-85,,,,diary record,,"spring-tine cultivated, NK applied (25:0:16) at 490 kg, harrowed, seed sown",Harrowed,,,,,
,4899,,W/CS/10,1985,stackyard series c,18-Mar-85,,,,diary record,,"spring-tine cultivated, NK applied (25:0:16) at 490 kg, harrowed, seed sown",Seed sown,,,,,
,4900,,W/CS/10,1985,stackyard series c,16-May-85,,,,diary record,,mecoprop at 1.2 kg with bromoxynil at 0.26 kg and ioxynil at 0.26 kg in 250 l.,Mecoprop,1.2,kg/ha,250,l/ha,
,4900,,W/CS/10,1985,stackyard series c,16-May-85,,,,diary record,,mecoprop at 1.2 kg with bromoxynil at 0.26 kg and ioxynil at 0.26 kg in 250 l.,Bromoxynil,0.26,kg/ha,250,l/ha,
,4900,,W/CS/10,1985,stackyard series c,16-May-85,,,,diary record,,mecoprop at 1.2 kg with bromoxynil at 0.26 kg and ioxynil at 0.26 kg in 250 l.,Ioxynil,0.26,kg/ha,250,l/ha,
,4901,,W/CS/10,1985,stackyard series c,28-Aug-85,,,,diary record,,combine harvested,Combine harvested,,,,,
,4907,,W/CS/10,1986,stackyard series c,09-Oct-85,,,,diary record,,ploughed,Ploughed,,,,,
,4908,,W/CS/10,1986,stackyard series c,22-Oct-85,,,,diary record,,"rolled, power harrowed, seed sown",Rolled,,,,,
,4908,,W/CS/10,1986,stackyard series c,22-Oct-85,,,,diary record,,"rolled, power harrowed, seed sown",Power harrowed,,,,,
,4908,,W/CS/10,1986,stackyard series c,22-Oct-85,,,,diary record,,"rolled, power harrowed, seed sown",Seed sown,,,,,
,4909,,W/CS/10,1986,stackyard series c,30-Apr-86,,,,diary record,,"N applied, N at 190 kg as nitram.",Nitram,190,kgN/ha,,,
,4910,,W/CS/10,1986,stackyard series c,19-May-86,,,,diary record,,Clopyralid at 0.05 kg with bromoxynil octanoate at 0.24 kg and mecoprop at 2.1 kg in 250 l.,Clopyralid,0.05,kg/ha,250,l/ha,
,4910,,W/CS/10,1986,stackyard series c,19-May-86,,,,diary record,,Clopyralid at 0.05 kg with bromoxynil octanoate at 0.24 kg and mecoprop at 2.1 kg in 250 l.,Bromoxynil octanoate,0.24,kg/ha,250,l/ha,
,4910,,W/CS/10,1986,stackyard series c,19-May-86,,,,diary record,,Clopyralid at 0.05 kg with bromoxynil octanoate at 0.24 kg and mecoprop at 2.1 kg in 250 l.,Mecoprop,2.1,kg/ha,250,l/ha,
,4911,,W/CS/10,1986,stackyard series c,07-Sep-86,,,,diary record,,combine harvested,Combine harvested,,,,,
,4918,,W/CS/10,1987,stackyard series c,16-Sep-86,,,,diary record,,glyphosate at 1.4 kg in 200 1,Glyphosate,1.4,kg/ha,200,l/ha,
,4919,,W/CS/10,1987,stackyard series c,13-Nov-86,,,,diary record,,Chalk treatment applied,Chalk treatment applied,,,,,
,4920,,W/CS/10,1987,stackyard series c,28-Nov-86,,,,diary record,,ploughed,Ploughed,,,,,
,4921,,W/CS/10,1987,stackyard series c,06-Apr-87,,,,diary record,,"spiked harrowed with crumbler attached, seed sown",Spiked harrowed with crumbler attached,,,,,
,4921,,W/CS/10,1987,stackyard series c,06-Apr-87,,,,diary record,,"spiked harrowed with crumbler attached, seed sown",Seed sown,,,,,
,4922,,W/CS/10,1987,stackyard series c,13-Apr-87,,,,diary record,,Harrowed##terbutryne at 0.56 kg with terbuthylazine at 0.24 kg in 240 1.,Harrowed,,,,,
,4922,,W/CS/10,1987,stackyard series c,13-Apr-87,,,,diary record,,Harrowed##terbutryne at 0.56 kg with terbuthylazine at 0.24 kg in 240 1.,Terbutryne,0.56,kg/ha,240,l/ha,
,4922,,W/CS/10,1987,stackyard series c,13-Apr-87,,,,diary record,,Harrowed##terbutryne at 0.56 kg with terbuthylazine at 0.24 kg in 240 1.,Terbuthylazine,0.24,kg/ha,240,l/ha,
,4923,,W/CS/10,1987,stackyard series c,08-May-87,,,,diary record,,Deltamathrin at 0.038 kg in 200 1,Deltamathrin,0.038,kg/ha,200,l/ha,
,4924,,W/CS/10,1987,stackyard series c,13-Jul-87,,,,diary record,,benomyl at 1.0 kg and pirimicarb at 0.15 kg and a wetting agent ('Enhance' at 0.06 1) in 200 1.,Benomyl,1,kg/ha,200,l/ha,
,4924,,W/CS/10,1987,stackyard series c,13-Jul-87,,,,diary record,,benomyl at 1.0 kg and pirimicarb at 0.15 kg and a wetting agent ('Enhance' at 0.06 1) in 200 1.,Pirimicarb,0.15,kg/ha,200,l/ha,
,4924,,W/CS/10,1987,stackyard series c,13-Jul-87,,,,diary record,,benomyl at 1.0 kg and pirimicarb at 0.15 kg and a wetting agent ('Enhance' at 0.06 1) in 200 1.,Enhance (wetting agent),0.06,l/ha,200,l/ha,
,4925,,W/CS/10,1987,stackyard series c,18-Nov-87,,,,diary record,,combine harvested,Combine harvested,,,,,
,4934,,W/CS/10,1988,stackyard series c,10-Feb-88,,,,diary record,,"P treatment K and Mg applied, K as muriate of potash at 160 kg, Mg as Kieserite at 100 kg.",P treatment: K as muriate of potash,160,kg/ha,200,l/ha,
,4934,,W/CS/10,1988,stackyard series c,10-Feb-88,,,,diary record,,"P treatment K and Mg applied, K as muriate of potash at 160 kg, Mg as Kieserite at 100 kg.",P treatment: Mg as Kieserite.,100,kg/ha,200,l/ha,
,4935,,W/CS/10,1988,stackyard series c,23-Feb-88,,,,diary record,,ploughed,Ploughed,,,,,
,4936,,W/CS/10,1988,stackyard series c,05-Apr-88,,,,diary record,,Heavy spring-tine cultivated,Heavy spring-tine cultivated,,,,,
,4937,,W/CS/10,1988,stackyard series c,22-Apr-88,,,,diary record,,N applied as Nitram at 250 kg##spiked harrowed with crumbler attached##Trifluralin at 0.84 kg in 200 l##spiked harrowed with crumbler attached##seed sown,Nitram,250,kgN/ha,,,
,4937,,W/CS/10,1988,stackyard series c,22-Apr-88,,,,diary record,,N applied as Nitram at 250 kg##spiked harrowed with crumbler attached##Trifluralin at 0.84 kg in 200 l##spiked harrowed with crumbler attached##seed sown,Spiked harrowed with crumbler attached,,,,,
,4937,,W/CS/10,1988,stackyard series c,22-Apr-88,,,,diary record,,N applied as Nitram at 250 kg##spiked harrowed with crumbler attached##Trifluralin at 0.84 kg in 200 l##spiked harrowed with crumbler attached##seed sown,Trifluralin,0.84,kg/ha,200,l/ha,
,4937,,W/CS/10,1988,stackyard series c,22-Apr-88,,,,diary record,,N applied as Nitram at 250 kg##spiked harrowed with crumbler attached##Trifluralin at 0.84 kg in 200 l##spiked harrowed with crumbler attached##seed sown,Spiked harrowed with crumbler attached,,,,,
,4937,,W/CS/10,1988,stackyard series c,22-Apr-88,,,,diary record,,N applied as Nitram at 250 kg##spiked harrowed with crumbler attached##Trifluralin at 0.84 kg in 200 l##spiked harrowed with crumbler attached##seed sown,Seed sown,,,,,
,4938,,W/CS/10,1988,stackyard series c,05-May-88,,,,diary record,,Linuron at 0.26 kg in 220 1,Linuron,0.26,kg/ha,220,l/ha,
,4939,,W/CS/10,1988,stackyard series c,21-Sep-88,,,,diary record,,desiccant Diquat at 0.60 kg ion in 400 1,Desiccant Diquat applied,0.6,kg ion/ha,400,l/ha,
,4940,,W/CS/10,1988,stackyard series c,01-Nov-88,,,,diary record,,combine harvested,Combine harvested,,,,,
,4950,,W/CS/10,1989,stackyard series c,14-Dec-88,,,,diary record,,ploughed,Ploughed,,,,,
,4951,,W/CS/10,1989,stackyard series c,28-Mar-89,,,,diary record,,spring-tine cultivated,Spring-tine cultivated,,,,,
,4952,,W/CS/10,1989,stackyard series c,31-Mar-89,,,,diary record,,"rotary harrowed, seed sown",Rotary harrowed,,,,,
,4952,,W/CS/10,1989,stackyard series c,31-Mar-89,,,,diary record,,"rotary harrowed, seed sown",Seed sown,,,,,
,4953,,W/CS/10,1989,stackyard series c,22-Apr-89,,,,diary record,,Simazine at 0.14 kg and triatazine at 1.0 kg in 220 1.,Simazine,0.14,kg/ha,220,l/ha,
,4953,,W/CS/10,1989,stackyard series c,22-Apr-89,,,,diary record,,Simazine at 0.14 kg and triatazine at 1.0 kg in 220 1.,Triatazine,1,kg/ha,220,l/ha,
,4954,,W/CS/10,1989,stackyard series c,22-May-89,,,,diary record,,Deltamathrin at 6.2 g in 220 1,Deltamathrin,6.2,g/ha,220,l/ha,
,4955,,W/CS/10,1989,stackyard series c,07-Jun-89,,,,diary record,,Deltamathrin  at 7.5 g in 220 1,Deltamathrin,7.5,g/ha,220,l/ha,
,4956,,W/CS/10,1989,stackyard series c,07-Jun-89,,,,diary record,,Alloxydim-sodium at 1.5 kg in 220 1.,Alloxydim-sodium,1.5,kg/ha,220,l/ha,
,4957,,W/CS/10,1989,stackyard series c,22-Jun-89,,,,diary record,,pirimicarb at 0.14 kg in 220 1.,Pirimicarb,0.14,kg/ha,220,l/ha,
,4958,,W/CS/10,1989,stackyard series c,12-Jul-89,,,,diary record,,benomyl at 0.55 kg applied with a wetting agent and Fenpropimorph at 0.75 kg in 220 1,Benomyl,0.55,kg/ha,220,l/ha,
,4959,,W/CS/10,1989,stackyard series c,22-Aug-89,,,,diary record,,combine harvested,Combine harvested,,,,,
,4969,,W/CS/10,1990,stackyard series c,01-Sep-89,,,,diary record,,glyphosate at 1.4 kg in 220 1,Glyphosate,1.4,kg/ha,220,l/ha,
,4970,,W/CS/10,1990,stackyard series c,05-Jan-90,,,,diary record,,ploughed,Ploughed,,,,,
,4971,,W/CS/10,1990,stackyard series c,05-Mar-90,,,,diary record,,phorate at 1.8 kg##power harrowed with crumbler attached##seed sown,Phorate,1.8,kg/ha,,,
,4971,,W/CS/10,1990,stackyard series c,05-Mar-90,,,,diary record,,phorate at 1.8 kg##power harrowed with crumbler attached##seed sown,Power harrowed with crumbler attached,,,,,
,4971,,W/CS/10,1990,stackyard series c,05-Mar-90,,,,diary record,,phorate at 1.8 kg##power harrowed with crumbler attached##seed sown,Seed sown,,,,,
,4972,,W/CS/10,1990,stackyard series c,13-Mar-90,,,,diary record,,Simazine at 0.14 kg and triatazine at 0.97 kg in 220 1,Simazine,0.14,kg/ha,220,l/ha,
,4972,,W/CS/10,1990,stackyard series c,13-Mar-90,,,,diary record,,Simazine at 0.14 kg and triatazine at 0.97 kg in 220 1,Triatazine,0.97,kg/ha,220,l/ha,
,4973,,W/CS/10,1990,stackyard series c,25-May-90,,,,diary record,,paraquat at 0.60 kg ion.,Paraquat,0.6,kg ion/ha,,,
,4989,,W/CS/10,1991,stackyard series c,15-Aug-90,,,,diary record,,disced,Disced,,,,,
,4990,,W/CS/10,1991,stackyard series c,21-Aug-91,,,,diary record,,subsoiled with tines 15 m apart 04 m deep,Subsoiled with tines 15 cm apart 0.40 m deep,,,,,
,4991,,W/CS/10,1991,stackyard series c,22-Aug-91,,,,diary record,,ploughed and rolled,Ploughed,,,,,
,4991,,W/CS/10,1991,stackyard series c,22-Aug-91,,,,diary record,,ploughed and rolled,Rolled,,,,,
,4992,,W/CS/10,1991,stackyard series c,28-Aug-91,,,,diary record,,"N and K applied, (25:0:16) at 200 kg",NK applied (25:0:16),200,kg/ha,,,
,4993,,W/CS/10,1991,stackyard series c,30-Aug-91,,,,diary record,,"rotary harrowed with crumbler attached, seed sown",Rotary harrowed with crumbler attached,,,,,
,4993,,W/CS/10,1991,stackyard series c,30-Aug-91,,,,diary record,,"rotary harrowed with crumbler attached, seed sown",Seed sown,,,,,
,4994,,W/CS/10,1991,stackyard series c,01-Nov-91,,,,diary record,,Quizalofop-ethyl at 38 g with metazachlor at 0.75 kg applied with adjuvant 'Cropspray 11 E' at 2.0 1 in 220 1.,Quizalofop-ethyl,38,g/ha,220,l/ha,
,4994,,W/CS/10,1991,stackyard series c,01-Nov-91,,,,diary record,,Quizalofop-ethyl at 38 g with metazachlor at 0.75 kg applied with adjuvant 'Cropspray 11 E' at 2.0 1 in 220 1.,Metazachlor,0.75,kg/ha,220,l/ha,
,4994,,W/CS/10,1991,stackyard series c,01-Nov-91,,,,diary record,,Quizalofop-ethyl at 38 g with metazachlor at 0.75 kg applied with adjuvant 'Cropspray 11 E' at 2.0 1 in 220 1.,Adjuvant 'Cropspray 11 E',2,l/ha,220,l/ha,
,4995,,W/CS/10,1991,stackyard series c,15-Nov-91,,,,diary record,,Deltamathrin at 6.2 g in 220 1,Deltamathrin,6.2,g/ha,220,l/ha,
,4996,,W/CS/10,1991,stackyard series c,03-Dec-91,,,,diary record,,"Mg applied, Magnesium at 0.13 kg as 'Vytel Liquid Magnesium' in 200 1",Magnesium as 'Vytel Liquid Magnesium',0.13,kg/ha,200,l/ha,
,4997,,W/CS/10,1991,stackyard series c,15-Mar-91,,,,diary record,,N applied as Nitram at 580 kg,Nitram,580,kgN/ha,,,
,4998,,W/CS/10,1991,stackyard series c,12-Apr-91,,,,diary record,,Deltamathrin at 6.2 g and Prochloraz at 0.28 kg in 220 1,Deltamathrin,6.2,g/ha,220,l/ha,
,4998,,W/CS/10,1991,stackyard series c,12-Apr-91,,,,diary record,,Deltamathrin at 6.2 g and Prochloraz at 0.28 kg in 220 1,Prochloraz,0.28,kg/ha,220,l/ha,
