record_id,source_id,sequence,Experiment,harvest_year,plots,start_date_orig,start date,end_date_orig,end_date,type,flag,orig_record,record,Column,rate,unit,water_volume,water_volume_unit
,1287,,RW/CS/10,1965,stackyard series c,,,,,variety,1,Maris Badger,Maris Badger,,,,,
,1288,,RW/CS/10,1966,sawyers i,10-Jan-66,10/01/1966,,,diary record,1,ploughed,Ploughed,,,,,
,1289,,RW/CS/10,1966,sawyers i,14-Mar-66,14/03/1966,,,diary record,1,"P and K applied, 0.5 cwt N as 'Nitro-chalk' combine drilled. Seed drilled at 160 lb. ",P and K applied,,,,,
,1289,,RW/CS/10,1966,sawyers i,14-Mar-66,14/03/1966,,,diary record,1,"P and K applied, 0.5 cwt N as 'Nitro-chalk' combine drilled. Seed drilled at 160 lb. ",N as Nitro-chalk combine drilled,,0.5,cwt N per acre,,
,1289,,RW/CS/10,1966,sawyers i,14-Mar-66,14/03/1966,,,diary record,1,"P and K applied, 0.5 cwt N as 'Nitro-chalk' combine drilled. Seed drilled at 160 lb. ",Seed drilled,,160,lb per acre,,
,1290,,RW/CS/10,1966,sawyers i,20-May-66,20/05/1966,,,diary record,1,"sprayed, Ioxynil/mecoprop ('Actril C' at 4 pints in 40 gals)","sprayed, Ioxynil/mecoprop (Actril C)",,4,pints per acre,40,gallons per acre
,1291,,RW/CS/10,1966,sawyers i,26-Aug-66,26/08/1966,,,diary record,1,combine harvested,combine harvested,,,,,
,1292,,RW/CS/10,1966,sawyers i,,,,,variety,1,Maris Badger,Maris Badger,,,,,
,1293,,RW/CS/10,1966,stackyard series c,16-Sep-65,16/09/1965,,,diary record,1,ploughed,Ploughed,,,,,
,1294,,RW/CS/10,1966,stackyard series c,10-Mar-65,10/03/1965,,,diary record,1,P and K applied,P and K applied,,,,,
,1295,,RW/CS/10,1966,stackyard series c,11-Mar-66,11/03/1966,,,diary record,1,"0.5 cwt N Sulphate of ammonia applied, broadcast by machine, seed drilled at 140 lb","Sulphate of ammonia applied, broadcast by machine",,0.5,cwt N per acre,,
,1295,,RW/CS/10,1966,stackyard series c,11-Mar-66,11/03/1966,,,diary record,1,"0.5 cwt N Sulphate of ammonia applied, broadcast by machine, seed drilled at 140 lb",Seed drilled,,140,lb per acre,,
,1296,,RW/CS/10,1966,stackyard series c,11-May-66,11/05/1966,,,diary record,1,"sprayed, Ioxynil/mecoprop ('Actril C' at 4 pints in 35 gals)","sprayed, Ioxynil/mecoprop (Actril C)",,4,pints per acre,35,gallons per acre
,1297,,RW/CS/10,1966,stackyard series c,07-Jun-66,07/06/1966,,,diary record,1,0.5 cwt N as 'Nitro-chalk' applied by machine,Nitro-chalk applied by machine,,0.5,cwt N per acre,,
,1298,,RW/CS/10,1966,stackyard series c,08-Sep-66,08/09/1966,,,diary record,1,combine harvested,combine harvested,,,,,
,1299,,RW/CS/10,1966,stackyard series c,,,,,variety,1,Maris Badger,Maris Badger,,,,,
,1300,,RW/CS/10,1967,sawyers i,16-Sep-66,16/09/1966,,,diary record,1,ploughed,Ploughed,,,,,
,1301,,RW/CS/10,1967,sawyers i,22-Feb-67,22/02/1967,,,diary record,1,P and K applied,P and K applied,,,,,
,1302,,RW/CS/10,1967,sawyers i,03-Mar-67,03/03/1967,,,diary record,1,seed drilled at 140 lb. 0.75 cwt N as 'Nitro-chalk' combine drilled.,Seed drilled,,140,lb per acre,,
,1302,,RW/CS/10,1967,sawyers i,03-Mar-67,03/03/1967,,,diary record,1,seed drilled at 140 lb. 0.75 cwt N as 'Nitro-chalk' combine drilled.,N as Nitro-chalk combine drilled,,0.75,cwt N per acre,,
,1303,,RW/CS/10,1967,sawyers i,12-May-67,12/05/1967,,,diary record,1,"weedkiller applied, mecoprop/2,4-D (Methoxone Extra at 6 pints in 30 gals)","weedkiller applied mecoprop/2,4-D (Methoxone Extra)",,6,pints per acre,30,gallons per acre
,1304,,RW/CS/10,1967,sawyers i,22-Aug-67,22/08/1967,,,diary record,1,combine harvested,combine harvested,,,,,
,1305,,RW/CS/10,1967,sawyers i,,,,,variety,1,Maris Badger,Maris Badger,,,,,
,1306,,RW/CS/10,1967,stackyard series c,27-Sep-66,27/09/1966,,,diary record,1,aminotriazole at 4 lb and ammonium thiocyanate 3.7 lb in 33 gals applied,aminotriazole applied,,4,lb per acre,33,gallons per acre
,1306,,RW/CS/10,1967,stackyard series c,27-Sep-66,27/09/1966,,,diary record,1,aminotriazole at 4 lb and ammonium thiocyanate 3.7 lb in 33 gals applied,ammonium thiocyanate applied,,3.7,lb per acre,33,gallons per acre
,1307,,RW/CS/10,1967,stackyard series c,28-Oct-66,28/10/1966,,,diary record,1,ploughed,Ploughed,,,,,
,1308,,RW/CS/10,1967,stackyard series c,24-Feb-67,24/02/1967,,,diary record,1,P and K applied,P and K applied,,,,,
,1309,,RW/CS/10,1967,stackyard series c,04-Mar-67,04/03/1967,,,diary record,1,"0.62 cwt N as Sulphate of ammonia applied, broadcast in the seedbed. seed drilled at 140 lb","Sulphate of ammonia applied, broadcast in the seedbed",,0.62,cwt N per acre,,
,1309,,RW/CS/10,1967,stackyard series c,04-Mar-67,04/03/1967,,,diary record,1,"0.62 cwt N as Sulphate of ammonia applied, broadcast in the seedbed. seed drilled at 140 lb",Seed drilled,,140,lb per acre,,
,1310,,RW/CS/10,1967,stackyard series c,21-Mar-67,21/03/1967,,,diary record,1,"0.38 cwt N as sulphate of ammonia applied, by hand as a top-dressing","sulphate of ammonia applied, by hand as a top-dressing",,0.38,cwt N per acre,,
,1311,,RW/CS/10,1967,stackyard series c,09-May-67,09/05/1967,,,diary record,1,Ioxynil/mecoprop applied ('Actril C' at 5 pints in 35 gals),Ioxynil/mecoprop applied (Actril C),,5,pints per acre,35,gallons per acre
,1312,,RW/CS/10,1967,stackyard series c,31-May-67,31/05/1967,,,diary record,1,Ioxynil/mecoprop applied ('Actril C' at 5 pints in 35 gals). (The second application was made because the first had litle effect),Ioxynil/mecoprop applied (Actril C). (The second application was made because the first had little effect),,5,pints per acre,35,gallons per acre
,1313,,RW/CS/10,1967,stackyard series c,21-Aug-67,21/08/1967,,,diary record,1,combine harvested,combine harvested,,,,,
,1314,,RW/CS/10,1967,stackyard series c,,,,,variety,1,Maris Badger,Maris Badger,,,,,
,1315,,W/RN/12,1964,,23-Sep-63,23/09/1963,,,diary record,1,subsoiled,subsoiled,,,,,
,1316,,W/RN/12,1964,,03-Oct-63,03/10/1963,,,diary record,1,ploughed,Ploughed,,,,,
,1317,,W/RN/12,1964,,03-Jan-64,03/01/1964,,,diary record,1,ploughed,Ploughed,,,,,
,1318,,W/RN/12,1964,,01-May-64,01/05/1964,,,diary record,1,fertilizers applied,Fertilizers applied,,,,,
,1319,,W/RN/12,1964,,07-May-64,07/05/1964,,,diary record,1,seed sown,seed sown,,,,,
,1320,,W/RN/12,1965,all plots,02-Jul-64,02/07/1964,,,diary record,1,rotary cultivated,rotary cultivated,,,,,
,1321,,W/RN/12,1965,all plots,18-Jul-64,18/07/1964,,,diary record,1,rotary cultivated,rotary cultivated,,,,,
,1322,,W/RN/12,1965,all plots,17-Aug-64,17/08/1964,,,diary record,1,Deep-tine cultivated,Deep-tine cultivated,,,,,
,1323,,W/RN/12,1965,all plots,13-Oct-64,13/10/1964,,,diary record,1,rotary cultivated,rotary cultivated,,,,,
,1324,,W/RN/12,1965,all plots,16-Nov-64,16/11/1964,,,diary record,1,ploughed,Ploughed,,,,,
,1325,,W/RN/12,1965,all plots,21-Apr-65,21/04/1965,,,diary record,1,rotary cultivated,rotary cultivated,,,,,
,1326,,W/RN/12,1965,lc and ln plots,23-Apr-65,23/04/1965,,,diary record,1,"seed sown, seedbed fertilizers applied",seed sown,,,,,
,1326,,W/RN/12,1965,lc and ln plots,23-Apr-65,23/04/1965,,,diary record,1,"seed sown, seedbed fertilizers applied",seedbed fertilizers applied,,,,,
,1327,,W/RN/12,1965,lc and ln plots,03-Jun-65,03/06/1965,,,diary record,1,sprayed with dinoseb at 1.25 lb in 40 gals,sprayed with dinoseb,,1.25,lb per acre,40,gallons per acre
,1328,,W/RN/12,1965,lc and ln plots,12-Aug-65,12/08/1965,,,diary record,1,cut,Cut,,,,,
,1329,,W/RN/12,1965,lc and ln plots,20-Oct-65,20/10/1965,,,diary record,1,cut,Cut,,,,,
,1330,,W/RN/12,1965,lc and ln plots,20-Aug-65,20/08/1965,,,diary record,1,'Nitro-chalk' applied,Nitro-chalk applied,,,,,
,1331,,W/RN/12,1965,gm plots,23-Apr-65,23/04/1965,,,diary record,1,"seed sown, fertilizers applied",seed sown,,,,,
,1331,,W/RN/12,1965,gm plots,23-Apr-65,23/04/1965,,,diary record,1,"seed sown, fertilizers applied",Fertilizers applied,,,,,
,1332,,W/RN/12,1966,lc and ln plots,04-Nov-65,04/11/1965,,,diary record,1,Mg applied,Mg applied,,,,,
,1333,,W/RN/12,1966,lc and ln plots,17-Mar-66,17/03/1966,,,diary record,1,'Nitro-chalk' applied to Ln plots,Nitro-chalk applied to Ln plots,,,,,
,1334,,W/RN/12,1966,lc and ln plots,15-Jun-66,15/06/1966,,,diary record,1,'Nitro-chalk' applied to Ln plots,Nitro-chalk applied to Ln plots,,,,,
,1335,,W/RN/12,1966,lc and ln plots,22-Aug-66,22/08/1966,,,diary record,1,'Nitro-chalk' applied to Ln plots,Nitro-chalk applied to Ln plots,,,,,
,1336,,W/RN/12,1966,lc and ln plots,08-Jun-66,08/06/1966,,,diary record,1,Lc plots cut,Lc plots cut,,,,,
,1337,,W/RN/12,1966,lc and ln plots,13-Jul-66,13/07/1966,,,diary record,1,Lc plots cut,Lc plots cut,,,,,
,1338,,W/RN/12,1966,lc and ln plots,12-Aug-66,12/08/1966,,,diary record,1,Lc plots cut,Lc plots cut,,,,,
,1339,,W/RN/12,1966,lc and ln plots,25-Oct-66,25/10/1966,,,diary record,1,Lc plots cut,Lc plots cut,,,,,
,1340,,W/RN/12,1966,remainder,02-Sep-65,02/09/1965,07-Sep-65,07/09/1965,diary record,1,"peat, straw, dung, P, K, Mg, applied","peat, straw, dung, P, K, Mg, applied",,,,,
,1341,,W/RN/12,1966,remainder,07-Sep-65,07/09/1965,,,diary record,1,ploughed,Ploughed,,,,,
,1342,,W/RN/12,1966,remainder,02-Nov-65,02/11/1965,,,diary record,1,"wheat drilled, trefoil undersown on Gm plots",wheat drilled,,,,,
,1342,,W/RN/12,1966,remainder,02-Nov-65,02/11/1965,,,diary record,1,"wheat drilled, trefoil undersown on Gm plots",trefoil undersown on Gm plots,,,,,
,1343,,W/RN/12,1966,remainder,28-Apr-66,28/04/1966,,,diary record,1,'Nitro-chalk' applied,Nitro-chalk applied,,,,,
,1344,,W/RN/12,1966,remainder,28-Apr-66,28/04/1966,,,diary record,1,sprayed with paraquat at 0.75 lb ion in 34 gals,sprayed with paraquat,,0.75,lb ion per acre,34,gallons per acre
,1345,,W/RN/12,1966,remainder,30-Apr-66,30/04/1966,,,diary record,1,"barley drilled, trefoil undersown on Gm plots",barley drilled##trefoil undersown on Gm plots,,,,,
,1346,,W/RN/12,1966,remainder,09-Sep-66,09/09/1966,,,diary record,1,combine harvested,combine harvested,,,,,
,1347,,W/RN/12,1967,lc and ln plots,04-Nov-66,04/11/1966,,,diary record,1,"P, K and Mg applied","P, K and Mg applied",,,,,
,1348,,W/RN/12,1967,lc and ln plots,04-Apr-67,04/04/1967,,,diary record,1,'Nitro-Chalk' applied to LN plots,Nitro-chalk applied to Ln plots,,,,,
,1349,,W/RN/12,1967,lc and ln plots,19-Jun-67,19/06/1967,,,diary record,1,'Nitro-Chalk' applied to LN plots,Nitro-chalk applied to Ln plots,,,,,
,1350,,W/RN/12,1967,lc and ln plots,07-Apr-67,07/04/1967,,,diary record,1,"P, K and Mg applied","P, K and Mg applied",,,,,
,1351,,W/RN/12,1967,lc and ln plots,08-Jun-67,08/06/1967,,,diary record,1,Lc plots cut,Lc plots cut,,,,,
,1352,,W/RN/12,1967,lc and ln plots,13-Jul-67,13/07/1967,,,diary record,1,Lc plots cut,Lc plots cut,,,,,
,1353,,W/RN/12,1967,potatoes,11-Nov-66,11/11/1966,,,diary record,1,"P, K and Mg applied","P, K and Mg applied",,,,,
,1354,,W/RN/12,1967,potatoes,28-Nov-66,28/11/1966,29-Nov-66,29/11/1966,diary record,1,"peat, straw, dung applied","peat, straw, dung applied",,,,,
,1355,,W/RN/12,1967,potatoes,01-Nov-66,01/11/1966,,,diary record,1,ploughed,Ploughed,,,,,
,1356,,W/RN/12,1967,potatoes,04-Apr-67,04/04/1967,,,diary record,1,Additional peat applied,Additional peat applied,,,,,
,1357,,W/RN/12,1967,potatoes,04-Apr-67,04/04/1967,06-Apr-67,06/04/1967,diary record,1,"N,P,K and Mg applied","N,P,K and Mg applied",,,,,
,1358,,W/RN/12,1967,potatoes,05-Apr-67,05/04/1967,07-Apr-67,07/04/1967,diary record,1,"rotary cultivated, potatoes planted",rotary cultivated,,,,,
,1358,,W/RN/12,1967,potatoes,05-Apr-67,05/04/1967,07-Apr-67,07/04/1967,diary record,1,"rotary cultivated, potatoes planted",potatoes planted,,,,,
,1359,,W/RN/12,1967,potatoes,10-May-67,10/05/1967,,,diary record,1,earthed up,earthed up,,,,,
,1360,,W/RN/12,1967,potatoes,10-Jun-67,10/06/1967,,,diary record,1,rotary ridged,rotary ridged,,,,,
,1361,,W/RN/12,1967,potatoes,01-Jul-67,01/07/1967,,,diary record,1,sprayed with mancozeb at 1.2 lb in 30 gals,sprayed with mancozeb,,1.2,lb per acre,30,gallons per acre
,1362,,W/RN/12,1967,potatoes,28-Jul-67,28/07/1967,,,diary record,1,sprayed with mancozeb at 1.2 lb in 30 gals,sprayed with mancozeb,,1.2,lb per acre,30,gallons per acre
,1363,,W/RN/12,1967,potatoes,08-Aug-67,08/08/1967,,,diary record,1,sprayed with mancozeb at 1.2 lb in 30 gals,sprayed with mancozeb,,1.2,lb per acre,30,gallons per acre
,1364,,W/RN/12,1967,potatoes,21-Aug-67,21/08/1967,,,diary record,1,sprayed with undiluted BOV at 15 gals,sprayed with undiluted BOV,,15,gallons per acre,,
,1365,,W/RN/12,1967,potatoes,12-Sep-67,12/09/1967,13-Sep-67,13/09/1967,diary record,1,lifted,Lifted,,,,,
,1366,,W/RN/12,1967,potatoes,,,,,variety,1,Majestic,Majestic,,,,,
,1367,,R/WF/3,1952,None,18-Sep-51,18/09/1951,,,diary record,1,ploughed,Ploughed,,,,,
,1368,,R/WF/3,1952,None,19-Oct-51,19/10/1951,,,diary record,1,seed drilled at 3 bushels per acre,Seed drilled,,3,bushels per acre,,
,1369,,R/WF/3,1952,None,31-Jul-52,31/07/1952,,,diary record,1,Harvested,Harvested,,,,,
,1370,,R/WF/3,1952,None,,,,,variety,1,Squareheads Master 13/4,Squareheads Master 13/4,,,,,
,1371,,R/WF/3,1952,fallow plots,18-Sep-51,18/09/1951,,,diary record,1,ploughed,Ploughed,,,,,
,1372,,R/WF/3,1952,fallow plots,08-Feb-52,08/02/1952,,,diary record,1,ploughed,Ploughed,,,,,
,1373,,R/WF/3,1952,fallow plots,06-Sep-52,06/09/1952,,,diary record,1,ploughed,Ploughed,,,,,
,1374,,R/WF/3,1953,cropped plots,06-Sep-52,06/09/1952,,,diary record,1,ploughed,Ploughed,,,,,
,1375,,R/WF/3,1953,cropped plots,27-Oct-52,27/10/1952,,,diary record,1,seed drilled at 3 bushels per acre,Seed drilled,,3,bushels per acre,,
,1376,,R/WF/3,1953,cropped plots,20-Aug-53,20/08/1953,,,diary record,1,Harvested,Harvested,,,,,
,1377,,R/WF/3,1953,cropped plots,,,,,variety,1,Squareheads Master 13/4,Squareheads Master 13/4,,,,,
,1378,,R/WF/3,1953,fallow plots,06-Sep-52,06/09/1952,,,diary record,1,ploughed,Ploughed,,,,,
,1379,,R/WF/3,1953,fallow plots,03-Sep-53,03/09/1953,,,diary record,1,ploughed,Ploughed,,,,,
,1380,,R/WF/3,1954,cropped plots,03-Sep-53,03/09/1953,,,diary record,1,ploughed,Ploughed,,,,,
,1381,,R/WF/3,1954,cropped plots,22-Oct-53,22/10/1953,,,diary record,1,seed drilled at 3 bushels per acre,Seed drilled,,3,bushels per acre,,
,1382,,R/WF/3,1954,cropped plots,06-Sep-54,06/09/1954,,,diary record,1,Harvested,Harvested,,,,,
,1383,,R/WF/3,1954,cropped plots,,,,,variety,1,Squareheads Master 13/4,Squareheads Master 13/4,,,,,
,1384,,R/WF/3,1954,fallowed plots,03-Sep-53,03/09/1953,,,diary record,1,ploughed,Ploughed,,,,,
,1385,,R/WF/3,1954,fallowed plots,03-Dec-53,03/12/1953,,,diary record,1,ploughed,Ploughed,,,,,
,1386,,R/WF/3,1954,fallowed plots,25-Sep-54,25/09/1954,,,diary record,1,ploughed,Ploughed,,,,,
,1387,,R/WF/3,1955,cropped plots,25-Sep-54,25/09/1954,,,diary record,1,ploughed,Ploughed,,,,,
,1388,,R/WF/3,1955,cropped plots,07-Dec-54,07/12/1954,,,diary record,1,seed drilled at 3 bushels per acre,Seed drilled,,3,bushels per acre,,
,1389,,R/WF/3,1955,cropped plots,20-Aug-55,20/08/1955,,,diary record,1,Harvested,Harvested,,,,,
,1390,,R/WF/3,1955,cropped plots,,,,,variety,1,Squareheads Master 13/4,Squareheads Master 13/4,,,,,
,1391,,R/WF/3,1955,fallowed plots,25-Sep-54,25/09/1954,,,diary record,1,ploughed,Ploughed,,,,,
,1392,,R/WF/3,1955,fallowed plots,28-Sep-55,28/09/1955,,,diary record,1,ploughed,Ploughed,,,,,
,1393,,R/WF/3,1956,cropped plots,28-Sep-55,28/09/1955,,,diary record,1,ploughed,Ploughed,,,,,
,1394,,R/WF/3,1956,cropped plots,02-Nov-55,02/11/1955,,,diary record,1,seed drilled at 3 bushels per acre,Seed drilled,,3,bushels per acre,,
,1395,,R/WF/3,1956,cropped plots,01-Sep-56,01/09/1956,,,diary record,1,Harvested,Harvested,,,,,
,1396,,R/WF/3,1956,cropped plots,,,,,variety,1,Squareheads Master 13/4,Squareheads Master 13/4,,,,,
,1397,,R/WF/3,1956,fallowed plots,28-Sep-55,28/09/1955,,,diary record,1,ploughed,Ploughed,,,,,
,1398,,R/WF/3,1956,fallowed plots,15-May-56,15/05/1956,,,diary record,1,ploughed,Ploughed,,,,,
,1399,,R/WF/3,1956,fallowed plots,23-Aug-56,23/08/1956,,,diary record,1,ploughed,Ploughed,,,,,
,1400,,R/WF/3,1957,cropped plots,26-Sep-56,26/09/1956,,,diary record,1,ploughed,Ploughed,,,,,
,1401,,R/WF/3,1957,cropped plots,27-Oct-56,27/10/1956,,,diary record,1,seed sown at 3 bushels per acre,seed sown,,3,bushels per acre,,
,1402,,R/WF/3,1957,cropped plots,26-Aug-57,26/08/1957,,,diary record,1,combine harvested,combine harvested,,,,,
,1403,,R/WF/3,1957,cropped plots,,,,,variety,1,Squareheads Master 13/4,Squareheads Master 13/4,,,,,
,1404,,R/WF/3,1957,fallowed plots,26-Sep-56,26/09/1956,,,diary record,1,ploughed,Ploughed,,,,,
,1405,,R/WF/3,1958,cropped plots,02-Sep-57,02/09/1957,,,diary record,1,ploughed,Ploughed,,,,,
,1406,,R/WF/3,1958,cropped plots,15-Oct-57,15/10/1957,,,diary record,1,seed sown at 3 bushels per acre,seed sown,,3,bushels per acre,,
,1407,,R/WF/3,1958,cropped plots,05-Sep-58,05/09/1958,,,diary record,1,combine harvested,combine harvested,,,,,
,1408,,R/WF/3,1958,cropped plots,,,,,variety,1,Squareheads Master 13/4,Squareheads Master 13/4,,,,,
,1409,,R/WF/3,1958,fallowed plots,02-Sep-57,02/09/1957,,,diary record,1,ploughed,Ploughed,,,,,
,1410,,R/WF/3,1959,cropped plots,21-Oct-58,21/10/1958,,,diary record,1,ploughed,Ploughed,,,,,
,1411,,R/WF/3,1959,cropped plots,21-Nov-58,21/11/1958,,,diary record,1,seed sown at 3 bushels per acre,seed sown,,3,bushels per acre,,
,1412,,R/WF/3,1959,cropped plots,20-Aug-59,20/08/1959,,,diary record,1,combine harvested,combine harvested,,,,,
,1413,,R/WF/3,1959,cropped plots,,,,,variety,1,Squareheads Master 13/4,Squareheads Master 13/4,,,,,
,1414,,R/WF/3,1959,fallowed plots,21-Oct-58,21/10/1958,,,diary record,1,ploughed,Ploughed,,,,,
,1415,,R/WF/3,1959,fallowed plots,02-Jun-59,02/06/1959,,,diary record,1,ploughed,Ploughed,,,,,
,1416,,R/WF/3,1960,cropped plots,12-Sep-59,12/09/1959,,,diary record,1,ploughed,Ploughed,,,,,
,1417,,R/WF/3,1960,cropped plots,19-Oct-59,19/10/1959,,,diary record,1,seed sown at 3 bushels per acre,seed sown,,3,bushels per acre,,
,1418,,R/WF/3,1960,cropped plots,31-Aug-60,31/08/1960,,,diary record,1,combine harvested,combine harvested,,,,,
,1419,,R/WF/3,1960,cropped plots,,,,,variety,1,Squareheads Master 13/4,Squareheads Master 13/4,,,,,
,1420,,R/WF/3,1960,fallowed plots,11-Sep-59,11/09/1959,12-Sep-59,12/09/1959,diary record,1,ploughed twice,Ploughed,,,,,
,1421,,R/WF/3,1961,cropped plots,21-Sep-60,21/09/1960,,,diary record,1,ploughed,Ploughed,,,,,
,1422,,R/WF/3,1961,cropped plots,17-Jan-61,17/01/1961,,,diary record,1,seed sown at 3 bushels per acre,seed sown,,3,bushels per acre,,
,1423,,R/WF/3,1961,cropped plots,01-Sep-60,01/09/1960,,,diary record,1,combine harvested,combine harvested,,,,,
,1424,,R/WF/3,1961,cropped plots,,,,,variety,1,Squareheads Master 13/4,Squareheads Master 13/4,,,,,
,1425,,R/WF/3,1961,fallowed plots,21-Sep-60,21/09/1960,,,diary record,1,ploughed three times,Ploughed,,,,,
,1426,,R/WF/3,1961,fallowed plots,14-Jun-61,14/06/1961,,,diary record,1,ploughed three times,Ploughed,,,,,
,1427,,R/WF/3,1961,fallowed plots,18-Jul-61,18/07/1961,,,diary record,1,ploughed three times,Ploughed,,,,,
,1428,,R/WF/3,1962,cropped plots,15-Sep-61,15/09/1961,,,diary record,1,ploughed,Ploughed,,,,,
,1429,,R/WF/3,1962,cropped plots,01-Nov-61,01/11/1961,,,diary record,1,seed sown at 3 bushels per acre,seed sown,,3,bushels per acre,,
,1430,,R/WF/3,1962,cropped plots,15-Sep-62,15/09/1962,,,diary record,1,combine harvested,combine harvested,,,,,
,1431,,R/WF/3,1962,cropped plots,,,,,variety,1,Squareheads Master 13/4,Squareheads Master 13/4,,,,,
,1432,,R/WF/3,1962,fallowed plots,15-Sep-61,15/09/1961,,,diary record,1,ploughed three times,Ploughed,,,,,
,1433,,R/WF/3,1962,fallowed plots,17-May-62,17/05/1962,,,diary record,1,ploughed three times,Ploughed,,,,,
,1434,,R/WF/3,1962,fallowed plots,02-Jul-62,02/07/1962,,,diary record,1,ploughed three times,Ploughed,,,,,
,1435,,R/WF/3,1963,cropped plots,24-Oct-62,24/10/1962,,,diary record,1,ploughed,Ploughed,,,,,
,1436,,R/WF/3,1963,cropped plots,23-Nov-62,23/11/1962,,,diary record,1,seed drilled at 3 bushels per acre,Seed drilled,,3,bushels per acre,,
,1437,,R/WF/3,1963,cropped plots,10-Sep-63,10/09/1963,,,diary record,1,combine harvested,combine harvested,,,,,
,1438,,R/WF/3,1963,fallowed plots,24-Oct-62,24/10/1962,,,diary record,1,ploughed three times,Ploughed,,,,,
,1439,,R/WF/3,1963,fallowed plots,03-May-63,03/05/1963,,,diary record,1,ploughed three times,Ploughed,,,,,
,1440,,R/WF/3,1964,cropped plots,24-Sep-63,24/09/1963,,,diary record,1,ploughed,Ploughed,,,,,
,1441,,R/WF/3,1964,cropped plots,16-Oct-63,16/10/1963,,,diary record,1,seed drilled at 3 bushels,Seed drilled,,3,bushels per acre,,
,1442,,R/WF/3,1964,cropped plots,28-Aug-64,28/08/1964,,,diary record,1,combine harvested,combine harvested,,,,,
,1443,,R/WF/3,1964,fallowed plots,24-Sep-63,24/09/1963,,,diary record,1,ploughed 3 times,Ploughed,,,,,
,1444,,R/WF/3,1964,fallowed plots,30-May-64,30/05/1964,,,diary record,1,ploughed 3 times,Ploughed,,,,,
,1445,,R/WF/3,1964,fallowed plots,27-Jul-64,27/07/1964,,,diary record,1,ploughed 3 times,Ploughed,,,,,
,1446,,R/WF/3,1965,cropped plots,17-Sep-64,17/09/1964,,,diary record,1,ploughed,Ploughed,,,,,
,1447,,R/WF/3,1965,cropped plots,26-Oct-64,26/10/1964,,,diary record,1,seed drilled at 190 1b,Seed drilled,,190,lb per acre,,
,1448,,R/WF/3,1963,cropped plots,21-Sep-65,21/09/1965,,,diary record,1,combine harvested,combine harvested,,,,,
,1449,,R/WF/3,1965,fallowed plots,17-Sep-64,17/09/1964,,,diary record,1,ploughed 3 times,Ploughed,,,,,
,1450,,R/WF/3,1965,fallowed plots,19-Jul-65,19/07/1965,,,diary record,1,ploughed 3 times,Ploughed,,,,,
,1451,,R/WF/3,1965,fallowed plots,13-Aug-65,13/08/1965,,,diary record,1,ploughed 3 times,Ploughed,,,,,
,1452,,R/WF/3,1966,cropped plots,14-Oct-65,14/10/1965,,,diary record,1,ploughed,Ploughed,,,,,
,1453,,R/WF/3,1966,cropped plots,05-Nov-65,05/11/1965,,,diary record,1,seed drilled at 190 1b,Seed drilled,,190,lb per acre,,
,1454,,R/WF/3,1966,cropped plots,02-May-66,02/05/1966,,,diary record,1,sections A3 and A4 rotary cultivated and drilled with Kloka spring wheat at 230 1b,sections A3 and A4 rotary cultivated,,,,,
,1454,,R/WF/3,1966,cropped plots,02-May-66,02/05/1966,,,diary record,1,sections A3 and A4 rotary cultivated and drilled with Kloka spring wheat at 230 1b,sections A3 and A4 drilled with Kloka spring wheat,,230,lb per acre,,
,1455,,R/WF/3,1966,cropped plots,16-May-66,16/05/1966,,,diary record,1,Winter wheat sprayed with ioxynil/mecoprop (Actril C at 6 pints in 40 gals),Winter wheat sprayed with ioxynil/mecoprop (Actril C,,6,pints per acre,40,gallons per acre
,1456,,R/WF/3,1966,cropped plots,16-Jun-66,16/06/1966,,,diary record,1,spring wheat sprayed with MCPA at 1.5 1b a.e. in 40 gals,spring wheat sprayed with MCPA,,1.5,lb a.e. per acre,40,gallons per acre
,1457,,R/WF/3,1966,cropped plots,03-Sep-66,03/09/1966,,,diary record,1,Winter wheat combine harvested,Winter wheat combine harvested,,,,,
,1458,,R/WF/3,1966,cropped plots,07-Sep-66,07/09/1966,,,diary record,1,Spring wheat combine harvested,Spring wheat combine harvested,,,,,
,1459,,R/WF/3,1966,fallowed plots,14-Oct-65,14/10/1965,,,diary record,1,ploughed 3 times,Ploughed,,,,,
,1460,,R/WF/3,1966,fallowed plots,23-May-66,23/05/1966,,,diary record,1,ploughed 3 times,Ploughed,,,,,
,1461,,R/WF/3,1966,fallowed plots,15-Jul-66,15/07/1966,,,diary record,1,ploughed 3 times,Ploughed,,,,,
,1462,,R/WF/3,1967,cropped plots,13-Sep-66,13/09/1966,,,diary record,1,ploughed,Ploughed,,,,,
,1463,,R/WF/3,1967,cropped plots,28-Oct-66,28/10/1966,,,diary record,1,seed drilled at 180 1b,Seed drilled,,180,lb per acre,,
,1464,,R/WF/3,1967,cropped plots,09-May-67,09/05/1967,,,diary record,1,sprayed with ioxynil/mecoprop (Actril C at 6 pints in 20 gals),sprayed with Ioxynil/mecoprop (Actril C),,6,pints per acre,20,gallons per acre
,1465,,R/WF/3,1967,fallow plots,13-Sep-66,13/09/1966,,,diary record,1,ploughed 3 times,Ploughed,,,,,
,1466,,R/WF/3,1967,fallow plots,03-Apr-67,03/04/1967,,,diary record,1,ploughed 3 times,Ploughed,,,,,
,1467,,R/WF/3,1967,fallow plots,05-Jul-67,05/07/1967,,,diary record,1,ploughed 3 times,Ploughed,,,,,
