record_id	source_id	sequence	Experiment	harvest_year	plots	start_date_orig	start date	end_date_orig	end_date	type	flag	record	tidy_record	rate	unit	water_volume	water_volume_unit	
	2292		W/RN/3	1956	lucerne first year	16-Apr-56	16/04/1956			diary record	1	"Basal fertilizers applied, seed sown at 25 1b per acre"	seed sown		25	lb per acre		
	2293		W/RN/3	1956	lucerne first year	05-May-56	05/05/1956			diary record	1	Dusted with 5% DDT	Dusted with 5% DDT					
	2294		W/RN/3	1956	lucerne first year	07-May-56	07/05/1956			diary record	1	"sprayed with DDT emulsion, 3 pints per acre"	sprayed with DDT emulsion		3	pints per acre		
	2295		W/RN/3	1956	lucerne first year	02-Jun-56	02/06/1956			diary record	1	"sprayed with DDT emulsion, 3 pints per acre"	sprayed with DDT emulsion		3	pints per acre		
	2296		W/RN/3	1956	lucerne first year	08-Aug-56	08/08/1956			diary record	1	cut twice	Cut					
	2297		W/RN/3	1956	lucerne first year	16-Nov-56	16/11/1956			diary record	1	cut twice	Cut					
	2298		W/RN/3	1956	lucerne first year					variety	1	Du Puits	Du Puits					
	2299		W/RN/3	1956	lucerne second year	13-Apr-56	13/04/1956			diary record	1	Basal potash applied	Basal potash applied					
	2300		W/RN/3	1956	lucerne second year	21-Jun-56	21/06/1956			diary record	1	out 3 times	Cut					
	2301		W/RN/3	1956	lucerne second year	08-Aug-56	08/08/1956			diary record	1	out 3 times	Cut					
	2302		W/RN/3	1956	lucerne second year	16-Nov-56	16/11/1956			diary record	1	out 3 times	Cut					
	2303		W/RN/3	1956	lucerne third year	13-Apr-56	13/04/1956			diary record	1	Basal potash applied	Basal potash applied					
	2304		W/RN/3	1956	lucerne third year	21-Jun-56	21/06/1956			diary record	1	out 3 times	Cut					
	2305		W/RN/3	1956	lucerne third year	08-Aug-56	08/08/1956			diary record	1	out 3 times	Cut					
	2306		W/RN/3	1956	lucerne third year	16-Nov-56	16/11/1956			diary record	1	out 3 times	Cut					
	2307		W/RN/3	1956	potatoes first course	23-Sep-55	23/09/1955			diary record	1	ploughed twice	Ploughed					
	2308		W/RN/3	1956	potatoes first course	25-Oct-55	25/10/1955			diary record	1	ploughed twice	Ploughed					
	2309		W/RN/3	1956	potatoes first course	11-Apr-56	11/04/1956			diary record	1	Basal fertilizers applied	Basal fertilizers applied					
	2310		W/RN/3	1956	potatoes first course	13-Apr-56	13/04/1956			diary record	1	"ridged, potatoes planted"	ridged					
	2310		W/RN/3	1956	potatoes first course	13-Apr-56	13/04/1956			diary record	1	"ridged, potatoes planted"	potatoes planted					
	2311		W/RN/3	1956	potatoes first course	22-Jun-56	22/06/1956			diary record	1	earthed up	earthed up					
	2312		W/RN/3	1956	potatoes first course	23-Jul-56	23/07/1956			diary record	1	"sprayed with Copper Fungicide, 5 1b in 40 gallons per acre"	sprayed with Copper Fungicide		5	lb per acre	40	gallons per acre
	2313		W/RN/3	1956	potatoes first course	04-Sep-56	04/09/1956			diary record	1	"sprayed with arsenious compound, 1 gallons in 40 gallons per acre"	sprayed with arsenious compound		1	gallons per acre	40	gallons per acre
	2314		W/RN/3	1956	potatoes first course	04-Oct-56	04/10/1956	05-Oct-56	05/10/1956	diary record	1	lifted	Lifted					
	2315		W/RN/3	1956	potatoes first course					variety	1	Majestic	Majestic					
	2316		W/RN/3	1956	rye second course	03-Sep-55	03/09/1955			diary record	1	ploughed	Ploughed					
	2317		W/RN/3	1956	rye second course	15-Oct-55	15/10/1955			diary record	1	seed drilled at 3 bushels per acre	Seed drilled		3	bushels per acre		
	2318		W/RN/3	1956	rye second course	16-Apr-56	16/04/1956			diary record	1	'Nitro-chalk' applied	Nitro-chalk applied					
	2319		W/RN/3	1956	rye second course	20-Apr-56	20/04/1956			diary record	1	seed hay mixture undersown on 4 plots	seeds hay mixture undersown on 4 plots					
	2320		W/RN/3	1956	rye second course	22-Aug-56	22/08/1956			diary record	1	Harvested	Harvested					
	2321		W/RN/3	1956	rye second course					variety	1	King II	King II					
	2322		W/RN/3	1956	seeds hay third course	09-May-55	09/05/1955			diary record	1	seed undersown in rye	seed undersown in rye					
	2323		W/RN/3	1956	seeds hay third course	09-Apr-56	09/04/1956			diary record	1	Basal fertilizers applied	Basal fertilizers applied					
	2324		W/RN/3	1956	seeds hay third course	21-Jun-56	21/06/1956			diary record	1	first cut	first cut					
	2325		W/RN/3	1956	seeds hay third course	22-Jun-56	22/06/1956			diary record	1	'Nitro-chalk' applied	Nitro-chalk applied					
	2326		W/RN/3	1956	seeds hay third course	16-Nov-56	16/11/1956			diary record	1	second cut	second cut					
	2327		W/RN/3	1956	carrots third course	06-Sep-55	06/09/1955			diary record	1	ploughed twice	Ploughed					
	2328		W/RN/3	1956	carrots third course	12-Dec-55	12/12/1955			diary record	1	ploughed twice	Ploughed					
	2329		W/RN/3	1956	carrots third course	13-Apr-56	13/04/1956			diary record	1	"Basal fertilizers applied, seed drilled at 6 lb per acre"	Basal fertilizers applied					
	2329		W/RN/3	1956	carrots third course	13-Apr-56	13/04/1956			diary record	1	"Basal fertilizers applied, seed drilled at 6 lb per acre"	Seed drilled		6	lb per acre		
	2330		W/RN/3	1956	carrots third course	21-Jun-56	21/06/1956	26-Jun-56	26/06/1956	diary record	1	singled	singled					
	2331		W/RN/3	1956	carrots third course	08-Nov-56	08/11/1956			diary record	1	lifted	Lifted					
	2332		W/RN/3	1956	carrots third course					variety	1	James' Scarlat Intermediate	James' Scarlat Intermediate					
	2333		W/RN/3	1956	sugar beet first test crop	09-Nov-55	09/11/1955	11-Nov-55	11/11/1955	diary record	1	ploughed	Ploughed					
	2334		W/RN/3	1956	sugar beet first test crop	08-Mar-56	08/03/1956			diary record	1	"dung applied, ploughed"	Dung applied					
	2334		W/RN/3	1956	sugar beet first test crop	08-Mar-56	08/03/1956			diary record	1	"dung applied, ploughed"	Ploughed					
	2335		W/RN/3	1956	sugar beet first test crop	09-Apr-56	09/04/1956			diary record	1	"Basal and treatment fertilizers applied, grubbed seed drilled at 12 1b per acre"	Basal and treatment fertilizers applied					
	2335		W/RN/3	1956	sugar beet first test crop	09-Apr-56	09/04/1956			diary record	1	"Basal and treatment fertilizers applied, grubbed seed drilled at 12 1b per acre"	grubbed seed drilled		12	lb per acre		
	2336		W/RN/3	1956	sugar beet first test crop	07-May-56	07/05/1956			diary record	1	"sprayed with DDT emulsion, 3 pints in 40 gallons"	sprayed with DDT emulsion		3	pints per acre	40	gallons per acre
	2337		W/RN/3	1956	sugar beet first test crop	01-Jun-56	01/06/1956	05-Jun-56	05/06/1956	diary record	1	singled	singled					
	2338		W/RN/3	1956	sugar beet first test crop	22-Oct-56	22/10/1956	26-Oct-56	26/10/1956	diary record	1	lifted	Lifted					
	2339		W/RN/3	1956	sugar beet first test crop					variety	1	Klein E	Klein E					
	2340		W/RN/3	1956	barley second test crop	29-Oct-55	29/10/1955			diary record	1	ploughed	Ploughed					
	2341		W/RN/3	1956	barley second test crop	08-Dec-55	08/12/1955			diary record	1	ground Chalk applied	Ground chalk applied					
	2342		W/RN/3	1956	barley second test crop	16-Jan-56	16/01/1956			diary record	1	potash applied to equalise treatment dressing to 1955 potatoes	potash applied to equalise treatment dressing to 1955 potatoes					
	2343		W/RN/3	1956	barley second test crop	13-Mar-56	13/03/1956			diary record	1	'Nitro-chalk' applied	Nitro-chalk applied					
	2344		W/RN/3	1956	barley second test crop	16-Mar-56	16/03/1956			diary record	1	seed drilled at 23 bushels per acre	Seed drilled		23	bushels per acre		
	2345		W/RN/3	1956	barley second test crop	19-Apr-56	19/04/1956			diary record	1	Additional 'Nitro-chalk' applied	Additional Nitro-chalk applied					
	2346		W/RN/3	1956	barley second test crop	21-Aug-56	21/08/1956			diary record	1	Harvested	Harvested					
	2347		W/RN/3	1956	barley second test crop					variety	1	Herta	Herta					
	2348		W/RN/3	1957	ley first year	24-Aug-56	24/08/1956			diary record	1	ploughed twice	Ploughed					
	2349		W/RN/3	1957	ley first year	01-Oct-56	01/10/1956			diary record	1	ploughed twice	Ploughed					
	2350		W/RN/3	1957	ley first year	08-Apr-57	08/04/1957			diary record	1	Basal fertilizers applied	Basal fertilizers applied					
	2351		W/RN/3	1957	ley first year	15-Apr-57	15/04/1957			diary record	1	seed sown at 40 lb per acre	seed sown		40	lb per acre		
	2352		W/RN/3	1957	ley first year	26-Jul-57	26/07/1957			diary record	1	'Nitro-chalk' applied: second dressing	"Nitro-chalk applied, second dressing"					
	2353		W/RN/3	1957	ley first year	30-Aug-57	30/08/1957			diary record	1	'Nitro-chalk' applied: third dressing	"Nitro-chalk applied, third dressing"					
	2354		W/RN/3	1957	ley first year	23-Jun-57	23/06/1957	24-Oct-57	24/10/1957	diary record	1	grazed 5 circuits	grazed 5 circuits					
	2355		W/RN/3	1957	ley first year					variety	1	"seed mixture: 20 lb S24 Perennial grass, 11 lb S143 Cocksfoot, 6 lb late flowering Red clover 3 1b S100 white clover"	"seed mixture: 20 lb S24 Perennial grass, 11 1b S143 Cocksfoot, 6 1b late flowering Red clover 3 1b S100 white clover"					
	2356		W/RN/3	1957	ley second year	11-Mar-57	11/03/1957			diary record	1	Basal potash applied	Basal potash applied					
	2357		W/RN/3	1957	ley second year	11-Mar-57	11/03/1957			diary record	1	'Nitro-chalk' applied	Nitro-chalk applied					
	2358		W/RN/3	1957	ley second year	01-Jun-57	01/06/1957			diary record	1	'Nitro-chalk' applied	Nitro-chalk applied					
	2359		W/RN/3	1957	ley second year	03-Sep-57	03/09/1957			diary record	1	'Nitro-chalk' applied	Nitro-chalk applied					
	2360		W/RN/3	1957	ley second year	05-Apr-57	05/04/1957	16-Oct-57	16/10/1957	diary record	1	grazed 8 circuits	grazed 8 circuits					
	2361		W/RN/3	1957	ley third year	11-Mar-57	11/03/1957			diary record	1	Basal potash applied	Basal potash applied					
	2362		W/RN/3	1957	ley third year	11-Mar-57	11/03/1957			diary record	1	'Nitrochalk' applied	Nitro-chalk applied					
	2363		W/RN/3	1957	ley third year	07-Jun-57	07/06/1957			diary record	1	'Nitrochalk' applied	Nitro-chalk applied					
	2364		W/RN/3	1957	ley third year	30-Aug-57	30/08/1957			diary record	1	'Nitrochalk' applied	Nitro-chalk applied					
	2365		W/RN/3	1957	ley third year	17-Apr-57	17/04/1957	08-Oct-57	08/10/1957	diary record	1	grazed 8 circuits	grazed 8 circuits					
	2366		W/RN/3	1957	lucerne first year	01-Oct-56	01/10/1956			diary record	1	ploughed	Ploughed					
	2367		W/RN/3	1957	lucerne first year	08-Apr-57	08/04/1957			diary record	1	Basal fertilizers applied	Basal fertilizers applied					
	2368		W/RN/3	1957	lucerne first year	15-Apr-57	15/04/1957			diary record	1	seed sown at 25 lb per acre	seed sown		25	lb per acre		
	2369		W/RN/3	1957	lucerne first year	13-Jun-57	13/06/1957			diary record	1	sprayed with dieldrin at 2.5 pints in 20 gallons per acre	sprayed with dieldrin		2.5	pints per acre	20	gallons per acre
	2370		W/RN/3	1957	lucerne first year	17-Jul-57	17/07/1957			diary record	1	cut twice	Cut					
	2371		W/RN/3	1957	lucerne first year	15-Sep-57	15/09/1957			diary record	1	cut twice	Cut					
	2372		W/RN/3	1957	lucerne first year					variety	1	Du Puits	Du Puits					
	2373		W/RN/3	1957	lucerne second year	11-Mar-57	11/03/1957			diary record	1	Basal potash applied	Basal potash applied					
	2374		W/RN/3	1957	lucerne second year	11-Jun-57	11/06/1957			diary record	1	cut 3 times	Cut					
	2375		W/RN/3	1957	lucerne second year	17-Jul-57	17/07/1957			diary record	1	cut 3 times	Cut					
	2376		W/RN/3	1957	lucerne second year	17-Sep-57	17/09/1957			diary record	1	cut 3 times	Cut					
	2377		W/RN/3	1957	lucerne third year	11-Mar-57	11/03/1957			diary record	1	Basal potash applied	Basal potash applied					
	2378		W/RN/3	1957	lucerne third year	11-Jun-57	11/06/1957			diary record	1	cut 3 times	Cut					
	2379		W/RN/3	1957	lucerne third year	17-Jul-57	17/07/1957			diary record	1	cut 3 times	Cut					
	2380		W/RN/3	1957	lucerne third year	17-Sep-57	17/09/1957			diary record	1	cut 3 times	Cut					
	2381		W/RN/3	1957	potatoes first course	24-Aug-56	24/08/1956			diary record	1	ploughed twice	Ploughed					
	2382		W/RN/3	1957	potatoes first course	01-Oct-56	01/10/1956			diary record	1	ploughed twice	Ploughed					
	2383		W/RN/3	1957	potatoes first course	05-Apr-57	05/04/1957			diary record	1	Basal fertilizers applied	Basal fertilizers applied					
	2384		W/RN/3	1957	potatoes first course	09-Apr-57	09/04/1957			diary record	1	potatoes machine planted	potatoes machine planted					
	2385		W/RN/3	1957	potatoes first course	03-Jul-57	03/07/1957			diary record	1	earthed up	earthed up					
	2386		W/RN/3	1957	potatoes first course	03-Aug-57	03/08/1957			diary record	1	"sprayed 3 times with Copper Fungicide, 5 1b in 40 gallons per acre"	sprayed 3 times with Copper Fungicide		5	lb per acre	40	gallons per acre
	2387		W/RN/3	1957	potatoes first course	23-Aug-57	23/08/1957			diary record	1	"sprayed 3 times with Copper Fungicide, 5 1b in 40 gallons per acre"	sprayed 3 times with Copper Fungicide		5	lb per acre	40	gallons per acre
	2388		W/RN/3	1957	potatoes first course	04-Sep-57	04/09/1957			diary record	1	"sprayed 3 times with Copper Fungicide, 5 1b in 40 gallons per acre"	sprayed 3 times with Copper Fungicide		5	lb per acre	40	gallons per acre
	2389		W/RN/3	1957	potatoes first course	16-Sep-57	16/09/1957			diary record	1	"sprayed with arsenious compound, 1 gallons in 40 gallons per acre"	sprayed with arsenious compound		1	gallons per acre	40	gallons per acre
	2390		W/RN/3	1957	potatoes first course	01-Oct-57	01/10/1957			diary record	1	lifted	Lifted					
	2391		W/RN/3	1957	potatoes first course					variety	1	Majestic	Majestic					
	2392		W/RN/3	1957	rye second course	09-Oct-56	09/10/1956			diary record	1	ploughed	Ploughed					
	2393		W/RN/3	1957	rye second course	20-Oct-56	20/10/1956			diary record	1	seed drilled at 2.5 bushels per acre	Seed drilled		2.5	bushels per acre		
	2394		W/RN/3	1957	rye second course	18-Apr-57	18/04/1957			diary record	1	'Nitro-chalk' applied	Nitro-chalk applied					
	2395		W/RN/3	1957	rye second course	11-May-57	11/05/1957			diary record	1	seed hay mixture undersown on 4 plots	seeds hay mixture undersown on 4 plots					
	2396		W/RN/3	1957	rye second course	28-Aug-57	28/08/1957			diary record	1	resown	seed hay mixture resown					
	2398		W/RN/3	1957	rye second course	07-Aug-57	07/08/1957			diary record	1	Hervested	Harvested					
	2399		W/RN/3	1957	rye second course					variety	1	King II	King II					
	2400		W/RN/3	1957	seeds hay third course	20-Apr-56	20/04/1956			diary record	1	seed undersown at 30 lb per acre in rye	seed undersown in rye		30	lb per acre		
	2401		W/RN/3	1957	seeds hay third course	14-Mar-57	14/03/1957			diary record	1	Sulphate of ammonia and potash applied	Sulphate of ammonia applied					
	2401		W/RN/3	1957	seeds hay third course	14-Mar-57	14/03/1957			diary record	1	Sulphate of ammonia and potash applied	potash applied					
	2402		W/RN/3	1957	seeds hay third course	11-Jun-57	11/06/1957			diary record	1	first cut	first cut					
	2403		W/RN/3	1957	seeds hay third course	13-Jun-57	13/06/1957			diary record	1	'Nitrochalk' applied	Nitro-chalk applied					
	2404		W/RN/3	1957	seeds hay third course	02-Sep-57	02/09/1957			diary record	1	second cut	second cut					
	2405		W/RN/3	1957	seeds hay third course					variety	1	"seed mixture: 19 1b S24 Perennial grass, 9 1b late flowering Red clover 2 lo Alsike American. 57/Be/1.2"	"seed mixture: 19 1b S24 Perennial grass, 9 1b late flowering Red clover 2 lo Alsike American. 57/Be/1.2"					
	2406		W/RN/3	1957	turnips third course	29-Sep-56	29/09/1956			diary record	1	ploughed twice	Ploughed					
	2407		W/RN/3	1957	turnips third course	17-Nov-56	17/11/1956			diary record	1	ploughed twice	Ploughed					
	2408		W/RN/3	1957	turnips third course	11-Apr-57	11/04/1957			diary record	1	Sulphate of ammonia and potash applied	Sulphate of ammonia applied					
	2408		W/RN/3	1957	turnips third course	11-Apr-57	11/04/1957			diary record	1	Sulphate of ammonia and potash applied	potash applied					
	2409		W/RN/3	1957	turnips third course	11-May-57	11/05/1957			diary record	1	Carrots Stomp	Carrots Stomp					
	2410		W/RN/3	1957	turnips third course	05-Jul-57	05/07/1957			diary record	1	Turnips drilled at 5 lb per acre	Turnips drilled		5	lb per acre		
	2411		W/RN/3	1957	turnips third course	29-Jul-57	29/07/1957	07-Aug-57	07/08/1957	diary record	1	singled	singled					
	2412		W/RN/3	1957	turnips third course	26-Sep-57	26/09/1957	30-Sep-57	30/09/1957	diary record	1	Harvested	Harvested					
	2413		W/RN/3	1957	turnips third course					variety	1	material Green Globe	material Green Globe					
	2414		W/RN/3	1957	sugar beet first test crop	13-Dec-56	13/12/1956			diary record	1	dung applied	Dung applied					
	2415		W/RN/3	1957	sugar beet first test crop	14-Dec-56	14/12/1956			diary record	1	ploughed	Ploughed					
	2416		W/RN/3	1957	sugar beet first test crop	08-Apr-57	08/04/1957			diary record	1	Basal and treatment fertilizers applied	Basal and treatment fertilizers applied					
	2417		W/RN/3	1957	sugar beet first test crop	12-Apr-57	12/04/1957			diary record	1	seed drilled at 12 lb per acre	Seed drilled		12	lb per acre		
	2418		W/RN/3	1957	sugar beet first test crop	22-May-57	22/05/1957			diary record	1	sprayed with miscible DDT at 3 pints in 20 gallons per acre	sprayed with miscible DDT		3	pints per acre	20	gallons per acre
	2419		W/RN/3	1957	sugar beet first test crop	13-Jun-57	13/06/1957	17-Jun-57	17/06/1957	diary record	1	singled	singled					
	2420		W/RN/3	1957	sugar beet first test crop	08-Jul-57	08/07/1957			diary record	1	sprayed with methyl demeton at 12 oz in 60 gallons per acre	sprayed with demeton methyl		12	oz per acre	60	gallons per acre
	2421		W/RN/3	1957	sugar beet first test crop	14-Nov-57	14/11/1957	18-Nov-57	18/11/1957	diary record	1	lifted	Lifted					
	2422		W/RN/3	1957	sugar beet first test crop					variety	1	Klein 5	Klein E					
	2423		W/RN/3	1957	barley second test crop	05-Dec-56	05/12/1956			diary record	1	ploughed;	Ploughed					
	2424		W/RN/3	1957	barley second test crop	19-Dec-56	19/12/1956			diary record	1	potash applied to equalize treatment dressing to 1956 sugar Bead test crop	potash applied to equalize treatment dressing to 1956 sugar beet test crop					
	2425		W/RN/3	1957	barley second test crop	27-Feb-57	27/02/1957			diary record	1	ground Chalk applied at 20 cwt per acre	Ground chalk applied		20	cwt per acre		
	2426		W/RN/3	1957	barley second test crop	05-Mar-57	05/03/1957			diary record	1	'Nitrochalk' applied	Nitro-chalk applied					
	2427		W/RN/3	1957	barley second test crop	16-Mar-57	16/03/1957			diary record	1	seed drilled at 24 bushels per acre	Seed drilled		24	bushels per acre		
	2428		W/RN/3	1957	barley second test crop	02-Aug-57	02/08/1957			diary record	1	Harvested	Harvested					
	2429		W/RN/3	1957	barley second test crop					variety	1	Herta	Herta					
	2430		W/RN/3	1958	ley first year	30-Aug-57	30/08/1957			diary record	1	ploughed twice	Ploughed					
	2431		W/RN/3	1958	ley first year	30-Nov-57	30/11/1957			diary record	1	ploughed twice	Ploughed					
	2432		W/RN/3	1958	ley first year	05-Mar-58	05/03/1958			diary record	1	ground Chalk applied at 19 cwt per acre	Ground chalk applied		19	cwt per acre		
	2433		W/RN/3	1958	ley first year	18-Apr-58	18/04/1958			diary record	1	Basal fertilizers and 'Nitro-chalk' applied;	Basal fertilizers applied					
	2433		W/RN/3	1958	ley first year	18-Apr-58	18/04/1958			diary record	1	Basal fertilizers and 'Nitro-chalk' applied;	Nitro-chalk applied					
	2434		W/RN/3	1958	ley first year	19-Apr-58	19/04/1958			diary record	1	seed sown at 40 1b per acre	seed sown		40	lb per acre		
	2435		W/RN/3	1958	ley first year	30-Jun-58	30/06/1958			diary record	1	'Nitro-chalk' applied: second dressing -	"Nitro-chalk applied, second dressing"					
	2436		W/RN/3	1958	ley first year	13-Aug-58	13/08/1958			diary record	1	third dressing -	"Nitro-chalk applied, third dressing"					
	2437		W/RN/3	1958	ley first year	23-Jun-58	23/06/1958	03-Nov-58	03/11/1958	diary record	1	grazed 7 circuits	grazed 7 circuits					
	2438		W/RN/3	1958	ley first year					variety	1	"seed mixture: 20 lb S24 Perennial grass, 11 1b S143 Cocksfoot, 6 1b late flowering Red clover 3 1b S100 white clover"	"seed mixture: 20 lb S24 Perennial grass, 11 1b S143 Cocksfoot, 6 1b late flowering Red clover 3 1b S100 white clover"					
	2439		W/RN/3	1958	ley second year	02-Mar-58	02/03/1958			diary record	1	potash and nitrogen fertilizers applied	potash applied					
	2439		W/RN/3	1958	ley second year	02-Mar-58	02/03/1958			diary record	1	potash and nitrogen fertilizers applied	nitrogen fertilizers applied					
	2440		W/RN/3	1958	ley second year	29-May-58	29/05/1958			diary record	1	potash and nitrogen fertilizers applied	potash applied					
	2440		W/RN/3	1958	ley second year	29-May-58	29/05/1958			diary record	1	potash and nitrogen fertilizers applied	nitrogen fertilizers applied					
	2441		W/RN/3	1958	ley second year	08-Aug-58	08/08/1958			diary record	1	potash and nitrogen fertilizers applied	potash applied					
	2441		W/RN/3	1958	ley second year	08-Aug-58	08/08/1958			diary record	1	potash and nitrogen fertilizers applied	nitrogen fertilizers applied					
	2442		W/RN/3	1958	ley second year	28-Apr-58	28/04/1958	24-Oct-58	24/10/1958	diary record	1	grazed 9 circuits	grazed 9 circuits					
	2443		W/RN/3	1958	ley third year	05-Mar-58	05/03/1958			diary record	1	ground Chalk applied at 12 cwt per acre	Ground chalk applied		12	cwt per acre		
	2444		W/RN/3	1958	ley third year	24-Mar-58	24/03/1958			diary record	1	potash and nitrogen fertilizers applied	potash applied					
	2444		W/RN/3	1958	ley third year	24-Mar-58	24/03/1958			diary record	1	potash and nitrogen fertilizers applied	nitrogen fertilizers applied					
	2445		W/RN/3	1958	ley third year	30-May-58	30/05/1958			diary record	1	potash and nitrogen fertilizers applied	potash applied					
	2445		W/RN/3	1958	ley third year	30-May-58	30/05/1958			diary record	1	potash and nitrogen fertilizers applied	nitrogen fertilizers applied					
	2446		W/RN/3	1958	ley third year	08-Aug-58	08/08/1958			diary record	1	potash and nitrogen fertilizers applied	potash applied					
	2446		W/RN/3	1958	ley third year	08-Aug-58	08/08/1958			diary record	1	potash and nitrogen fertilizers applied	nitrogen fertilizers applied					
	2447		W/RN/3	1958	ley third year	06-May-58	06/05/1958	05-Nov-58	05/11/1958	diary record	1	grazed 6 circuits	grazed 6 circuits					
	2448		W/RN/3	1958	lucerne first year	30-Aug-57	30/08/1957			diary record	1	ploughed twice	Ploughed					
	2449		W/RN/3	1958	lucerne first year	30-Nov-57	30/11/1957			diary record	1	ploughed twice	Ploughed					
	2450		W/RN/3	1958	lucerne first year	05-Mar-58	05/03/1958			diary record	1	ground Chalk applied at 19 cwt per acre	Ground chalk applied		19	cwt per acre		
	2451		W/RN/3	1958	lucerne first year	18-Apr-58	18/04/1958			diary record	1	Basal fertilizers applied	Basal fertilizers applied					
	2452		W/RN/3	1958	lucerne first year	19-Apr-58	19/04/1958			diary record	1	seed sown at 25 lb per acre	seed sown		25	lb per acre		
	3190		W/RN/3	1958	lucerne first year	14-Jun-58	14/06e/58			diary record	1	sprayed with dieldrin st 2 pints in 40 gallons per one: due 14. cut twice	sprayed with dieldrin		2	pints per acre	40	gallons per acre
	2453		W/RN/3	1958	lucerne first year	08-Aug-58	08/08/1958			diary record	1	cut twice	Cut					
	2454		W/RN/3	1958	lucerne first year	14-Oct-58	14/10/1958			diary record	1	sprayed with dieldrin st 2 pints in 40 gallons per one: due 14. cut twice	Cut					
	2455		W/RN/3	1958	lucerne first year					variety	1	Du Puits	Du Puits					
	2456		W/RN/3	1958	lucerne second year	14-Mar-58	14/03/1958			diary record	1	Basal potash applied	Basal potash applied					
	2457		W/RN/3	1958	lucerne second year	16-Jun-58	16/06/1958			diary record	1	cut 3 times	Cut					
	2458		W/RN/3	1958	lucerne second year	08-Aug-58	08/08/1958			diary record	1	cut 3 times	Cut					
	2459		W/RN/3	1958	lucerne second year	14-Oct-58	14/10/1958			diary record	1	cut 3 times	Cut					
	2460		W/RN/3	1958	lucerne third year	14-Mar-58	14/03/1958			diary record	1	Basal potash applied	Basal potash applied					
	2461		W/RN/3	1958	lucerne third year	16-Jun-58	16/06/1958			diary record	1	cut 3 times	Cut					
	2462		W/RN/3	1958	lucerne third year	08-Aug-58	08/08/1958			diary record	1	cut 3 times	Cut					
	2463		W/RN/3	1958	lucerne third year	14-Oct-58	14/10/1958			diary record	1	cut 3 times	Cut					
	2464		W/RN/3	1958	potatoes first course	30-Aug-57	30/08/1957			diary record	1	ploughed twice	Ploughed					
	2465		W/RN/3	1958	potatoes first course	30-Nov-57	30/11/1957			diary record	1	ploughed twice	Ploughed					
	2466		W/RN/3	1958	potatoes first course	16-Apr-58	16/04/1958			diary record	1	Basal fertilizers applied	Basal fertilizers applied					
	2467		W/RN/3	1958	potatoes first course	17-Apr-58	17/04/1958			diary record	1	potatoes machine planted	potatoes machine planted					
	2468		W/RN/3	1958	potatoes first course	19-Jun-58	19/06/1958			diary record	1	earthed up	earthed up					
	2469		W/RN/3	1958	potatoes first course	14-Jul-58	14/07/1958			diary record	1	sprayed 3 times with Copper Fungicide: 5 1b in 80 gallons per acre	sprayed 3 times with Copper Fungicide		5	lb per acre	80	gallons per acre
	2470		W/RN/3	1958	potatoes first course	29-Jul-58	29/07/1958			diary record	1	Copper Fungicide: 5 1b in 40 gallons per acre	Copper Fungicide		5	lb per acre	40	gallons per acre
	2471		W/RN/3	1958	potatoes first course	16-Aug-58	16/08/1958			diary record	1	Copper Fungicide: 5 1b in 40 gallons per acre	Copper Fungicide		5	lb per acre	40	gallons per acre
	2472		W/RN/3	1958	potatoes first course	12-Sep-58	12/09/1958			diary record	1	"sprayed with arsenious compound, 1 gallons in 40 gallons per acre"	sprayed with arsenious compound		1	gallons per acre	40	gallons per acre
	2473		W/RN/3	1958	potatoes first course	07-Oct-58	07/10/1958			diary record	1	lifted	Lifted					
	2474		W/RN/3	1958	potatoes first course					variety	1	Majestic	Majestic					
	2475		W/RN/3	1958	rye second course	05-Oct-57	05/10/1957			diary record	1	ploughed	Ploughed					
	2476		W/RN/3	1958	rye second course	26-Oct-57	26/10/1957			diary record	1	seed drilled at 2.5 bushels per acre	Seed drilled		2.5	bushels per acre		
	2477		W/RN/3	1958	rye second course	22-Apr-58	22/04/1958			diary record	1	'Nitro-chalk' applied	Nitro-chalk applied					
	2478		W/RN/3	1958	rye second course	19-Apr-58	19/04/1958			diary record	1	seed hay mixture undersown on 4 plots	seeds hay mixture undersown on 4 plots					
	2479		W/RN/3	1958	rye second course	31-Aug-58	31/08/1958			diary record	1	Harvested	Harvested					
	2480		W/RN/3	1958	rye second course					variety	1	King II	King II					
	2481		W/RN/3	1958	seeds hay third course	11-May-58	11/05/1958			diary record	1	seed undersown at 30 lb per acre in rye	seed undersown in rye		30	lb per acre		
	3189		W/RN/3	1958	seeds hay third course	26-Aug-58	26/08/1958			diary record	1	ploughed	Ploughed					
	2482		W/RN/3	1958	seeds hay third course	28-Aug-58	28/08/1958			diary record	1	re-sown	re-sown					
	2483		W/RN/3	1958	seeds hay third course	05-Mar-58	05/03/1958			diary record	1	ground Chalk applied at 12 cwt per acre;	Ground chalk applied		12	cwt per acre		
	2484		W/RN/3	1958	seeds hay third course	24-Mar-58	24/03/1958			diary record	1	potash and nitrogen fertilizers applied	potash applied					
	2484		W/RN/3	1958	seeds hay third course	24-Mar-58	24/03/1958			diary record	1	potash and nitrogen fertilizers applied	nitrogen fertilizers applied					
	2485		W/RN/3	1958	seeds hay third course	16-Jun-58	16/06/1958			diary record	1	first cut	first cut					
	2486		W/RN/3	1958	seeds hay third course	17-Jun-58	17/06/1958			diary record	1	'Nitro-chalk' applied	Nitro-chalk applied					
