source_id,experiment,harvest_year,plots,start_date,end_date,record_type,record_orig,flag,record,rate,unit,water_volume,water_volume_unit,prefix
1215,R/HB/2,1975,potatoes,07-May-75,,diary record,"spike rotary cultivated, seed machine planted",1,Spike rotary cultivated,,,,,
1215,R/HB/2,1975,potatoes,07-May-75,,diary record,"spike rotary cultivated, seed machine planted",1,Seed machine planted,,,,,
1216,R/HB/2,1975,potatoes,13-May-75,,diary record,grubbed,1,Grubbed,,,,,
1217,R/HB/2,1975,potatoes,04-Jun-75,,diary record,Linuron at 1.1 kg plus paraquat at 0.42 kg ion in 450 1.,1,Linuron,1.1,kg/ha,450,l/ha,
1217,R/HB/2,1975,potatoes,04-Jun-75,,diary record,Linuron at 1.1 kg plus paraquat at 0.42 kg ion in 450 1.,1,Paraquat,0.42,kg ion/ha,450,l/ha,
1218,R/HB/2,1975,potatoes,27-Jun-75,,diary record,demeton-s-methyl at 0.25 kg in 450 l##grubbed,1,Demeton-s-methyl,0.25,kg/ha,450,l/ha,
1218,R/HB/2,1975,potatoes,27-Jun-75,,diary record,demeton-s-methyl at 0.25 kg in 450 l##grubbed,1,Grubbed,,,,,
1219,R/HB/2,1975,potatoes,18-Jul-75,,diary record,rotary ridged,1,Rotary ridged,,,,,
1220,R/HB/2,1975,potatoes,21-Jul-75,,diary record,mancozeb at 1.3 kg and demeton-s-methyl at 0.25 kg in 450 1,1,Mancozeb,1.3,kg/ha,450,l/ha,
1220,R/HB/2,1975,potatoes,21-Jul-75,,diary record,mancozeb at 1.3 kg and demeton-s-methyl at 0.25 kg in 450 1,1,Demeton-s-methyl,0.25,kg/ha,450,l/ha,
1221,R/HB/2,1975,potatoes,16-Sep-75,,diary record,Haulm mechanically destroyed,1,Haulm mechanically destroyed,,,,,
1222,R/HB/2,1975,potatoes,19-Sep-75,,diary record,lifted,1,Lifted,,,,,
1223,R/HB/2,1975,spring beans,25-Mar-75,,diary record,seed sown and spring-tine cultivated,1,Seed sown,,,,,
1223,R/HB/2,1975,spring beans,25-Mar-75,,diary record,seed sown and spring-tine cultivated,1,Spring-tine cultivated,,,,,
1224,R/HB/2,1975,spring beans,16-May-75,,diary record,Tractor hoed,1,Tractor hoed,,,,,
1225,R/HB/2,1975,spring beans,24-Jun-75,,diary record,Tractor hoed,1,Tractor hoed,,,,,
1226,R/HB/2,1975,spring beans,09-Jul-75,,diary record,demeton-s-methyl at 0.25 kg in 450 1.,1,Demeton-s-methyl,0.25,kg/ha,450,l/ha,
1227,R/HB/2,1975,spring beans,29-Aug-75,,diary record,combine harvested,1,Combine harvested,,,,,
1228,R/HB/2,1975,barley,25-Feb-75,,diary record,seed sown and spring-tine cultivated,1,Seed sown,,,,,
1228,R/HB/2,1975,barley,25-Feb-75,,diary record,seed sown and spring-tine cultivated,1,Spring-tine cultivated,,,,,
1229,R/HB/2,1975,barley,29-Apr-75,,diary record,N applied,1,N applied,,,,,
1230,R/HB/2,1975,barley,20-May-75,,diary record,Dicamba with mecoprop and MCPA ('Banlene Plus' at 5.6 1 in 220 l),1,"Banlene Plus (Dicamba, Mecoprop, MCPA)",5.6,l/ha,220,l/ha,
1231,R/HB/2,1975,barley,07-Aug-75,,diary record,combine harvested,1,Combine harvested,,,,,
1232,R/HB/2,1976,all plots,01-Oct-75,,diary record,P and K applied,1,PK applied,,,,,
1233,R/HB/2,1976,barley,02-Oct-75,,diary record,"Chalk at 2.9 t, to continuous barley plots only.",1,Chalk to continuous barley plots only.,2.9,tonnes/ha,,,
1234,R/HB/2,1976,potatoes,,,diary record,Chalk at 2.9 t.,1,Chalk,2.9,tonnes/ha,,,
1235,R/HB/2,1976,all plots,06-Oct-75,,diary record,Silicate of soda applied,1,Silicate of soda applied,,,,,
1236,R/HB/2,1976,all plots,15-Oct-75,,diary record,Heavy spring-tine cultivated,1,Heavy spring-tine cultivated,,,,,
1237,R/HB/2,1976,all plots,13-Nov-75,,diary record,FYM applied,1,FYM applied,,,,,
1238,R/HB/2,1976,all plots,17-Nov-75,,diary record,ploughed,1,Ploughed,,,,,
1239,R/HB/2,1976,all plots,27-Feb-76,,diary record,spring-tine cultivated,1,Spring-tine cultivated,,,,,
1240,R/HB/2,1976,barley,14-Oct-75,,diary record,Heavy spring-tine cultivated (except 'Form of N 1852-1966 N and C' plots and 'extra' plots),1,Heavy spring-tine cultivated (except 'Form of N 1852-1966 N and C' plots and 'extra' plots),,,,,
1241,R/HB/2,1976,barley,01-Mar-76,,diary record,seed sown,1,Seed sown,,,,,
1242,R/HB/2,1976,barley,26-Mar-76,,diary record,N applied,1,N applied,,,,,
1243,R/HB/2,1976,barley,14-May-76,,diary record,Dicamba with mecoprop and MCPA ('Banlene Plus' at 5.6 1 in 220 1) to all remaining plots.,1,"Banlene Plus (Dicamba, Mecoprop, MCPA) to all remaining plots.",5.6,l/ha,220,l/ha,
1244,R/HB/2,1976,barley,25-May-76,,diary record,Dicamba with mecoprop and MCPA ('Tetralex Plus' at 7.0 1 in 220 1) to 'Form of N 1852-1966 N and C' plots,1,"Tetralex Plus (Dicamba, Mecoprop, MCPA) to 'Form of N 1852-1966 N and C' plots",7.0,l/ha,220,l/ha,
1245,R/HB/2,1976,barley,22-Jul-76,,diary record,combine harvested,1,Combine harvested,,,,,
1246,R/HB/2,1976,potatoes,26-Mar-76,,diary record,N applied,1,N applied,,,,,
1247,R/HB/2,1976,potatoes,29-Mar-76,,diary record,"spike rotary cultivated, seed mechanically planted",1,Spike rotary cultivated,,,,,
1247,R/HB/2,1976,potatoes,29-Mar-76,,diary record,"spike rotary cultivated, seed mechanically planted",1,Seed mechanically planted,,,,,
1248,R/HB/2,1976,potatoes,30-Mar-76,,diary record,grubbed,1,Grubbed,,,,,
1249,R/HB/2,1976,potatoes,05-May-76,,diary record,Linuron at 1.2 kg with paraquat at 0.42 kg ion in 220 1.,1,Linuron,1.2,kg/ha,220,l/ha,
1249,R/HB/2,1976,potatoes,05-May-76,,diary record,Linuron at 1.2 kg with paraquat at 0.42 kg ion in 220 1.,1,Paraquat,0.42,kg ion/ha,220,l/ha,
1250,R/HB/2,1976,potatoes,17-Jun-76,,diary record,pirimicarb at 0.14 kg in 450 1,1,Pirimicarb,0.14,kg/ha,450,l/ha,
1251,R/HB/2,1976,potatoes,21-Jun-76,,diary record,grubbed and rotary ridged,1,Grubbed,,,,,
1251,R/HB/2,1976,potatoes,21-Jun-76,,diary record,grubbed and rotary ridged,1,Rotary ridged,,,,,
1252,R/HB/2,1976,potatoes,28-Jul-76,,diary record,mancozeb at 1.3 kg in 450 1.,1,Mancozeb,1.3,kg/ha,450,l/ha,
1253,R/HB/2,1976,potatoes,23-Sep-76,,diary record,Haulm mechanically destroyed,1,Haulm mechanically destroyed,,,,,
1254,R/HB/2,1976,potatoes,28-Sep-76,,diary record,Haulm desiccant Diquat at 0.6 kg in 220 1.,1,Haulm desiccant Diquat,0.6,kg/ha,220,l/ha,
1255,R/HB/2,1976,potatoes,21-Oct-76,,diary record,lifted,1,Lifted,,,,,
1256,R/HB/2,1976,beans,04-Mar-76,,diary record,seed sown,1,Seed sown,,,,,
1257,R/HB/2,1976,beans,27-Apr-76,,diary record,Tractor hoed,1,Tractor hoed,,,,,
1258,R/HB/2,1976,beans,24-May-76,,diary record,Tractor hoed,1,Tractor hoed,,,,,
1259,R/HB/2,1976,beans,21-Jul-76,,diary record,combine harvested,1,Combine harvested,,,,,
1260,R/HB/2,1977,all plots,25-Oct-76,,diary record,"P, K, Mg and silicate of soda applied",1,"P, K, Mg and silicate of soda applied",,,,,
1261,R/HB/2,1977,all plots,26-Oct-76,,diary record,FYM applied,1,FYM applied,,,,,
1262,R/HB/2,1977,all plots,28-Oct-76,,diary record,ploughed,1,Ploughed,,,,,
1263,R/HB/2,1977,all plots,07-Mar-77,,diary record,spring-tine cultivated,1,Spring-tine cultivated,,,,,
1264,R/HB/2,1977,barley,06-Aug-76,,diary record,"Diquat at 0.59 kg ion in 450 1 applied in autumn, (to manures C--RTN, CP-RTN, C-KRTN and CPKRTN plots only)",1,"Diquat (to manures C--RTN, CP-RTN, C-KRTN and CPKRTN plots only)",0.59,kg ion/ha,450,l/ha,
1265,R/HB/2,1977,barley,08-Mar-77,,diary record,seed sown,1,Seed sown,,,,,
1266,R/HB/2,1977,barley,14-Apr-77,,diary record,N applied,1,N applied,,,,,
1267,R/HB/2,1977,barley,24-May-77,,diary record,Dicamba with mecoprop and MCPA ('Banlene Plus' at 4.9 1 in 220 1) applied in spring.,1,"Banlene Plus (Dicamba, Mecoprop, MCPA)",4.9,l/ha,220,l/ha,
1268,R/HB/2,1977,barley,23-Aug-77,,diary record,combine harvested,1,Combine harvested,,,,,
1269,R/HB/2,1977,potatoes,06-Sep-76,,diary record,Chalk at 2.9 t.,1,Chalk,2.9,tonnes/ha,,,
1270,R/HB/2,1977,potatoes,14-Apr-77,,diary record,N applied,1,N applied,,,,,
1271,R/HB/2,1977,potatoes,19-Apr-77,,diary record,"spike rotary cultivated, potatoes planted",1,Spike rotary cultivated,,,,,
1271,R/HB/2,1977,potatoes,19-Apr-77,,diary record,"spike rotary cultivated, potatoes planted",1,Potatoes planted,,,,,
1272,R/HB/2,1977,potatoes,21-Apr-77,,diary record,grubbed,1,Grubbed,,,,,
1273,R/HB/2,1977,potatoes,21-Jun-77,,diary record,grubbed,1,Grubbed,,,,,
1274,R/HB/2,1977,potatoes,26-May-77,,diary record,rotary ridged,1,Rotary ridged,,,,,
1275,R/HB/2,1977,potatoes,22-Jun-77,,diary record,rotary ridged,1,Rotary ridged,,,,,
1276,R/HB/2,1977,potatoes,28-May-77,,diary record,Linuron at 1.2 kg in 340 1.,1,Linuron,1.2,kg/ha,340,l/ha,
1277,R/HB/2,1977,potatoes,23-Jun-77,,diary record,mancozeb at 1.3 kg in 330 1,1,Mancozeb,1.3,kg/ha,330,l/ha,
1278,R/HB/2,1977,potatoes,05-Jul-77,,diary record,mancozeb at 1.3 kg in 330 1,1,Mancozeb,1.3,kg/ha,330,l/ha,
1279,R/HB/2,1977,potatoes,26-Jul-77,,diary record,mancozeb at 1.3 kg and pirimicarb at 0.14 kg in 330 1,1,Mancozeb,1.3,kg/ha,330,l/ha,
1279,R/HB/2,1977,potatoes,26-Jul-77,,diary record,mancozeb at 1.3 kg and pirimicarb at 0.14 kg in 330 1,1,Pirimicarb,0.14,kg/ha,330,l/ha,
1280,R/HB/2,1977,potatoes,10-Aug-77,,diary record,mancozeb at 1.3 kg and pirimicarb at 0.14 kg in 330 1,1,Mancozeb,1.3,kg/ha,330,l/ha,
1280,R/HB/2,1977,potatoes,10-Aug-77,,diary record,mancozeb at 1.3 kg and pirimicarb at 0.14 kg in 330 1,1,Pirimicarb,0.14,kg/ha,330,l/ha,
1281,R/HB/2,1977,potatoes,03-Oct-77,,diary record,Haulm mechanically destroyed,1,Haulm mechanically destroyed,,,,,
1282,R/HB/2,1977,potatoes,03-Nov-77,,diary record,lifted,1,Lifted,,,,,
1283,R/HB/2,1977,beans,09-Mar-77,,diary record,seed sown,1,Seed sown,,,,,
1284,R/HB/2,1977,beans,18-May-77,,diary record,Tractor hoed,1,Tractor hoed,,,,,
1285,R/HB/2,1977,beans,19-Jul-77,,diary record,pirimicarb at 0.14 kg in 280 1.,1,Pirimicarb,0.14,kg/ha,280,l/ha,
1286,R/HB/2,1977,beans,21-Sep-77,,diary record,combine harvested,1,Combine harvested,,,,,
1287,R/HB/2,1978,all plots,13-Dec-77,,diary record,autumn manures applied,1,Autumn manures applied,,,,,
1288,R/HB/2,1978,all plots,14-Dec-77,,diary record,ploughed,1,Ploughed,,,,,
1289,R/HB/2,1978,all plots,10-Mar-78,,diary record,spring-tine cultivated,1,Spring-tine cultivated,,,,,
1290,R/HB/2,1978,barley,10-Oct-77,,diary record,glyphosate at 1.7 kg in 220 1,1,Glyphosate,1.7,kg/ha,220,l/ha,
1291,R/HB/2,1978,barley,22-Mar-78,,diary record,seed sown (except 'Form of N 1852-1966 N and C' plots and 'extra' plots),1,Seed sown (except 'Form of N 1852-1966 N and C' plots and 'extra' plots),,,,,
1292,R/HB/2,1978,barley,30-Mar-78,,diary record,seed sown on remaining plots,1,Seed sown on remaining plots,,,,,
1293,R/HB/2,1978,barley,17-May-78,,diary record,N applied,1,N applied,,,,,
1294,R/HB/2,1978,barley,23-May-78,,diary record,"ioxynil, mecoprop and Tridemorph applied to all plots except 'Form of N 1852-1966 N and C' plots and 'extra' plots",1,Ioxynil applied to all plots except 'Form of N 1852-1966 N and C' plots and 'extra' plots,0.53,kg/ha,220,l/ha,
1294,R/HB/2,1978,barley,23-May-78,,diary record,"ioxynil, mecoprop and Tridemorph applied to all plots except 'Form of N 1852-1966 N and C' plots and 'extra' plots",1,Mecoprop applied to all plots except 'Form of N 1852-1966 N and C' plots and 'extra' plots,1.6,kg/ha,220,l/ha,
1294,R/HB/2,1978,barley,23-May-78,,diary record,"ioxynil, mecoprop and Tridemorph applied to all plots except 'Form of N 1852-1966 N and C' plots and 'extra' plots",1,Tridemorph applied to all plots except 'Form of N 1852-1966 N and C' plots and 'extra' plots,0.53,kg/ha,220,l/ha,
1295,R/HB/2,1978,barley,26-May-78,,diary record,ioxynil at 0.53 kg and mecoprop at 1.6 kg and Tridemorph at 0.53 kg in 220 l,1,"Ioxynil, remaining plots sprayed",0.53,kg/ha,220,l/ha,
1295,R/HB/2,1978,barley,26-May-78,,diary record,ioxynil at 0.53 kg and mecoprop at 1.6 kg and Tridemorph at 0.53 kg in 220 l,1,"Mecoprop, remaining plots sprayed",1.6,kg/ha,220,l/ha,
1295,R/HB/2,1978,barley,26-May-78,,diary record,ioxynil at 0.53 kg and mecoprop at 1.6 kg and Tridemorph at 0.53 kg in 220 l,1,"Tridemorph, remaining plots sprayed",0.53,kg/ha,220,l/ha,
1296,R/HB/2,1978,barley,09-Sep-78,,diary record,combine harvested,1,Combine harvested,,,,,
1297,R/HB/2,1978,potatoes,10-Oct-77,,diary record,glyphosate at 1.7 kg in 220 1,1,Glyphosate,1.7,kg/ha,220,l/ha,
1298,R/HB/2,1978,potatoes,11-Oct-77,,diary record,Chalk at 2.9 t.,1,Chalk,2.9,tonnes/ha,,,
1299,R/HB/2,1978,potatoes,11-May-78,,diary record,N applied,1,N applied,,,,,
1300,R/HB/2,1978,potatoes,12-May-78,,diary record,"spike rotary cultivated, potatoes planted",1,Spike rotary cultivated,,,,,
1300,R/HB/2,1978,potatoes,12-May-78,,diary record,"spike rotary cultivated, potatoes planted",1,Potatoes planted,,,,,
1301,R/HB/2,1978,potatoes,15-May-78,,diary record,Linuron at 1.1 kg in 220 1.,1,Linuron,1.1,kg/ha,220,l/ha,
1302,R/HB/2,1978,potatoes,19-Jun-78,,diary record,grubbed and rotary ridged,1,Grubbed,,,,,
1302,R/HB/2,1978,potatoes,19-Jun-78,,diary record,grubbed and rotary ridged,1,Rotary ridged,,,,,
1303,R/HB/2,1978,potatoes,05-Jul-78,,diary record,mancozeb at 1.3 kg in 220 1,1,Mancozeb,1.3,kg/ha,220,l/ha,
1304,R/HB/2,1978,potatoes,17-Jul-78,,diary record,mancozeb at 1.3 kg and pirimicarb at 0.14 kg in 220 1,1,Mancozeb,1.3,kg/ha,220,l/ha,
1304,R/HB/2,1978,potatoes,17-Jul-78,,diary record,mancozeb at 1.3 kg and pirimicarb at 0.14 kg in 220 1,1,Pirimicarb,0.14,kg/ha,220,l/ha,
1305,R/HB/2,1978,potatoes,04-Aug-78,,diary record,mancozeb at 1.3 kg and pirimicarb at 0.14 kg in 220 1,1,Mancozeb,1.3,kg/ha,220,l/ha,
1305,R/HB/2,1978,potatoes,04-Aug-78,,diary record,mancozeb at 1.3 kg and pirimicarb at 0.14 kg in 220 1,1,Pirimicarb,0.14,kg/ha,220,l/ha,
1306,R/HB/2,1978,potatoes,17-Aug-78,,diary record,Fentin acetate and maneb ('Fennite A' at 1.7 kg) in 220 1,1,"Fennite A (Fentin acetate, Maneb)",1.7,kg/ha,220,l/ha,
1307,R/HB/2,1978,potatoes,08-Sep-78,,diary record,Fentin acetate and maneb ('Fennite A' at 1.7 kg) in 220 1,1,"Fennite A (Fentin acetate, Maneb)",1.7,kg/ha,220,l/ha,
1308,R/HB/2,1978,potatoes,26-Oct-78,,diary record,lifted,1,Lifted,,,,,
1309,R/HB/2,1978,beans,30-Mar-78,,diary record,seed sown,1,Seed sown,,,,,
1310,R/HB/2,1978,beans,19-May-78,,diary record,Tractor hoed,1,Tractor hoed,,,,,
1311,R/HB/2,1978,beans,08-Jun-78,,diary record,Tractor hoed,1,Tractor hoed,,,,,
1312,R/HB/2,1978,beans,07-Jul-78,,diary record,pirimicarb at 0.14 kg in 220 1.,1,Pirimicarb,0.14,kg/ha,220,l/ha,
1313,R/HB/2,1978,beans,25-Sep-78,,diary record,combine harvested,1,Combine harvested,,,,,
1314,R/HB/2,1979,all plots,13-Nov-78,,diary record,"P, K and Na applied",1,"P, K and Na applied",,,,,
1315,R/HB/2,1979,all plots,20-Nov-78,,diary record,Chalk at 2.5 t,1,Chalk,2.5,tonnes/ha,,,
1316,R/HB/2,1979,all plots,23-Nov-78,,diary record,FYM applied,1,FYM applied,,,,,
1317,R/HB/2,1979,all plots,24-Nov-78,,diary record,ploughed,1,Ploughed,,,,,
1318,R/HB/2,1979,all plots,06-Apr-79,,diary record,"spring-tine cultivated, seed sown",1,Spring-tine cultivated,,,,,
1318,R/HB/2,1979,all plots,06-Apr-79,,diary record,"spring-tine cultivated, seed sown",1,Seed sown,,,,,
1319,R/HB/2,1979,all plots,18-May-79,,diary record,N applied,1,N applied,,,,,
1320,R/HB/2,1979,all plots,19-May-79,,diary record,mecoprop with bromoxynil and ioxynil (as 'Brittox' at 3.5 kg) in 220 1.,1,"Brittox (mecoprop, bromoxynil, ioxynil)",3.5,kg/ha,220,l/ha,
1321,R/HB/2,1979,all plots,18-Jun-79,,diary record,Tridemorph at 0.53 kg in 220 1.,1,Tridemorph,0.53,kg/ha,220,l/ha,
1322,R/HB/2,1979,all plots,27-Aug-79,,diary record,combine harvested,1,Combine harvested,,,,,
1323,R/HB/2,1980,all plots,27-Sep-79,,diary record,glyphosate at 1.5 kg in 220 1,1,Glyphosate,1.5,kg/ha,220,l/ha,
1324,R/HB/2,1980,all plots,01-Nov-79,,diary record,P applied,1,P applied,,,,,
1325,R/HB/2,1980,all plots,02-Nov-79,,diary record,K applied,1,K applied,,,,,
1326,R/HB/2,1980,all plots,07-Nov-79,,diary record,Chalk applied,1,Chalk applied,,,,,
1327,R/HB/2,1980,all plots,08-Nov-79,,diary record,"Silicate of soda and FYM applied, ploughed",1,Silicate of soda and FYM applied,,,,,
1327,R/HB/2,1980,all plots,08-Nov-79,,diary record,"Silicate of soda and FYM applied, ploughed",1,Ploughed,,,,,
1328,R/HB/2,1980,all plots,21-Feb-80,,diary record,"spring-tine cultivated, seed sown",1,Spring-tine cultivated,,,,,
1328,R/HB/2,1980,all plots,21-Feb-80,,diary record,"spring-tine cultivated, seed sown",1,Seed sown,,,,,
1329,R/HB/2,1980,all plots,16-Apr-80,,diary record,N applied,1,N applied,,,,,
1330,R/HB/2,1980,all plots,09-May-80,,diary record,mecoprop with bromoxynil and ioxynil (as 'Brittox' at 3.5 kg) and Tridemorph at 0.53 l in 250 1.,1,"Brittox (mecoprop, bromoxynil, ioxynil)",3.5,kg/ha,250,l/ha,
1330,R/HB/2,1980,all plots,09-May-80,,diary record,mecoprop with bromoxynil and ioxynil (as 'Brittox' at 3.5 kg) and Tridemorph at 0.53 l in 250 1.,1,Tridemorph,0.53,l/ha,250,l/ha,
1331,R/HB/2,1980,all plots,18-Aug-80,,diary record,Harvested,1,Harvested,,,,,
1332,R/HB/2,1981,all plots,01-Sep-80,,diary record,paraquat at 0.84 kg for in 250 1,1,Paraquat,0.84,kg ion/ha,250,l/ha,
1333,R/HB/2,1981,all plots,07-Oct-80,,diary record,Chalk applied,1,Chalk applied,,,,,
1334,R/HB/2,1981,all plots,01-Dec-80,,diary record,"P, K, and silicate of soda applied",1,"P, K and silicate of soda applied",,,,,
1335,R/HB/2,1981,all plots,03-Dec-80,,diary record,"FYM applied, ploughed",1,FYM applied,,,,,
1335,R/HB/2,1981,all plots,03-Dec-80,,diary record,"FYM applied, ploughed",1,Ploughed,,,,,
1336,R/HB/2,1981,all plots,17-Feb-81,,diary record,"spring-tine cultivated, seed sown",1,Spring-tine cultivated,,,,,
1336,R/HB/2,1981,all plots,17-Feb-81,,diary record,"spring-tine cultivated, seed sown",1,Seed sown,,,,,
1337,R/HB/2,1981,all plots,21-Apr-81,,diary record,N applied,1,N applied,,,,,
1338,R/HB/2,1981,all plots,12-May-81,,diary record,mecoprop with ioxynil and bromoxynil (as 'Brittox' at 2.5 1) and Tridemorph at 0.53 kg in 250 l,1,"Brittox (mecoprop, bromoxynil, ioxynil)",2.5,l/ha,250,l/ha,
1338,R/HB/2,1981,all plots,12-May-81,,diary record,mecoprop with ioxynil and bromoxynil (as 'Brittox' at 2.5 1) and Tridemorph at 0.53 kg in 250 l,1,Tridemorph,0.53,kg/ha,250,l/ha,
1339,R/HB/2,1981,all plots,17-Aug-81,18-Aug-81,diary record,combine harvested,1,Combine harvested,,,,,
1340,R/HB/2,1982,all plots,04-Nov-81,,diary record,glyphosate at 1.4 kg applied to 'Form of N 1852-1966 N and C' plots,1,Glyphosate applied to 'Form of N 1852-1966 N and C' plots,1.4,kg/ha,,,
1341,R/HB/2,1982,all plots,12-Nov-81,,diary record,P and K applied,1,PK applied,,,,,
1342,R/HB/2,1982,all plots,13-Nov-81,,diary record,Silicate of soda applied,1,Silicate of soda applied,,,,,
1343,R/HB/2,1982,all plots,17-Nov-81,,diary record,Chalk applied,1,Chalk applied,,,,,
1344,R/HB/2,1982,all plots,18-Nov-81,,diary record,FYM applied,1,FYM applied,,,,,
1345,R/HB/2,1982,all plots,19-Nov-81,,diary record,ploughed,1,Ploughed,,,,,
1346,R/HB/2,1982,all plots,28-Mar-82,,diary record,spring-tine cultivated,1,Spring-tine cultivated,,,,,
1347,R/HB/2,1982,all plots,29-Mar-82,,diary record,seed sown,1,Seed sown,,,,,
1348,R/HB/2,1982,all plots,05-May-82,,diary record,N applied,1,N applied,,,,,
1349,R/HB/2,1982,all plots,17-May-82,,diary record,"Dicamba, mecoprop and MCPA (as 'Poly-Farmon' at 5.0 1) and Tridemorph at 0.53 kg in 250 l",1,"Poly-Farmon (Dicamba, mecoprop, MCPA)",5.0,l/ha,250,l/ha,
1349,R/HB/2,1982,all plots,17-May-82,,diary record,"Dicamba, mecoprop and MCPA (as 'Poly-Farmon' at 5.0 1) and Tridemorph at 0.53 kg in 250 l",1,Tridemorph,0.53,kg/ha,,,
1350,R/HB/2,1982,all plots,16-Aug-82,,diary record,combine harvested,1,Combine harvested,,,,,
1351,R/HB/2,1983,all plots,27-Oct-82,,diary record,glyphosate at 1.4 kg in 120 1,1,Glyphosate,1.4,kg/ha,120,l/ha,
1352,R/HB/2,1983,all plots,08-Nov-82,,diary record,"P, K, Mg and silicate of soda applied",1,"P, K, Mg and silicate of soda applied",,,,,
1353,R/HB/2,1983,all plots,24-Nov-82,,diary record,Chalk and FYM applied,1,Chalk and FYM applied,,,,,
1354,R/HB/2,1983,all plots,25-Nov-82,,diary record,ploughed,1,Ploughed,,,,,
1355,R/HB/2,1983,all plots,08-Mar-83,,diary record,spring-tine cultivated twice,1,Spring-tine cultivated twice,,,,,
1356,R/HB/2,1983,all plots,09-Mar-83,,diary record,seed sown,1,Seed sown,,,,,
1357,R/HB/2,1983,all plots,23-May-83,,diary record,N applied,1,N applied,,,,,
1358,R/HB/2,1983,all plots,24-May-83,,diary record,"Dicamba, mecoprop and MCPA (as 'Herrisol' at 5.0 1) in 250 1.",1,"Herrisol (Dicamba, Mecoprop, MCPA)",5.0,l/ha,250,l/ha,
1359,R/HB/2,1983,all plots,21-Jun-83,,diary record,Tridemorph at 0.52 kg in 250 1.,1,Tridemorph,0.52,kg/ha,250,l/ha,
1360,R/HB/2,1983,all plots,09-Aug-83,,diary record,combine harvested,1,Combine harvested,,,,,
1361,R/HB/2,1984,all plots,14-Sep-83,,diary record,Chalk applied,1,Chalk applied,,,,,
1362,R/HB/2,1984,all plots,15-Nov-83,,diary record,"P, K and silicate of soda applied",1,"P, K and silicate of soda applied",,,,,
1363,R/HB/2,1984,all plots,16-Nov-83,,diary record,"FYM applied, ploughed",1,FYM applied,,,,,
1363,R/HB/2,1984,all plots,16-Nov-83,,diary record,"FYM applied, ploughed",1,Ploughed,,,,,
1364,R/HB/2,1984,all plots,07-Mar-84,,diary record,spring-tine cultivated,1,Spring-tine cultivated,,,,,
1365,R/HB/2,1984,all plots,08-Mar-84,,diary record,seed sown,1,Seed sown,,,,,
1366,R/HB/2,1984,all plots,16-Apr-84,,diary record,N applied,1,N applied,,,,,
1367,R/HB/2,1984,all plots,16-May-84,,diary record,"3,6-dichloropicolinic acid at 0.05 kg and bromoxynil at 0.24 kg with mecoprop (as 'CMPP' at 3 l) and Tridemorph at 0.52 kg in 250 l",1,"3,6-dichloropicolinic acid",0.05,kg/ha,250,l/ha,
1367,R/HB/2,1984,all plots,16-May-84,,diary record,"3,6-dichloropicolinic acid at 0.05 kg and bromoxynil at 0.24 kg with mecoprop (as 'CMPP' at 3 l) and Tridemorph at 0.52 kg in 250 l",1,Bromoxynil,0.24,kg/ha,250,l/ha,
1367,R/HB/2,1984,all plots,16-May-84,,diary record,"3,6-dichloropicolinic acid at 0.05 kg and bromoxynil at 0.24 kg with mecoprop (as 'CMPP' at 3 l) and Tridemorph at 0.52 kg in 250 l",1,Mecoprop (as 'CMPP'),3.0,l/ha,250,l/ha,
1367,R/HB/2,1984,all plots,16-May-84,,diary record,"3,6-dichloropicolinic acid at 0.05 kg and bromoxynil at 0.24 kg with mecoprop (as 'CMPP' at 3 l) and Tridemorph at 0.52 kg in 250 l",1,Tridemorph,0.52,kg/ha,250,l/ha,
1368,R/HB/2,1984,all plots,18-Aug-84,,diary record,combine harvested,1,Combine harvested,,,,,
1369,R/HB/2,1985,all plots,01-Oct-84,,diary record,Chalk at 2.9 t.,1,Chalk,2.9,tonnes/ha,,,
1370,R/HB/2,1985,all plots,30-Oct-84,,diary record,Silicate of soda applied,1,Silicate of soda applied,,,,,
1371,R/HB/2,1985,all plots,21-Nov-84,,diary record,P applied,1,P applied,,,,,
1372,R/HB/2,1985,all plots,26-Nov-84,,diary record,K applied,1,K applied,,,,,
1373,R/HB/2,1985,all plots,27-Nov-84,,diary record,"FYM applied, ploughed",1,FYM applied,,,,,
1373,R/HB/2,1985,all plots,27-Nov-84,,diary record,"FYM applied, ploughed",1,Ploughed,,,,,
1374,R/HB/2,1985,all plots,12-Mar-85,,diary record,spring-tine cultivated,1,Spring-tine cultivated,,,,,
1375,R/HB/2,1985,all plots,13-Mar-85,,diary record,"spring-tine cultivated, seed sown",1,Spring-tine cultivated,,,,,
1375,R/HB/2,1985,all plots,13-Mar-85,,diary record,"spring-tine cultivated, seed sown",1,Seed sown,,,,,
1376,R/HB/2,1985,all plots,22-Apr-85,,diary record,N applied,1,N applied,,,,,
1377,R/HB/2,1985,all plots,09-May-85,,diary record,Clopyralid at 0.05 kg and bromoxynil octanoate at 0.24 kg with mecoprop at 1.7 kg and Tridemorph at 0.52 kg in 500 l.,1,Clopyralid,0.05,kg/ha,500,l/ha,
1377,R/HB/2,1985,all plots,09-May-85,,diary record,Clopyralid at 0.05 kg and bromoxynil octanoate at 0.24 kg with mecoprop at 1.7 kg and Tridemorph at 0.52 kg in 500 l.,1,Bromoxynil octanoate,0.24,kg/ha,500,l/ha,
