record_id,source_id,sequence,Experiment,harvest_year,plots,start_date_orig,start date,end_date_orig,end_date,type,flag,record,tidy_record,Column,rate,unit,water_volume,water_volume_unit
,4821,,R/CS/10,1981,sawyers i,01-Jun-81,,,,diary record,,"Dicamba, mecoprop and MCPA (as 'Herrisol' at 5.0 1) in 250 1","Herrisol (Dicamba, Mecoprop, MCPA)",5,l/ha,250,l/ha,
,4822,,R/CS/10,1981,sawyers i,10-Sep-81,,,,diary record,,combine harvested,Combine harvested,,,,,
,4831,,R/CS/10,1982,sawyers i,03-Dec-81,,07-Dec-81,,diary record,,ground chalk treatment applied,Ground Chalk treatment applied,0,tonnes/ha,,,
,4831,,R/CS/10,1982,sawyers i,03-Dec-81,,07-Dec-81,,diary record,,ground chalk treatment applied,Ground Chalk treatment applied,2,tonnes/ha,,,
,4831,,R/CS/10,1982,sawyers i,03-Dec-81,,07-Dec-81,,diary record,,ground chalk treatment applied,Ground Chalk treatment applied,5,tonnes/ha,,,
,4831,,R/CS/10,1982,sawyers i,03-Dec-81,,07-Dec-81,,diary record,,ground chalk treatment applied,Ground Chalk treatment applied,10,tonnes/ha,,,
,4832,,R/CS/10,1982,sawyers i,03-Feb-82,,,,diary record,,ploughed,Ploughed,,,,,
,4833,,R/CS/10,1982,sawyers i,05-Apr-82,,,,diary record,,spring-tine cultivated,Spring-tine cultivated,,,,,
,4834,,R/CS/10,1982,"sawyers i - P1, P3",14-Apr-82,,,,diary record,,"P, K and Mg applied, K at 120 kg as muriate of potash, Mg at 40 kg as kieserite. Seed sown, N at 30 kg as 'Nitro-chalk' combine drilled.",Treatment P as superphosphate,50,kgP/ha,,,
,4834,,R/CS/10,1982,"sawyers i - P0, P2",14-Apr-82,,,,diary record,,"P, K and Mg applied, K at 120 kg as muriate of potash, Mg at 40 kg as kieserite. Seed sown, N at 30 kg as 'Nitro-chalk' combine drilled.",Treatment P as superphosphate,0,kgP/ha,,,
,4834,,R/CS/10,1982,sawyers i,14-Apr-82,,,,diary record,,"P, K and Mg applied, K at 120 kg as muriate of potash, Mg at 40 kg as kieserite. Seed sown, N at 30 kg as 'Nitro-chalk' combine drilled.",muriate of potash,120,kgK2O/ha,,,
,4834,,R/CS/10,1982,sawyers i,14-Apr-82,,,,diary record,,"P, K and Mg applied, K at 120 kg as muriate of potash, Mg at 40 kg as kieserite. Seed sown, N at 30 kg as 'Nitro-chalk' combine drilled.",Kieserite,40,kgMgO/ha,,,
,4834,,R/CS/10,1982,sawyers i,14-Apr-82,,,,diary record,,"P, K and Mg applied, K at 120 kg as muriate of potash, Mg at 40 kg as kieserite. Seed sown, N at 30 kg as 'Nitro-chalk' combine drilled.",Seed sown,,,,,
,4834,,R/CS/10,1982,sawyers i,14-Apr-82,,,,diary record,,"P, K and Mg applied, K at 120 kg as muriate of potash, Mg at 40 kg as kieserite. Seed sown, N at 30 kg as 'Nitro-chalk' combine drilled.",Nitro-chalk combine drilled,30,kg/ha,,,
,4835,,R/CS/10,1982,sawyers i,26-May-82,,,,diary record,,"Dicamba, mecoprop and MCPA (as 'Banlene Plus' at 5.0 1) in 250 1","Banlene Plus (Dicamba, Mecoprop, MCPA)",5,l/ha,250,l/ha,
,4836,,R/CS/10,1982,sawyers i,26-Aug-82,,27-Aug-82,,diary record,,combine harvested,Combine harvested,,,,,
,4844,,R/CS/10,1983,sawyers i,26-Nov-82,,,,diary record,,ground chalk treatment applied,Ground Chalk treatment applied,0,tonnes/ha,,,
,4844,,R/CS/10,1983,sawyers i,26-Nov-82,,,,diary record,,ground chalk treatment applied,Ground Chalk treatment applied,5,tonnes/ha,,,
,4844,,R/CS/10,1983,sawyers i,26-Nov-82,,,,diary record,,ground chalk treatment applied,Ground Chalk treatment applied,3,tonnes/ha,,,
,4844,,R/CS/10,1983,sawyers i,26-Nov-82,,,,diary record,,ground chalk treatment applied,Ground Chalk treatment applied,10,tonnes/ha,,,
,4845,,R/CS/10,1983,sawyers i,01-Dec-82,,,,diary record,,ploughed,Ploughed,,,,,
,4846,,R/CS/10,1983,sawyers i,11-May-83,,,,diary record,,"P treatment and N, K and Mg applied, N at 250 kg as 'Nitro-chalk', K at 210 kg as muriate of potash, Mg at 40 kg as kieserite.",P treatment,,,,,
,4846,,R/CS/10,1983,sawyers i,11-May-83,,,,diary record,,"P treatment and N, K and Mg applied, N at 250 kg as 'Nitro-chalk', K at 210 kg as muriate of potash, Mg at 40 kg as kieserite.",Nitro-chalk,250,kgN/ha,,,
,4846,,R/CS/10,1983,sawyers i,11-May-83,,,,diary record,,"P treatment and N, K and Mg applied, N at 250 kg as 'Nitro-chalk', K at 210 kg as muriate of potash, Mg at 40 kg as kieserite.",muriate of potash,210,kgK2O/ha,,,
,4846,,R/CS/10,1983,sawyers i,11-May-83,,,,diary record,,"P treatment and N, K and Mg applied, N at 250 kg as 'Nitro-chalk', K at 210 kg as muriate of potash, Mg at 40 kg as kieserite.",Kieserite,40,kgMgO/ha,,,
,4847,,R/CS/10,1983,sawyers i,23-May-83,,,,diary record,,"rotary harrowed, potatoes planted",Rotary harrowed,,,,,
,4847,,R/CS/10,1983,sawyers i,23-May-83,,,,diary record,,"rotary harrowed, potatoes planted",Potatoes planted,,,,,
,4848,,R/CS/10,1983,sawyers i,26-May-83,,,,diary record,,rotary ridged,Rotary ridged,,,,,
,4849,,R/CS/10,1983,sawyers i,07-Jun-83,,,,diary record,,Linuron at 1.0 1 with paraquat at 0.4 kg for in 500 1.,Linuron,1,l/ha,500,l/ha,
,4849,,R/CS/10,1983,sawyers i,07-Jun-83,,,,diary record,,Linuron at 1.0 1 with paraquat at 0.4 kg for in 500 1.,Paraquat,0.4,kg ion/ha,500,l/ha,
,4850,,R/CS/10,1983,sawyers i,22-Jun-83,,,,diary record,,mancozeb at 1.4 kg in 250 1,Mancozeb,1.4,kg/ha,250,l/ha,
,4851,,R/CS/10,1983,sawyers i,25-Aug-83,,,,diary record,,mancozeb at 1.4 kg in 250 1,Mancozeb,1.4,kg/ha,250,l/ha,
,4852,,R/CS/10,1983,sawyers i,09-Sep-83,,,,diary record,,mancozeb at 1.4 kg in 250 1,Mancozeb,1.4,kg/ha,250,l/ha,
,4853,,R/CS/10,1983,sawyers i,01-Jul-83,,,,diary record,,Fentin hydroxide at 0.28 kg and pirimicarb at 0.14 kg in 250 l,Fentin hydroxide,0.28,kg/ha,250,l/ha,
,4853,,R/CS/10,1983,sawyers i,01-Jul-83,,,,diary record,,Fentin hydroxide at 0.28 kg and pirimicarb at 0.14 kg in 250 l,Pirimicarb,0.14,kg/ha,250,l/ha,
,4854,,R/CS/10,1983,sawyers i,08-Jul-83,,,,diary record,,Fentin hydroxide at 0.28 kg and pirimicarb at 0.14 kg in 250 l,Fentin hydroxide,0.28,kg/ha,250,l/ha,
,4854,,R/CS/10,1983,sawyers i,08-Jul-83,,,,diary record,,Fentin hydroxide at 0.28 kg and pirimicarb at 0.14 kg in 250 l,Pirimicarb,0.14,kg/ha,250,l/ha,
,4855,,R/CS/10,1983,sawyers i,18-Jul-83,,,,diary record,,Fentin hydroxide at 0.28 kg and pirimicarb at 0.14 kg in 250 l,Fentin hydroxide,0.28,kg/ha,250,l/ha,
,4855,,R/CS/10,1983,sawyers i,18-Jul-83,,,,diary record,,Fentin hydroxide at 0.28 kg and pirimicarb at 0.14 kg in 250 l,Pirimicarb,0.14,kg/ha,250,l/ha,
,4856,,R/CS/10,1983,sawyers i,28-Jul-83,,,,diary record,,Fentin hydroxide at 0.28 kg and pirimicarb at 0.14 kg in 250 l,Fentin hydroxide,0.28,kg/ha,250,l/ha,
,4856,,R/CS/10,1983,sawyers i,28-Jul-83,,,,diary record,,Fentin hydroxide at 0.28 kg and pirimicarb at 0.14 kg in 250 l,Pirimicarb,0.14,kg/ha,250,l/ha,
,4857,,R/CS/10,1983,sawyers i,11-Aug-83,,,,diary record,,Fentin hydroxide at 0.28 kg in 250 1,Fentin hydroxide,0.28,kg/ha,250,l/ha,
,4858,,R/CS/10,1983,sawyers i,11-Oct-83,,,,diary record,,Haulm mechanically destroyed,Haulm mechanically destroyed,,,,,
,4859,,R/CS/10,1983,sawyers i,19-Oct-83,,,,diary record,,Haulm desiccant undiluted BOV at 170 l,Haulm desiccant undiluted BOV,170,l/ha,,,
,4860,,R/CS/10,1983,sawyers i,28-Oct-83,,,,diary record,,lifted,Lifted,,,,,
,4882,,R/CS/10,1984,sawyers i,11-Nov-83,,,,diary record,,Heavy spring-tine cultivated,Heavy spring-tine cultivated,,,,,
,4883,,R/CS/10,1984,sawyers i,27-Apr-84,,,,diary record,,Heavy spring-tine cultivated twice,Heavy spring-tine cultivated,,,,,
,4884,,R/CS/10,1984,sawyers i,09-May-84,,,,diary record,,Heavy spring-tine cultivated twice,Heavy spring-tine cultivated,,,,,
,4885,,R/CS/10,1984,sawyers i,27-Apr-84,,,,diary record,,rotary cultivated,Rotary cultivated,,,,,
,4886,,R/CS/10,1984,sawyers i,15-Jun-84,,,,diary record,,rotary cultivated,Rotary cultivated,,,,,
,4887,,R/CS/10,1984,sawyers i,12-Jul-84,,,,diary record,,rotary cultivated,Rotary cultivated,,,,,
,4888,,R/CS/10,1984,sawyers i,13-Jul-84,,,,diary record,,spring-tine cultivated,Spring-tine cultivated,,,,,
,4894,,R/CS/10,1985,sawyers i,03-Jan-85,,,,diary record,,ploughed,Ploughed,,,,,
,4895,,R/CS/10,1985,sawyers i,18-Mar-85,,,,diary record,,"NK applied (25:0:16) at 450 kg, spring-tine cultivated, rotary harrowed, seed sown",NK applied (25:0:16),450,kg/ha,,,
,4895,,R/CS/10,1985,sawyers i,18-Mar-85,,,,diary record,,"NK applied (25:0:16) at 450 kg, spring-tine cultivated, rotary harrowed, seed sown",Spring-tine cultivated,,,,,
,4895,,R/CS/10,1985,sawyers i,18-Mar-85,,,,diary record,,"NK applied (25:0:16) at 450 kg, spring-tine cultivated, rotary harrowed, seed sown",Rotary harrowed,,,,,
,4895,,R/CS/10,1985,sawyers i,18-Mar-85,,,,diary record,,"NK applied (25:0:16) at 450 kg, spring-tine cultivated, rotary harrowed, seed sown",Seed sown,,,,,
,4896,,R/CS/10,1985,sawyers i,16-May-85,,,,diary record,,mecoprop at 1.6 kg with bromoxynil at 0.20 kg and ioxynil at 0.20 kg and Tridemorph at 9.52 kg in 200 l.,Mecoprop,1.6,kg/ha,200,l/ha,
,4896,,R/CS/10,1985,sawyers i,16-May-85,,,,diary record,,mecoprop at 1.6 kg with bromoxynil at 0.20 kg and ioxynil at 0.20 kg and Tridemorph at 9.52 kg in 200 l.,Bromoxynil,0.2,kg/ha,200,l/ha,
,4896,,R/CS/10,1985,sawyers i,16-May-85,,,,diary record,,mecoprop at 1.6 kg with bromoxynil at 0.20 kg and ioxynil at 0.20 kg and Tridemorph at 9.52 kg in 200 l.,Ioxynil,0.2,kg/ha,200,l/ha,
,4896,,R/CS/10,1985,sawyers i,16-May-85,,,,diary record,,mecoprop at 1.6 kg with bromoxynil at 0.20 kg and ioxynil at 0.20 kg and Tridemorph at 9.52 kg in 200 l.,Tridemorph,9.52,kg/ha,200,l/ha,
,4897,,R/CS/10,1985,sawyers i,23-Aug-85,,,,diary record,,combine harvested,Combine harvested,,,,,
,4902,,R/CS/10,1986,sawyers i,23-Sep-85,,,,diary record,,glyphosate at 1.4 kg in 200 1,Glyphosate,1.4,kg/ha,200,l/ha,
,4903,,R/CS/10,1986,sawyers i,08-Oct-85,,,,diary record,,ploughed,Ploughed,,,,,
,4904,,R/CS/10,1986,sawyers i,23-Oct-85,,,,diary record,,"rolled, disced, rotary harrowed, seed sown",Rolled,,,,,
,4904,,R/CS/10,1986,sawyers i,23-Oct-85,,,,diary record,,"rolled, disced, rotary harrowed, seed sown",Disced,,,,,
,4904,,R/CS/10,1986,sawyers i,23-Oct-85,,,,diary record,,"rolled, disced, rotary harrowed, seed sown",Rotary harrowed,,,,,
,4904,,R/CS/10,1986,sawyers i,23-Oct-85,,,,diary record,,"rolled, disced, rotary harrowed, seed sown",Seed sown,,,,,
,4905,,R/CS/10,1986,sawyers i,30-Apr-86,,,,diary record,,"N applied, N at 170 kg as nitram.",Nitram,170,kgN/ha,,,
,4906,,R/CS/10,1986,sawyers i,10-Sep-86,,,,diary record,,combine harvested,Combine harvested,,,,,
,4912,,R/CS/10,1987,sawyers i,13-Nov-86,,,,diary record,,Chalk treatment applied,Ground Chalk treatment applied,0,tonnes/ha,,,
,4912,,R/CS/10,1987,sawyers i,13-Nov-86,,,,diary record,,Chalk treatment applied,Ground Chalk treatment applied,1,tonnes/ha,,,
,4912,,R/CS/10,1987,sawyers i,13-Nov-86,,,,diary record,,Chalk treatment applied,Ground Chalk treatment applied,1.5,tonnes/ha,,,
,4912,,R/CS/10,1987,sawyers i,13-Nov-86,,,,diary record,,Chalk treatment applied,Ground Chalk treatment applied,2.5,tonnes/ha,,,
,4913,,R/CS/10,1987,sawyers i,14-Nov-86,,,,diary record,,ploughed,Ploughed,,,,,
,4914,,R/CS/10,1987,sawyers i,31-Mar-87,,,,diary record,,"spring-tine cultivated, rotary harrowed, seed sown, harrowed",Spring-tine cultivated,,,,,
,4914,,R/CS/10,1987,sawyers i,31-Mar-87,,,,diary record,,"spring-tine cultivated, rotary harrowed, seed sown, harrowed",Rotary harrowed,,,,,
,4914,,R/CS/10,1987,sawyers i,31-Mar-87,,,,diary record,,"spring-tine cultivated, rotary harrowed, seed sown, harrowed",Seed sown,,,,,
,4914,,R/CS/10,1987,sawyers i,31-Mar-87,,,,diary record,,"spring-tine cultivated, rotary harrowed, seed sown, harrowed",Harrowed,,,,,
,4915,,R/CS/10,1987,sawyers i,13-Apr-87,,,,diary record,,terbutryne at 0.98 kg with terbuthylazine at 0.42 kg in 200 1.,Terbutryne,0.98,kg/ha,200,l/ha,
,4915,,R/CS/10,1987,sawyers i,13-Apr-87,,,,diary record,,terbutryne at 0.98 kg with terbuthylazine at 0.42 kg in 200 1.,Terbuthylazine,0.42,kg/ha,200,l/ha,
,4916,,R/CS/10,1987,sawyers i,09-Jul-87,,,,diary record,,benomyl at 0.50 kg and pirimicarb at 0.14 kg and a wetting agent ('Agral' at 0.06 1) in 200 l.,Benomyl,0.5,kg/ha,200,l/ha,
,4916,,R/CS/10,1987,sawyers i,09-Jul-87,,,,diary record,,benomyl at 0.50 kg and pirimicarb at 0.14 kg and a wetting agent ('Agral' at 0.06 1) in 200 l.,Pirimicarb,0.14,kg/ha,200,l/ha,
,4916,,R/CS/10,1987,sawyers i,09-Jul-87,,,,diary record,,benomyl at 0.50 kg and pirimicarb at 0.14 kg and a wetting agent ('Agral' at 0.06 1) in 200 l.,Agral (wetting agent),0.06,l/ha,200,l/ha,
,4917,,R/CS/10,1987,sawyers i,17-Nov-87,,,,diary record,,combine harvested,Combine harvested,,,,,
,4926,,R/CS/10,1988,sawyers i,14-Dec-87,,,,diary record,,"P treatment K and Mg applied, K as muriate of potash at 160 kg, Mg as Kieserite at 270 kg.",P treatment: K as muriate of potash,160,kg/ha,200,l/ha,
,4926,,R/CS/10,1988,sawyers i,14-Dec-87,,,,diary record,,"P treatment K and Mg applied, K as muriate of potash at 160 kg, Mg as Kieserite at 270 kg.",P treatment: Mg as Kieserite.,270,kg/ha,200,l/ha,
,4927,,R/CS/10,1988,sawyers i,15-Dec-87,,,,diary record,,ploughed,Ploughed,,,,,
,4928,,R/CS/10,1988,sawyers i,05-Apr-88,,,,diary record,,Heavy spring-tine cultivated,Heavy spring-tine cultivated,,,,,
,4929,,R/CS/10,1988,sawyers i,07-Apr-88,,,,diary record,,N applied as Nitram at 250 kg,Nitram,250,kgN/ha,,,
,4930,,R/CS/10,1988,sawyers i,12-Apr-88,,,,diary record,,Trifluralin at 1.1 kg in 450 l##spring-tine cultivated twice,Trifluralin,1.1,kg/ha,450,l/ha,
,4930,,R/CS/10,1988,sawyers i,12-Apr-88,,,,diary record,,Trifluralin at 1.1 kg in 450 l##spring-tine cultivated twice,Spring-tine cultivated twice,,,,,
,4931,,R/CS/10,1988,sawyers i,13-Apr-88,,,,diary record,,"rotary harrowed, seed sown, harrowed",Rotary harrowed,,,,,
,4931,,R/CS/10,1988,sawyers i,13-Apr-88,,,,diary record,,"rotary harrowed, seed sown, harrowed",Seed sown,,,,,
,4931,,R/CS/10,1988,sawyers i,13-Apr-88,,,,diary record,,"rotary harrowed, seed sown, harrowed",Harrowed,,,,,
,4932,,R/CS/10,1988,sawyers i,19-Sep-88,,,,diary record,,desiccant Diquat 0.60 kg ion applied with a wetting agent ('Agral' at 0.50 1) in 240 1,Desiccant Diquat applied,0.6,kg ion/ha,240,l/ha,
,4932,,R/CS/10,1988,sawyers i,19-Sep-88,,,,diary record,,desiccant Diquat 0.60 kg ion applied with a wetting agent ('Agral' at 0.50 1) in 240 1,Agral (wetting agent),0.5,l/ha,240,l/ha,
,4933,,R/CS/10,1988,sawyers i,24-Oct-88,,,,diary record,,combine harvested,Combine harvested,,,,,
,4941,,R/CS/10,1989,sawyers i,20-Dec-88,,,,diary record,,ploughed,Ploughed,,,,,
,4942,,R/CS/10,1989,sawyers i,29-Mar-89,,,,diary record,,"Heavy spring-tine cultivated, rotary harrowed",Heavy spring-tine cultivated,,,,,
,4942,,R/CS/10,1989,sawyers i,29-Mar-89,,,,diary record,,"Heavy spring-tine cultivated, rotary harrowed",Rotary harrowed,,,,,
,4943,,R/CS/10,1989,sawyers i,30-Mar-89,,,,diary record,,"rotary harrowed, seed sown, harrowed, rolled",Rotary harrowed,,,,,
,4943,,R/CS/10,1989,sawyers i,30-Mar-89,,,,diary record,,"rotary harrowed, seed sown, harrowed, rolled",Seed sown,,,,,
,4943,,R/CS/10,1989,sawyers i,30-Mar-89,,,,diary record,,"rotary harrowed, seed sown, harrowed, rolled",Harrowed,,,,,
,4943,,R/CS/10,1989,sawyers i,30-Mar-89,,,,diary record,,"rotary harrowed, seed sown, harrowed, rolled",Rolled,,,,,
,4944,,R/CS/10,1989,sawyers i,31-Mar-89,,,,diary record,,Simazine at 0.17 kg and triatazine at 1.2 kg in 200 1.,Simazine,0.17,kg/ha,200,l/ha,
,4944,,R/CS/10,1989,sawyers i,31-Mar-89,,,,diary record,,Simazine at 0.17 kg and triatazine at 1.2 kg in 200 1.,Triatazine,1.2,kg/ha,200,l/ha,
,4945,,R/CS/10,1989,sawyers i,10-May-89,,,,diary record,,Deltamathrin at 7.5 kg in 400 1,Deltamathrin,7.5,kg/ha,400,l/ha,
,4946,,R/CS/10,1989,sawyers i,31-May-89,,,,diary record,,Deltamathrin at 7.5 kg in 400 1,Deltamathrin,7.5,kg/ha,400,l/ha,
,4947,,R/CS/10,1989,sawyers i,14-Jun-89,,,,diary record,,pirimicarb at 0.14 kg im 200 1,Pirimicarb,0.14,kg/ha,200,l/ha,
,4948,,R/CS/10,1989,sawyers i,14-Jul-89,,,,diary record,,benomyl at 0.55 kg and Fenpropimorph at 0.75 kg in 200 1.,Benomyl,0.55,kg/ha,200,l/ha,
,4948,,R/CS/10,1989,sawyers i,14-Jul-89,,,,diary record,,benomyl at 0.55 kg and Fenpropimorph at 0.75 kg in 200 1.,Fenpropimorph,0.75,kg/ha,200,l/ha,
,4949,,R/CS/10,1989,sawyers i,14-Aug-89,,,,diary record,,combine harvested,Combine harvested,,,,,
,4960,,R/CS/10,1990,sawyers i,23-Aug-89,,,,diary record,,Tine cultivated with vibrating tines 60 cm apart 45 cm deep,Tine cultivated with vibrating tines 60 cm apart 45 cm deep,,,,,
,4961,,R/CS/10,1990,sawyers i,24-Nov-89,,,,diary record,,ploughed,Ploughed,,,,,
,4962,,R/CS/10,1990,sawyers i,05-Mar-90,,,,diary record,,spring-tine cultivated,Spring-tine cultivated,,,,,
,4963,,R/CS/10,1990,sawyers i,06-Mar-90,,,,diary record,,rotary harrowed##phorate at 2.2 kg##rotary harrowed##seed sown##harrowed##rolled,Rotary harrowed,,,,,
,4963,,R/CS/10,1990,sawyers i,06-Mar-90,,,,diary record,,rotary harrowed##phorate at 2.2 kg##rotary harrowed##seed sown##harrowed##rolled,Phorate,2.2,kg/ha,,,
,4963,,R/CS/10,1990,sawyers i,06-Mar-90,,,,diary record,,rotary harrowed##phorate at 2.2 kg##rotary harrowed##seed sown##harrowed##rolled,Rotary harrowed,,,,,
,4963,,R/CS/10,1990,sawyers i,06-Mar-90,,,,diary record,,rotary harrowed##phorate at 2.2 kg##rotary harrowed##seed sown##harrowed##rolled,Seed sown,,,,,
,4963,,R/CS/10,1990,sawyers i,06-Mar-90,,,,diary record,,rotary harrowed##phorate at 2.2 kg##rotary harrowed##seed sown##harrowed##rolled,Harrowed,,,,,
,4963,,R/CS/10,1990,sawyers i,06-Mar-90,,,,diary record,,rotary harrowed##phorate at 2.2 kg##rotary harrowed##seed sown##harrowed##rolled,Rolled,,,,,
,4964,,R/CS/10,1990,sawyers i,12-Mar-90,,,,diary record,,Simazine at 0.17 kg and triatazine at 1.2 kg in 200 1.,Simazine,0.17,kg/ha,200,l/ha,
,4964,,R/CS/10,1990,sawyers i,12-Mar-90,,,,diary record,,Simazine at 0.17 kg and triatazine at 1.2 kg in 200 1.,Triatazine,1.2,kg/ha,200,l/ha,
,4965,,R/CS/10,1990,sawyers i,02-May-90,,,,diary record,,Deltamathrin at 7.5 g in 200 1,Deltamathrin,7.5,g/ha,200,l/ha,
,4966,,R/CS/10,1990,sawyers i,17-May-90,,,,diary record,,Deltamathrin at 7.5 g in 200 1,Deltamathrin,7.5,g/ha,200,l/ha,
,4967,,R/CS/10,1990,sawyers i,05-Jun-90,,,,diary record,,pirimicarb at 0.14 kg in 200 1,Pirimicarb,0.14,kg/ha,200,l/ha,
,4968,,R/CS/10,1990,sawyers i,15-Aug-90,,,,diary record,,combine harvested,Combine harvested,,,,,
,4974,,R/CS/10,1991,sawyers i,23-Aug-90,,,,diary record,,N and K applied (25:0:16) at 200 kg,NK applied (25:0:16),200,kg/ha,,,
,4975,,R/CS/10,1991,sawyers i,28-Aug-91,,,,diary record,,ploughed,Ploughed,,,,,
,4976,,R/CS/10,1991,sawyers i,29-Aug-91,,,,diary record,,rolled,Rolled,,,,,
,4977,,R/CS/10,1991,sawyers i,30-Aug-91,,,,diary record,,rotary harrowed,Rotary harrowed,,,,,
,4978,,R/CS/10,1991,sawyers i,31-Aug-91,,,,diary record,,rotary harrowed##seed sown##harrowed##rolled##Matazachlor at 0.75 kg in 200 1,Rotary harrowed,,,,,
,4978,,R/CS/10,1991,sawyers i,31-Aug-91,,,,diary record,,rotary harrowed##seed sown##harrowed##rolled##Matazachlor at 0.75 kg in 200 1,Seed sown,,,,,
,4978,,R/CS/10,1991,sawyers i,31-Aug-91,,,,diary record,,rotary harrowed##seed sown##harrowed##rolled##Matazachlor at 0.75 kg in 200 1,Harrowed,,,,,
,4978,,R/CS/10,1991,sawyers i,31-Aug-91,,,,diary record,,rotary harrowed##seed sown##harrowed##rolled##Matazachlor at 0.75 kg in 200 1,Rolled,,,,,
,4978,,R/CS/10,1991,sawyers i,31-Aug-91,,,,diary record,,rotary harrowed##seed sown##harrowed##rolled##Matazachlor at 0.75 kg in 200 1,Metazachlor,0.75,kg/ha,200,l/ha,
,4979,,R/CS/10,1991,sawyers i,21-Sep-91,,,,diary record,,Irrigated 25 mm ,Irrigated 25 mm,,,,,
,4980,,R/CS/10,1991,sawyers i,27-Sep-91,,,,diary record,,Irrigated 25 mm ,Irrigated 25 mm,,,,,
,4981,,R/CS/10,1991,sawyers i,07-Nov-91,,,,diary record,,Deltamathrin at 6.2 g in 200 1,Deltamathrin,6.2,g/ha,200,l/ha,
,4982,,R/CS/10,1991,sawyers i,03-Dec-91,,,,diary record,,"Prochloraz at 0.50 kg in 200 1##Mg applied, Magnesium at 0.13 kg as 'Vytel Liquid Magnesium' in 200 1",Prochloraz,0.5,kg/ha,200,l/ha,
,4982,,R/CS/10,1991,sawyers i,03-Dec-91,,,,diary record,,"Prochloraz at 0.50 kg in 200 1##Mg applied, Magnesium at 0.13 kg as 'Vytel Liquid Magnesium' in 200 1",Magnesium as 'Vytel Liquid Magnesium',0.13,kg/ha,200,l/ha,
,4983,,R/CS/10,1991,sawyers i,17-Dec-91,,,,diary record,,Clopyralid at 0.10 kg in 200 1.,Clopyralid,0.1,kg/ha,200,l/ha,
,4984,,R/CS/10,1991,sawyers i,04-Mar-91,,,,diary record,,N applied as Nitram at 640 kg,Nitram,640,kgN/ha,,,
,4985,,R/CS/10,1991,sawyers i,12-Apr-91,,,,diary record,,deltamathrin at 12 g in 200 1,Deltamathrin,12,g/ha,200,l/ha,
,4986,,R/CS/10,1991,sawyers i,23-Apr-91,,,,diary record,,"prochloraz 0.40 kg in 200 1.##Mn applied, Manganese at 0.093 kg as 'Vytel Liquid Manganese' in 200 1.",Prochloraz,0.4,kg/ha,200,l/ha,
,4986,,R/CS/10,1991,sawyers i,23-Apr-91,,,,diary record,,"prochloraz 0.40 kg in 200 1.##Mn applied, Manganese at 0.093 kg as 'Vytel Liquid Manganese' in 200 1.",Manganese as 'Vytel Liquid Manganese',0.093,kg/ha,200,l/ha,
,4987,,R/CS/10,1991,sawyers i,30-Jul-91,,,,diary record,,"desiccant Diquat at 0.60 kg ion applied with wetting agent, 'Vassgro' at 0.52 1, in 520 1",Desiccant Diquat applied,0.6,kg ion/ha,520,l/ha,
,4987,,R/CS/10,1991,sawyers i,30-Jul-91,,,,diary record,,"desiccant Diquat at 0.60 kg ion applied with wetting agent, 'Vassgro' at 0.52 1, in 520 1",Vassgro (wetting agent),0.52,l/ha,520,l/ha,
,4988,,R/CS/10,1991,sawyers i,07-Aug-91,,,,diary record,,combine harvested,Combine harvested,,,,,
,7378,,R/CS/10,1992,Sawyers I (R)-,25-Aug-91,,,,,1,"Deep-tine cultivated with vibrating tines 60 cm apart, 45 cm deep.","Deep-tine cultivated with vibrating tines 60 cm apart, 45 cm deep.",,,,,
,7379,,R/CS/10,1992,Sawyers I (R)-,26-Aug-91,,,,,1,"ploughed, rolled.",Ploughed,,,,,
,7379,,R/CS/10,1992,Sawyers I (R)-,26-Aug-91,,,,,1,"ploughed, rolled.",Rolled,,,,,
,7380,,R/CS/10,1992,Sawyers I (R)-,04-Sep-91,,,,,1,rotary harrowed.,Rotary harrowed,,,,,
,7381,,R/CS/10,1992,Sawyers I (R)-,05-Sep-91,,,,,1,"rotary harrowed, Libravo, dressed Hydraguard and Rovral WP, drilled at 6.1 kg, rolled.",Rotary harrowed,,,,,
,7381,,R/CS/10,1992,Sawyers I (R)-,05-Sep-91,,,,,1,"rotary harrowed, Libravo, dressed Hydraguard and Rovral WP, drilled at 6.1 kg, rolled.","Drilled Libravo, dressed Hydraguard and Rovral WP",6.1,kg/ha,,,
,7381,,R/CS/10,1992,Sawyers I (R)-,05-Sep-91,,,,,1,"rotary harrowed, Libravo, dressed Hydraguard and Rovral WP, drilled at 6.1 kg, rolled.",Rolled,,,,,
,7382,,R/CS/10,1992,Sawyers I (R)-,06-Sep-91,,,,,1,Butisan S at 2.5 1 in 200 1.,Butisan S,2.5,l/ha,200,l/ha,
,7383,,R/CS/10,1992,Sawyers I (R)-,24-Oct-91,,,,,1,NK as (25:0:16) at 200 kg.,NK as (25:0:16),200,kg/ha,,,
,7384,,R/CS/10,1992,Sawyers I (R)-,02-Dec-91,,,,,1,Vytel Liquid chelated magnesium at 2.0 1 in 200 1.,Vytel Liquid chelated magnesium,2,l/ha,200,l/ha,
,7385,,R/CS/10,1992,Sawyers I (R)-,05-Mar-92,,,,,1,sulphur 30: 30 kg S as gypsun.,Sulphur 30: as Gypsum (17.5%S),30,kgS/ha,171,kg/ha,
