ï»¿source_id,experiment,harvest_year,plot,start year,orig_record,record,flag,amount,unit,water_volume,water_unit,suffix
7718,W/RN/3,1995,Winter wheat first test crop W:,06-Oct-94,"PK applied as (0:24:24) at 260 kg. Yaltox at 150 kg, rotary harrowed, Mercia, dressed Rappor, drilled at 300 seed per m2, rolled.",Rotary harrowed,1,,,,,
7718,W/RN/3,1995,Winter wheat first test crop W:,06-Oct-94,"PK applied as (0:24:24) at 260 kg. Yaltox at 150 kg, rotary harrowed, Mercia, dressed Rappor, drilled at 300 seed per m2, rolled.","Mercia, dressed Rappor, drilled",1,300,seed per m2,,,
7718,W/RN/3,1995,Winter wheat first test crop W:,06-Oct-94,"PK applied as (0:24:24) at 260 kg. Yaltox at 150 kg, rotary harrowed, Mercia, dressed Rappor, drilled at 300 seed per m2, rolled.",Rolled,1,,,,,
7719,W/RN/3,1995,Winter wheat first test crop W:,28-Nov-94,Panther at 2.0 1 with Decis at 200 ml in 200 l. 2,Panther,1,2.0,l/ha,200,l/ha,
7719,W/RN/3,1995,Winter wheat first test crop W:,28-Nov-94,Panther at 2.0 1 with Decis at 200 ml in 200 l. 2,Decis,1,200,ml/ha,200,l/ha,
7720,W/RN/3,1995,Winter wheat first test crop W:,25-Apr-95,LN7. 140 and 210: applied as 27% N. .,N70 27.0% N,1,70,kgN/ha,,,
7720,W/RN/3,1995,Winter wheat first test crop W:,25-Apr-95,LN7. 140 and 210: applied as 27% N. .,N140 27.0% N,1,140,kgN/ha,,,
7720,W/RN/3,1995,Winter wheat first test crop W:,25-Apr-95,LN7. 140 and 210: applied as 27% N. .,N210 27.0% N,1,210,kgN/ha,,,
7721,W/RN/3,1995,Winter wheat first test crop W:,28-Apr-95,Haio at 2.0 1 in 200 l.,Halo,1,2.0,l/ha,200,l/ha,
7722,W/RN/3,1995,Winter wheat first test crop W:,01-Jun-95,Cyclone at l.0 1 with Mallard 750EC at 0.3 1 in 200 l.,Cyclone,1,1.0,l/ha,200,l/ha,
7722,W/RN/3,1995,Winter wheat first test crop W:,01-Jun-95,Cyclone at l.0 1 with Mallard 750EC at 0.3 1 in 200 l.,Mallard 750 EC,1,0.3,l/ha,200,l/ha,
7723,W/RN/3,1995,Winter wheat first test crop W:,29-Jun-95,pirimicarb 50 DG at 280 g in 300 l.,Pirimicarb 50 DG,1,280,g/ha,300,l/ha,
7724,W/RN/3,1995,Winter wheat first test crop W:,04-Aug-95,combine harvested.,Combine harvested,1,,,,,
7725,W/RN/3,1995,Winter rye second test crop R:,30-Aug-94,Roundup Biactive at 4.0 1 in 200 l.,Roundup Biactive,1,4.0,l/ha,200,l/ha,
7726,W/RN/3,1995,Winter rye second test crop R:,05-Sep-94,ploughed.,Ploughed,1,,,,,
7727,W/RN/3,1995,Winter rye second test crop R:,04-Oct-94,Dolomite at 5 t.,Dolomite,1,5,t/ha,,,
7728,W/RN/3,1995,Winter rye second test crop R:,06-Oct-94,"PK as (0:24:24) at 260 kg, Yaltox at 150 kg. rolled, harrowed.",PK as (0:24:24),1,,,260,kg/ha,
7728,W/RN/3,1995,Winter rye second test crop R:,06-Oct-94,"PK as (0:24:24) at 260 kg, Yaltox at 150 kg. rolled, harrowed.",Yaltox,1,150,kg/ha,,,
7728,W/RN/3,1995,Winter rye second test crop R:,06-Oct-94,"PK as (0:24:24) at 260 kg, Yaltox at 150 kg. rolled, harrowed.",Rolled,1,,,,,
7728,W/RN/3,1995,Winter rye second test crop R:,06-Oct-94,"PK as (0:24:24) at 260 kg, Yaltox at 150 kg. rolled, harrowed.",Harrowed,1,,,,,
7729,W/RN/3,1995,Winter rye second test crop R:,11-Oct-94,"rotary harrowed, Manod, dressed Cerevax, drilled at 400 seed per m2.",Rotary harrowed,1,,,,,
7729,W/RN/3,1995,Winter rye second test crop R:,11-Oct-94,"rotary harrowed, Manod, dressed Cerevax, drilled at 400 seed per m2.","Manod, dressed Cerevax, drilled",1,400,seed per m2,,,
7730,W/RN/3,1995,Winter rye second test crop R:,25-Apr-95,N 30 60 and 90: applied as 27% N.,N30 27.0% N,1,30,kgN/ha,,,
7730,W/RN/3,1995,Winter rye second test crop R:,25-Apr-95,N 30 60 and 90: applied as 27% N.,N60 27.0% N,1,60,kgN/ha,,,
7730,W/RN/3,1995,Winter rye second test crop R:,25-Apr-95,N 30 60 and 90: applied as 27% N.,N90 27.0% N,1,90,kgN/ha,,,
7731,W/RN/3,1995,Winter rye second test crop R:,28-Apr-95,Punch C at 0.625 I with Calixin at 0.35 1 and Starane 2 at l.0 1 in 200 l.,Punch C,1,0.625,l/ha,200,l/ha,
7731,W/RN/3,1995,Winter rye second test crop R:,28-Apr-95,Punch C at 0.625 I with Calixin at 0.35 1 and Starane 2 at l.0 1 in 200 l.,Calixin,1,0.35,l/ha,200,l/ha,
7731,W/RN/3,1995,Winter rye second test crop R:,28-Apr-95,Punch C at 0.625 I with Calixin at 0.35 1 and Starane 2 at l.0 1 in 200 l.,Starane 2,1,1.0,l/ha,200,l/ha,
7732,W/RN/3,1995,Winter rye second test crop R:,29-Jun-95,pirimicarb 50 DG at 280 g in 300 l.,Pirimicarb 50 DG,1,280,g/ha,300,l/ha,
7733,W/RN/3,1995,Winter rye second test crop R:,07-Aug-95,combine harvested.,Combine harvested,1,,,,,
7734,W/RN/3,1996,grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:,18-Sep-95,ploughed.,Ploughed,1,,,,,
7735,W/RN/3,1996,grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:,23-Sep-95,rolled.,Rolled,1,,,,,
7736,W/RN/3,1996,grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:,29-Sep-95,"LN1 and LLN1 only: 34.5% N at 217 kg, rotary harrowed, 50% Rossa meadow fescue and 50% Beret RVP Timothy mixture drilled at 30 kg.",LN1 and LLN1 only: 34.5% N,1,,,217,kg/ha,
7736,W/RN/3,1996,grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:,29-Sep-95,"LN1 and LLN1 only: 34.5% N at 217 kg, rotary harrowed, 50% Rossa meadow fescue and 50% Beret RVP Timothy mixture drilled at 30 kg.",LN1 and LLN1 only: rotary harrowed,1,,,,,
7736,W/RN/3,1996,grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:,29-Sep-95,"LN1 and LLN1 only: 34.5% N at 217 kg, rotary harrowed, 50% Rossa meadow fescue and 50% Beret RVP Timothy mixture drilled at 30 kg.",LN and LLN1 only: 50% Rossa meadow fescue and 50% Beret RVP Timothy mixture drilled,1,30,kg,,,
7737,W/RN/3,1996,grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:,29-Sep-95,"LC1 and LLC1 only: 34.5% N at 145 kg, rotary harrowed, 40% Rossa meadow fescue, 48% Beret RVP Timothy and 12% Huia white clover mixture drilled at 30 kg.",LC1 and LLC1 only: 34.5% N,1,,,145,kg/ha,
7737,W/RN/3,1996,grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:,29-Sep-95,"LC1 and LLC1 only: 34.5% N at 145 kg, rotary harrowed, 40% Rossa meadow fescue, 48% Beret RVP Timothy and 12% Huia white clover mixture drilled at 30 kg.",LC1 and LLC1 only: rotary harrowed,1,,,,,
7737,W/RN/3,1996,grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:,29-Sep-95,"LC1 and LLC1 only: 34.5% N at 145 kg, rotary harrowed, 40% Rossa meadow fescue, 48% Beret RVP Timothy and 12% Huia white clover mixture drilled at 30 kg.","LC1 and LLC1 only: 40% Rossa meadow fescue, 48% Beret RVP Timothy and 12% Huia white clover mixture drilled",1,30,kg,,,
7738,W/RN/3,1996,grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:,18-Mar-96,PK as (0:20:32) at 469 kg.,PK as (0:20:32),1,,,469,kg/ha,
7739,W/RN/3,1996,grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:,18-Mar-96,LN1 and LLN1 only: NK as (25:0:16) at 300 kg.,LN1 and LLN1 only: NK as (25:0:16),1,,,300,kg/ha,
7740,W/RN/3,1996,grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:,18-Mar-96,LC1 and LLC1 only: muriate of potash at 80 kg.,LC1 and LLC1 only: muriate of potash,1,,,80,kg/ha,
7741,W/RN/3,1996,grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:,13-Jun-96,first cut.,First cut,1,,,,,
7742,W/RN/3,1996,grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:,17-Jun-96,Produce removed.,Produce removed,1,,,,,
7743,W/RN/3,1996,grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:,27-Jun-96,LN1 and LLN1 only: NK as (25:0:16) at 300 kg.,LN1 and LLN1 only: NK as (25:0:16),1,,,300,kg/ha,
7744,W/RN/3,1996,grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:,27-Jun-96,LC1 and LLC1 only: muriate of potash at 80 kg.,LC1 and LLC1 only: muriate of potash,1,,,80,kg/ha,
7745,W/RN/3,1996,grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:,11-Oct-96,second cut.,Second cut,1,,,,,
7746,W/RN/3,1996,grass ley second to eighth year rotation LLN2-3 LLN2-8,05-Oct-95,LLN5 only: Dolomite at 5.0 t.,LLN5 only: Dolomite,1,5.0,t/ha,,,
7747,W/RN/3,1996,grass ley second to eighth year rotation LLN2-3 LLN2-8,18-Mar-96,PK as (0:20:32) at 469 kg. NK as (25:0:16) at 300 kg.,PK as (0:20:32),1,,,469,kg/ha,
7747,W/RN/3,1996,grass ley second to eighth year rotation LLN2-3 LLN2-8,18-Mar-96,PK as (0:20:32) at 469 kg. NK as (25:0:16) at 300 kg.,NK as (25:0:16),1,,,300,kg/ha,
7748,W/RN/3,1996,grass ley second to eighth year rotation LLN2-3 LLN2-8,13-Jun-96,first cut.,First cut,1,,,,,
7749,W/RN/3,1996,grass ley second to eighth year rotation LLN2-3 LLN2-8,17-Jun-96,Produce removed.,Produce removed,1,,,,,
7750,W/RN/3,1996,grass ley second to eighth year rotation LLN2-3 LLN2-8,27-Jun-96,NK as (25:0:16) at 300 kg.,NK as (25:0:16),1,,,300,kg/ha,
7751,W/RN/3,1996,grass ley second to eighth year rotation LLN2-3 LLN2-8,11-Oct-96,second cut.,Second cut,1,,,,,
7752,W/RN/3,1996,clover grass ley second to eighth year rotation LLC2-3 and LLC2-8:,05-Oct-95,LLC5 only: Dolomite at 5.0 t.,LLC5 only: Dolomite,1,5.0,t/ha,,,
7753,W/RN/3,1996,clover grass ley second to eighth year rotation LLC2-3 and LLC2-8:,18-Mar-96,PK as (0:20:32) at 469 kg. muriate of potash at 80 kg.,PK as (0:20:32),1,,,469,kg/ha,
7753,W/RN/3,1996,clover grass ley second to eighth year rotation LLC2-3 and LLC2-8:,18-Mar-96,PK as (0:20:32) at 469 kg. muriate of potash at 80 kg.,Muriate of potash,1,,,80,kg/ha,
7754,W/RN/3,1996,clover grass ley second to eighth year rotation LLC2-3 and LLC2-8:,13-Jun-96,first cut.,First cut,1,,,,,
7755,W/RN/3,1996,clover grass ley second to eighth year rotation LLC2-3 and LLC2-8:,17-Jun-96,Produce removed.,Produce removed,1,,,,,
7756,W/RN/3,1996,clover grass ley second to eighth year rotation LLC2-3 and LLC2-8:,27-Jun-96,muriate of potash at 80 kg.,Muriate of potash,1,,,80,kg/ha,
7757,W/RN/3,1996,spring barley first and second treatment crop rotation AB:,18-Sep-95,ploughed.,Ploughed,1,,,,,
7758,W/RN/3,1996,spring barley first and second treatment crop rotation AB:,23-Sep-95,rolled.,Rolled,1,,,,,
7759,W/RN/3,1996,spring barley first and second treatment crop rotation AB:,28-Mar-96,"NPK applied as (20:10:10) at 400 kg. rotary harrowed, Copper, dressed Raxil S, drilled at 350 seed per m2,",NPK applied as (20:10:10),1,,,400,kg/ha,
7759,W/RN/3,1996,spring barley first and second treatment crop rotation AB:,28-Mar-96,"NPK applied as (20:10:10) at 400 kg. rotary harrowed, Copper, dressed Raxil S, drilled at 350 seed per m2,",Rotary harrowed,1,,,,,
7759,W/RN/3,1996,spring barley first and second treatment crop rotation AB:,28-Mar-96,"NPK applied as (20:10:10) at 400 kg. rotary harrowed, Copper, dressed Raxil S, drilled at 350 seed per m2,","Copper, dressed Raxil S, drilled",1,350,"seed per m2,",,,
7760,W/RN/3,1996,spring barley first and second treatment crop rotation AB:,07-May-96,"rotary harrowed, Copper, dressed Raxil S, re-drilled at 400 seed per m2.",Rotary harrowed,1,,,,,
7760,W/RN/3,1996,spring barley first and second treatment crop rotation AB:,07-May-96,"rotary harrowed, Copper, dressed Raxil S, re-drilled at 400 seed per m2.","Copper, dressed Raxil S, re-drilled",1,400,seed per m2,,,
7761,W/RN/3,1996,spring barley first and second treatment crop rotation AB:,02-Jun-96,ally at 30 g with Oxytril CM at 0.5 1 in 200 l.,Ally,1,30,g/ha,200,l/ha,
7761,W/RN/3,1996,spring barley first and second treatment crop rotation AB:,02-Jun-96,ally at 30 g with Oxytril CM at 0.5 1 in 200 l.,Oxytril CM,1,0.5,l/ha,200,l/ha,
7762,W/RN/3,1996,spring barley first and second treatment crop rotation AB:,14-Jun-96,Tilt 250 Ec at 0.5 1 in 300 l.,Tilt 250 EC,1,0.5,l/ha,300,l/ha,
7763,W/RN/3,1996,spring barley first and second treatment crop rotation AB:,21-Aug-96,combine harvested.,Combine harvested,1,,,,,
7764,W/RN/3,1996,Winter beans third treatment crop rotation AF and AB:,20-Oct-95,PK as (0:24:24) at 168 kg.,PK as (0:24:24),1,,,168,kg/ha,
7765,W/RN/3,1996,Winter beans third treatment crop rotation AF and AB:,23-Oct-95,"Punch C broadcast at 21 seed per m2, ploughed.",Punch C broadcast,1,21,seeds/m2,,,
7765,W/RN/3,1996,Winter beans third treatment crop rotation AF and AB:,23-Oct-95,"Punch C broadcast at 21 seed per m2, ploughed.",Ploughed,1,,,,,
7766,W/RN/3,1996,Winter beans third treatment crop rotation AF and AB:,07-Feb-96,Carbatamex at 3.0 kg in 200 l.,Carbatamex,1,3.0,kg/ha,200,l/ha,
7767,W/RN/3,1996,Winter beans third treatment crop rotation AF and AB:,02-Jun-96,Clayton Turret at 2.0 1 in 300 l.,Clayton Turret,1,2.0,l/ha,300,l/ha,
7768,W/RN/3,1996,Winter beans third treatment crop rotation AF and AB:,13-Sep-96,combine harvested.,Combine harvested,1,,,,,
7769,W/RN/3,1996,fallow first and second treatment year rotation AF:,18-Sep-95,plots 19 and 20: ploughed.,Plots 19 and 20: ploughed,1,,,,,
7770,W/RN/3,1996,fallow first and second treatment year rotation AF:,23-Sep-95,plots 19 and 20: rolled.,Plots 19 and 20: rolled,1,,,,,
7771,W/RN/3,1996,fallow first and second treatment year rotation AF:,23-Oct-95,plots 63 and 64: ploughed.,Plots 63 and 64: ploughed,1,,,,,
7772,W/RN/3,1996,fallow first and second treatment year rotation AF:,11-Apr-96,spring-tine cultivated.,Spring-tine cultivated,1,,,,,
7773,W/RN/3,1996,fallow first and second treatment year rotation AF:,21-May-96,rotary cultivated.,Rotary cultivated,1,,,,,
7774,W/RN/3,1996,fallow first and second treatment year rotation AF:,11-Jul-96,spiked rotary cultivated.,Spiked rotary cultivated,1,,,,,
7775,W/RN/3,1996,Winter wheat first test crop W:,18-Sep-95,ploughed.,Ploughed,1,,,,,
7776,W/RN/3,1996,Winter wheat first test crop W:,23-Sep-95,rolled.,Rolled,1,,,,,
7777,W/RN/3,1996,Winter wheat first test crop W:,28-Sep-95,PK applied as (0:24:24) at 260 kg. Yaltox at 150 kg.,PK applied as (0:24:24),1,,,260,-,
7777,W/RN/3,1996,Winter wheat first test crop W:,28-Sep-95,PK applied as (0:24:24) at 260 kg. Yaltox at 150 kg.,Yaltox,1,150,kg/ha,-,-,
7778,W/RN/3,1996,spring-tine cultivated.,29-Sep-95,"rotary harrowed, Mercia, dressed Sibutol, drilled at 375 seed per m2.",Rotary harrowed,1,,,,,
7778,W/RN/3,1996,spring-tine cultivated.,29-Sep-95,"rotary harrowed, Mercia, dressed Sibutol, drilled at 375 seed per m2.","Mercia, dressed Sibutol, drilled",1,375,seed per m2,,,
7779,W/RN/3,1996,spring-tine cultivated.,13-Nov-95,Panther at 2.0 1 in 200 l.,Panther,1,2.0,l/ha,200,l/ha,
7780,W/RN/3,1996,spring-tine cultivated.,30-Apr-96,Halo at LN5 1 in 200 l.,Halo at LN5 1,1,,,200,l/ha,
7781,W/RN/3,1996,spring-tine cultivated.,02-May-96,LN7. 140 and 210: applied as 27.5% N.,N70 27.5% N,1,70,kgN/ha,,,
7781,W/RN/3,1996,spring-tine cultivated.,02-May-96,LN7. 140 and 210: applied as 27.5% N.,N140 27.5% N,1,140,kgN/ha,,,
7781,W/RN/3,1996,spring-tine cultivated.,02-May-96,LN7. 140 and 210: applied as 27.5% N.,N210 27.5% N,1,210,kgN/ha,,,
7782,W/RN/3,1996,spring-tine cultivated.,13-Jun-96,Silvacur at l.0 1 in 300 l.,Silvacur,1,1.0,l/ha,300,l/ha,
7783,W/RN/3,1996,spring-tine cultivated.,18-Aug-96,combine harvested.,Combine harvested,1,,,,,
7784,W/RN/3,1996,Winter rye second test crop R.,18-Sep-95,ploughed.,Ploughed,1,,,,,
7785,W/RN/3,1996,Winter rye second test crop R.,23-Sep-95,rolled. .,Rolled,1,,,,,
7786,W/RN/3,1996,Winter rye second test crop R.,28-Sep-95,PK applied as (0:24:24) at 260 kg. Yaltox at 150 kg.,PK applied as (0:24:24),1,,,260,-,
7786,W/RN/3,1996,Winter rye second test crop R.,28-Sep-95,PK applied as (0:24:24) at 260 kg. Yaltox at 150 kg.,Yaltox,1,150,kg/ha,-,-,
7787,W/RN/3,1996,spring-tine cultivated.,05-Oct-95,Dolomite at 5.0 t.,Dolomite,1,5.0,t/ha,,,
7788,W/RN/3,1996,spring-tine cultivated.,10-Oct-95,"rotary harrowed, Manod, dressed Panoctine, drilled at - 350 seed per m2.",Rotary harrowed,1,,,,,
7788,W/RN/3,1996,spring-tine cultivated.,10-Oct-95,"rotary harrowed, Manod, dressed Panoctine, drilled at - 350 seed per m2.","Manod, dressed Panoctine, drilled",1,350,seed per m2,,,
7789,W/RN/3,1996,spring-tine cultivated.,13-Nov-95,Stomp 400 SC at 3.3 1 in 200 l. .,Stomp 400 SC,1,3.3,l/ha,200,l/ha,
7790,W/RN/3,1996,spring-tine cultivated.,02-May-96,N 30. 60 and 90: applied as 27.5% N.,N30 27.5% N,1,30,kgN/ha,,,
7790,W/RN/3,1996,spring-tine cultivated.,02-May-96,N 30. 60 and 90: applied as 27.5% N.,N60 27.5% N,1,60,kgN/ha,,,
7790,W/RN/3,1996,spring-tine cultivated.,02-May-96,N 30. 60 and 90: applied as 27.5% N.,N90 27.5% N,1,90,kgN/ha,,,
7791,W/RN/3,1996,spring-tine cultivated.,07-Jun-96,Calirus at 2.2 kg in 300 l.,Calirus,1,2.2,kg/ha,300,l/ha,
7792,W/RN/3,1996,spring-tine cultivated.,21-Aug-96,combine harvested.,Combine harvested,1,,,,,
7793,W/RN/3,1997,grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:,04-Sep-96,ploughed.,Ploughed,1,,,,,
7794,W/RN/3,1997,grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:,04-Sep-96,LC1 and LLC1 only: 27.5% N at 182 kg.,LC1 and LLC1 only: 27.5% N,1,,,182,kg/ha,
7795,W/RN/3,1997,grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:,04-Sep-96,LN1 and LLN1 only: 27.5% N at 273 kg.,LN1 and LLN1 only: 27.5% N,1,,,273,kg/ha,
7796,W/RN/3,1997,grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:,06-Sep-96,rotary harrowed.,Rotary harrowed,1,,,,,
7797,W/RN/3,1997,grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:,09-Sep-96,"LC1 and LLC1 only: 40% Rossa meadow fescue, 48% Beret RVP Timothy and 12% Huia white clover mixture drilled at 30 kg.","LC1 and LLC1 only: 40% Rossa meadow fescue, 48% Beret RVP Timothy and 12% Huia white clover mixture drilled",1,30,kg,,,
7798,W/RN/3,1997,grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:,09-Sep-96,LN and LLN1 only: 50% Rossa meadow fescue and 50% Beret RVP Timothy mixture drilled at 30 kg.,LN and LLN1 only: 50% Rossa meadow fescue and 50% Beret RVP Timothy mixture drilled,1,30,kg,,,
7799,W/RN/3,1997,grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:,10-Sep-96,rolled.,Rolled,1,,,,,
7800,W/RN/3,1997,grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:,25-Mar-96,PK as (0:20:32) at 469 kg.,PK as (0:20:32),1,,,469,kg/ha,
7801,W/RN/3,1997,grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:,25-Mar-96,LN1 and LLN1 only: NK as (25:0:16) at 300 kg.,LN1 and LLN1 only: NK as (25:0:16),1,,,300,kg/ha,
7802,W/RN/3,1997,grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:,25-Mar-96,LC1 and LLC1 only: muriate of potash at 80 kg.,LC1 and LLC1 only: muriate of potash,1,,,80,kg/ha,
7803,W/RN/3,1997,grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:,01-Apr-97,Legumex extra at 7.0 1 in 200 l.,Legumex extra,1,7.0,l/ha,200,l/ha,
7804,W/RN/3,1997,grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:,09-Jun-97,first cut.,First cut,1,,,,,
7805,W/RN/3,1997,grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:,18-Jun-97,LN1 and LLN1 only: NK as (25:0:16) at 300 kg.,LN1 and LLN1 only: NK as (25:0:16),1,,,300,kg/ha,
7806,W/RN/3,1997,grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:,18-Jun-97,LC1 and LLC1 only: muriate of potash at 80 kg.,LC1 and LLC1 only: muriate of potash,1,,,80,kg/ha,
7807,W/RN/3,1997,grass ley and clover grass ley first year rotation LN1 LC1 LLN1 and LLC1:,30-Oct-97,second cut.,Second cut,1,,,,,
7808,W/RN/3,1997,grass ley second to eighth year rotation LLN2-3 LLN2-8:,01-Oct-96,LLN5 only: Dolomite at 5.0 t.,LLN5 only: Dolomite,1,5.0,t/ha,,,
7809,W/RN/3,1997,grass ley second to eighth year rotation LLN2-3 LLN2-8:,20-Mar-97,chalking harrowed.,Chalking harrowed,1,,,,,
7810,W/RN/3,1997,grass ley second to eighth year rotation LLN2-3 LLN2-8:,25-Mar-97,PK as (0:20:32) at 469 kg. NK as (25:0:16) at 300 kg.,PK as (0:20:32),1,,,469,kg/ha,
7810,W/RN/3,1997,grass ley second to eighth year rotation LLN2-3 LLN2-8:,25-Mar-97,PK as (0:20:32) at 469 kg. NK as (25:0:16) at 300 kg.,NK as (25:0:16),1,,,300,kg/ha,
7811,W/RN/3,1997,grass ley second to eighth year rotation LLN2-3 LLN2-8:,01-Apr-97,Legumex extra at 7.0 1 in 200 l.,Legumex extra,1,7.0,l/ha,200,l/ha,
7812,W/RN/3,1997,grass ley second to eighth year rotation LLN2-3 LLN2-8:,09-Jun-97,first cut.,First cut,1,,,,,
7813,W/RN/3,1997,grass ley second to eighth year rotation LLN2-3 LLN2-8:,18-Jun-97,NK as (25:0:16) at 300 kg.,NK as (25:0:16),1,,,300,kg/ha,
7814,W/RN/3,1997,grass ley second to eighth year rotation LLN2-3 LLN2-8:,30-Oct-97,second cut.,Second cut,1,,,,,
7815,W/RN/3,1997,clover grass ley second to eighth year rotation LLC2-3 and LLC2-8:,01-Oct-96,LLC5 only: Dolomite at 5.0 t.,LLC5 only: Dolomite,1,5.0,t/ha,,,
7816,W/RN/3,1997,clover grass ley second to eighth year rotation LLC2-3 and LLC2-8:,20-Mar-97,chalking harrowed.,Chalking harrowed,1,,,,,
7817,W/RN/3,1997,clover grass ley second to eighth year rotation LLC2-3 and LLC2-8:,25-Mar-97,PK as (0:20:32) at 469 kg. muriate of potash at 80 kg.,PK as (0:20:32),1,,,469,kg/ha,
7817,W/RN/3,1997,clover grass ley second to eighth year rotation LLC2-3 and LLC2-8:,25-Mar-97,PK as (0:20:32) at 469 kg. muriate of potash at 80 kg.,Muriate of potash,1,,,80,kg/ha,
7818,W/RN/3,1997,clover grass ley second to eighth year rotation LLC2-3 and LLC2-8:,01-Apr-97,Legumex extra at 7.0 1 in 200 l.,Legumex extra,1,7.0,l/ha,200,l/ha,
7819,W/RN/3,1997,clover grass ley second to eighth year rotation LLC2-3 and LLC2-8:,09-Jun-97,first cut.,First cut,1,,,,,
7820,W/RN/3,1997,clover grass ley second to eighth year rotation LLC2-3 and LLC2-8:,18-Jun-97,muriate of potash at 80 kg.,Muriate of potash,1,,,80,kg/ha,
7821,W/RN/3,1997,clover grass ley second to eighth year rotation LLC2-3 and LLC2-8:,30-Oct-97,second cut.,Second cut,1,,,,,
7822,W/RN/3,1997,spring barley first and second treatment crop rotation AB:,13-Mar-97,"NPK as (20:10:10) at 400 kg. rotary harrowed, Copper, dressed Raxil S, drilled at 375 seed per LN2.",NPK as (20:10:10),1,,,400,kg/ha,
7822,W/RN/3,1997,spring barley first and second treatment crop rotation AB:,13-Mar-97,"NPK as (20:10:10) at 400 kg. rotary harrowed, Copper, dressed Raxil S, drilled at 375 seed per LN2.",Rotary harrowed,1,,,,,
7822,W/RN/3,1997,spring barley first and second treatment crop rotation AB:,13-Mar-97,"NPK as (20:10:10) at 400 kg. rotary harrowed, Copper, dressed Raxil S, drilled at 375 seed per LN2.","Copper, dressed Raxil S, drilled",1,375,seed per LN2,,,
7823,W/RN/3,1997,spring barley first and second treatment crop rotation AB:,11-Apr-97,"Copper, dressed Raxil S, re-drilled at 420 seed per m2.","Copper, dressed Raxil S, re-drilled",1,420,seed per m2,,,
7824,W/RN/3,1997,spring barley first and second treatment crop rotation AB:,29-May-97,MSS Optica at 2.0 1 with Vindex at l.0 1 in 200 l.,MSS Optica,1,2.0,l/ha,200,l/ha,
7824,W/RN/3,1997,spring barley first and second treatment crop rotation AB:,29-May-97,MSS Optica at 2.0 1 with Vindex at l.0 1 in 200 l.,Vindex,1,1.0,l/ha,200,l/ha,
7825,W/RN/3,1997,spring barley first and second treatment crop rotation AB:,24-Jun-97,during at l.0 1 in 300 2.,Dorin,1,1.0,l/ha,300,l/ha,
7826,W/RN/3,1997,spring barley first and second treatment crop rotation AB:,20-Aug-97,combine harvested.,Combine harvested,1,,,,,
7827,W/RN/3,1997,Winter beans third treatment crop rotation AF and AB:,23-Oct-96,"PK as (0:24:24) at 168 kg. Punch, undressed, broadcast at 21 seed per m2, ploughed.",PK as (0:24:24),1,,,168,kg/ha,
7827,W/RN/3,1997,Winter beans third treatment crop rotation AF and AB:,23-Oct-96,"PK as (0:24:24) at 168 kg. Punch, undressed, broadcast at 21 seed per m2, ploughed.","Punch, undressed, broadcast",1,21,seeds/m2,,,
7827,W/RN/3,1997,Winter beans third treatment crop rotation AF and AB:,23-Oct-96,"PK as (0:24:24) at 168 kg. Punch, undressed, broadcast at 21 seed per m2, ploughed.",Ploughed,1,,,,,
7828,W/RN/3,1997,Winter beans third treatment crop rotation AF and AB:,05-Dec-96,Carbatamex at 3.0 kg in 200 l.,Carbatamex,1,3.0,kg/ha,200,l/ha,
