Experiment,year,site,new_start_date,new_end_date,operation,operation_type,intensity,flag,old_operations,amount,unit,water volume,water volume unit,plot,tank_mixture,crop,variety,machine,dressing
CS326,2015,R/CS/326,05/08/2015,,Topped all plots with topper 9 to condition straw for ploughing,mowing process,,3,Topped all plots with topper 9 to condition straw for ploughing,,,,,,,,,,
CS326,2016,R/CS/326,05/08/2015,,"Loaded Straw onto plots 4, 7, 11, 14",residue management process,,3,"Loaded Straw onto plots 4, 7, 11, 14",17.87,kg/ha,,,,,,,,
CS326,2016,R/CS/326,05/08/2015,,"Loaded Straw onto plots 2, 6, 10, 13",residue management process,,3,"Loaded Straw onto plots 2, 6, 10, 13",35.74,kg/ha,,,,,,,,
CS326,2016,R/CS/326,05/08/2015,,"Loaded Straw onto plots 3, 5, 9, 16",residue management process,,3,"Loaded Straw onto plots 3, 5, 9, 16",71.4,kg/ha,,,,,,,,
CS326,2016,R/CS/326,05/08/2015,,Topped all plots with topper 9 to condition straw for ploughing,mowing process,,3,Topped all plots with topper 9 to condition straw,,,,,,,,,,
CS326,2016,R/CS/326,15/09/2015,,ploughed - thrown west,tillage process,,3,Ploughed; Thrown West,,,,,,,,,,
CS326,2016,R/CS/326,28/09/2015,,Cultipressed,tillage process,,3,Cultipressed,,,,,,,,,,
CS326,2016,R/CS/326,05/10/2015,,Ring Rolled,land levelling process,,3,Ring Rolled,,,,,,,,,,
CS326,2017,R/CS/326,21/09/2016,,"Loaded Straw onto plots 4, 7, 11, 14",residue management process,,3,"Loaded Straw onto plots 4, 7, 11, 14",4.7,kg/ha,,,,,,,,
CS326,2017,R/CS/326,21/09/2016,,"Loaded Straw onto plots 2, 6, 10, 13",residue management process,,3,"Loaded Straw onto plots 2, 6, 10, 13",9.4,kg/ha,,,,,,,,
CS326,2017,R/CS/326,21/09/2016,,"Loaded Straw onto plots 3, 5, 9, 16",residue management process,,3,"Loaded Straw onto plots 3, 5, 9, 16",18.8,kg/ha,,,,,,,,
CS326,2017,R/CS/326,21/09/2016,,topped straw before ploughing,mowing process,,3,topped straw before ploughing,,,,,,,,,,
CS326,2017,R/CS/326,22/09/2016,,sub soiled tramlines,tillage process,,3,sub soiled tramlines,,,,,,,,,,
CS326,2017,R/CS/326,23/09/2016,,ploughed - thrown east,tillage process,,3,ploughed - thrown east,,,,,,,,,,
CS326,2017,R/CS/326,07/10/2016,,ring rolled all new drilling,land levelling process,,3,ring rolled all new drilling,,,,,,,,,,
CS326,2017,R/CS/326,15/08/2017,,Harvested as commercial crop,harvesting process,,3,Harvested as commercial crop,,,,,,,,,,
CS326,1987,W/CS/326,08/10/1986,,rotary cultivated with crumbler attached,tillage process,,3,rotary cultivated with crumbler attached,,,,,,,,,,
CS326,1987,W/CS/326,09/10/1986,,rolled,land levelling process,,3,rolled,,,,,,,,,,
CS326,1987,W/CS/326,10/10/1986,,harrowed,tillage process,,3,harrowed,,,,,,,,,,
CS326,1987,W/CS/326,07/09/1987,,combine harvested,harvesting process,,3,combine harvested,,,,,,,,,,
CS326,1988,W/CS/326,03/10/1987,,Heavy spring-tine cultivated twice to 10 cm,tillage process,2,3,Heavy spring- tine cultivated twice to 10 cm,,,,,,,,,,
CS326,1988,W/CS/326,29/10/1987,,power harrowed with crumbler attached,tillage process,,3,power harrowed with crumbler attached,,,,,,,,,,
CS326,1988,W/CS/326,07/12/1987,,spring-tine cultivated,tillage process,,3,spring-tine cultivated,,,,,,,,,,
CS326,1988,W/CS/326,09/12/1987,,Spike harrowed with crumbler attached,tillage process,,3,Spike harrowed with crumbler attached,,,,,,,,,,
CS326,1988,W/CS/326,25/08/1988,,combine harvested,harvesting process,,3,combine harvested,,,,,,,,,,
CS326,1989,W/CS/326,20/09/1988,,"Subsoiled tines 140 cm apart, 40 cm deep",tillage process,,3,"Subsoiled with tines 140 cm apart, 40 cm deep",,,,,,,,,,
CS326,1989,W/CS/326,03/10/1988,,rolled,land levelling process,,3,rolled,,,,,,,,,,
CS326,1989,W/CS/326,21/10/1988,,springtine cultivated with crumbler attached,tillage process,,3,spring cultivated with crumbler attached,,,,,,,,,,
CS326,1989,W/CS/326,21/10/1988,,harrowed,tillage process,,3,harrowed,,,,,,,,,,
CS326,1989,W/CS/326,04/08/1989,,combine harvested,harvesting process,,3,combine harvested,,,,,,,,,,
CS326,1990,W/CS/326,30/08/1989,,Heavy-tine cultivated,tillage process,,3,Heavy-tine cultivated,,,,,,,,,,
CS326,1990,W/CS/326,11/09/1989,,Heavy-tine cultivated,tillage process,,3,Heavy-tine cultivated,,,,,,,,,,
CS326,1990,W/CS/326,21/09/1989,,rotary cultivated,tillage process,,3,rotary cultivated,,,,,,,,,,
CS326,1990,W/CS/326,06/10/1989,,Subsoiled vibrating tines 50 cm apart and 40 cm deep,tillage process,,3,Subsoiled with vibrating tines 50 cm apart and 40 cm deep,,,,,,,,,,
CS326,1990,W/CS/326,07/10/1989,,rotary harrowed with crumbler attached,tillage process,,3,rotary harrowed with crumbler attached,,,,,,,,,,
CS326,1990,W/CS/326,06/08/1990,,combine harvested,harvesting process,,3,combine harvested,,,,,,,,,,
CS326,1991,W/CS/326,24/09/1990,,disced twice,tillage process,2,3,disced twice,,,,,,,,,,
CS326,1991,W/CS/326,02/10/1990,,rotary harrowed,tillage process,,3,rotary harrowed,,,,,,,,,,
CS326,1991,W/CS/326,22/08/1991,,combine harvested,harvesting process,,3,combine harvested,,,,,,,,,,
CS326,1992,W/CS/326,28/08/1991,,straw applied,residue management process,,3,straw applied,,,,,"STRAW NORMAL, 2 NORMAL and 4 NORMAL",,,,,
CS326,1992,W/CS/326,30/08/1991,,Straw and stubble chopped.,residue management process,,3,Straw and stubble chopped.,,,,,,,,,,
CS326,1992,W/CS/326,02/09/1991,,disced four times to 10 cm,tillage process,4,3,disced four times to 10 cm,,,,,,,,,,
CS326,1992,W/CS/326,02/09/1991,,rolled,land levelling process,,3,rolled,,,,,,,,,,
CS326,1992,W/CS/326,05/09/1991,,rotary harrowed,tillage process,,3,rotary harrowed,,,,,,,,,,
CS326,1992,W/CS/326,26/07/1992,,combine harvested,harvesting process,,3,combine harvested,,,,,,,,,,
CS326,1993,W/CS/326,10/08/1992,,straw applied,residue management process,,3,straw applied,,,,,"STRAW NORMAL, 2 NORMAL, 4 NORMAL: ",,,,,
CS326,1993,W/CS/326,10/08/1992,,Straw and stubble chopped.,residue management process,,3,Straw and stubble chopped.,,,,,,,,,,
CS326,1993,W/CS/326,11/08/1992,,Subsoiled to 45 cm with tines 1.5 m apart,tillage process,,3,Subsoiled to 45 cm with tines 1.5 m apart.,,,,,,,,,,
CS326,1993,W/CS/326,05/10/1992,,Heavy spring cultivated to 20 cm.,tillage process,,3,Heavy spring cultivated to 20 cm.,,,,,,,,,,
CS326,1993,W/CS/326,07/10/1992,,disced twice to 10 cm.,tillage process,2,3,disced twice to 10 cm.,,,,,,,,,,
CS326,1993,W/CS/326,09/10/1992,,rotary harrowed,tillage process,,3,rotary harrowed,,,,,,,,,,
CS326,1993,W/CS/326,14/08/1993,,combine harvested,harvesting process,,3,combine harvested,,,,,,,,,,
CS326,1994,W/CS/326,17/08/1993,,straw applied,residue management process,,3,straw applied,,,,,"STRAW NORMAL, 2 NORMAL, 4 NORMAL: ",,,,,
CS326,1994,W/CS/326,17/08/1993,,straw removed,residue removal process,,3,straw removed,,,,,STRAW NONE,,,,,
CS326,1994,W/CS/326,20/08/1993,,Straw and stubble chopped.,residue management process,,3,Straw and stubble chopped.,,,,,,,,,,
CS326,1994,W/CS/326,22/09/1993,,Tine cultivated to 10 cm.,tillage process,,3,Tine cultivated to 10 cm.,,,,,,,,,,
CS326,1994,W/CS/326,20/10/1993,,rotary harrowed,tillage process,,3,rotary harrowed,,,,,,,,,,
CS326,1994,W/CS/326,16/08/1994,,combine harvested,harvesting process,,3,combine harvested,,,,,,,,,,
CS326,1995,W/CS/326,24/08/1994,,straw applied,residue management process,,3,straw applied,,,,,"STRAW NORMAL, 2 NORMAL, 4 NORMAL: ",,,,,
CS326,1995,W/CS/326,24/08/1994,,straw removed,residue removal process,,3,straw removed,,,,,STRAW NONE,,,,,
CS326,1995,W/CS/326,26/08/1994,,Straw and stubble chopped.,residue management process,,3,Straw and stubble chopped.,,,,,,,,,,
CS326,1995,W/CS/326,29/09/1994,,ploughed,tillage process,,3,ploughed,,,,,,,,,,
CS326,1995,W/CS/326,30/09/1994,,rotary harrowed,tillage process,,3,rotary harrowed,,,,,,,,,,
CS326,1995,W/CS/326,30/09/1994,,rolled,land levelling process,,3,rolled,,,,,,,,,,
CS326,1995,W/CS/326,02/08/1995,,combine harvested,harvesting process,,3,combine harvested,,,,,,,,,,
CS326,1996,W/CS/326,10/08/1995,,straw applied,residue management process,,3,straw applied,,,,,"STRAW NORMAL, 2 NORMAL, 4 NORMAL: ",,,,,
CS326,1996,W/CS/326,10/08/1995,,straw removed,residue removal process,,3,straw removed,,,,,STRAW NONE,,,,,
CS326,1996,W/CS/326,11/08/1995,,straw chopped,residue management process,,3,straw chopped,,,,,,,,,,
CS326,1996,W/CS/326,13/09/1995,,ploughed,tillage process,,3,ploughed,,,,,,,,,,
CS326,1996,W/CS/326,13/09/1995,,rolled,land levelling process,,3,rolled,,,,,,,,,,
CS326,1996,W/CS/326,09/10/1995,,rotary harrowed,tillage process,,3,rotary harrowed,,,,,,,,,,
CS326,1996,W/CS/326,08/08/1996,,combine harvested,harvesting process,,3,combine harvested,,,,,,,,,,
CS326,1997,W/CS/326,21/08/1996,,straw applied,residue management process,,3,straw applied,,,,,"STRAW NORMAL, 2 NORMAL, 4 NORMAL: ",,,,,
CS326,1997,W/CS/326,21/08/1996,,straw removed,residue removal process,,3,straw removed,,,,,STRAW NONE,,,,,
CS326,1997,W/CS/326,22/08/1996,,straw chopped,residue management process,,3,straw chopped,,,,,,,,,,
CS326,1997,W/CS/326,03/10/1996,,rotary harrowed,tillage process,,3,rotary harrowed,,,,,,,,,,
CS326,1997,W/CS/326,15/08/1997,,combine harvested,harvesting process,,3,combine harvested,,,,,,,,,,
CS326,1998,W/CS/326,02/09/1997,,straw applied,residue management process,,3,straw applied,,,,,"STRAW NORMAL, 2 NORMAL, 4 NORMAL: ",,,,,
CS326,1998,W/CS/326,02/09/1997,,straw removed,residue removal process,,3,straw removed,,,,,STRAW NONE,,,,,
CS326,1998,W/CS/326,19/09/1997,,ploughed,tillage process,,3,ploughed,,,,,,,,,,
CS326,1998,W/CS/326,01/10/1997,,rolled,land levelling process,,3,rolled,,,,,,,,,,
CS326,1998,W/CS/326,01/10/1997,,rotary harrowed,tillage process,,3,rotary harrowed,,,,,,,,,,
CS326,1998,W/CS/326,12/08/1998,,combine harvested,harvesting process,,3,combine harvested,,,,,,,,,,
CS326,1999,W/CS/326,17/08/1998,,straw removed,residue removal process,,3,straw removed,,,,,NONE: ,,,,,
CS326,1999,W/CS/326,17/08/1998,,straw applied and chopped.,residue management process,,3,straw applied and chopped.,,,,,"NORMAL,2 NORMAL, 4 NORMAL: ",,,,,
CS326,1999,W/CS/326,02/09/1998,,ploughed,tillage process,,3,ploughed,,,,,,,,,,
CS326,1999,W/CS/326,14/09/1998,,Cambridge rolled,land levelling process,,3,Cambridge rolled,,,,,,,,,,
CS326,1999,W/CS/326,12/10/1998,,rotary harrowed,tillage process,,3,rotary harrowed,,,,,,,,,,
CS326,1999,W/CS/326,20/08/1999,,combine harvested,harvesting process,,3,combine harvested,,,,,,,,,,
CS326,2000,W/CS/326,23/08/1999,,straw removed,residue removal process,,3,straw removed,,,,,NONE: ,,,,,
CS326,2000,W/CS/326,23/08/1999,,straw applied and chopped.,residue management process,,3,straw applied and chopped.,,,,,"NORMAL,2 NORMAL, 4 NORMAL: ",,,,,
CS326,2000,W/CS/326,20/09/1999,,ploughed,tillage process,,3,ploughed,,,,,,,,,,
CS326,2000,W/CS/326,20/09/1999,,furrow pressed,tillage process,,3,furrow pressed.,,,,,,,,,,
CS326,2000,W/CS/326,21/08/2000,,combine harvested,harvesting process,,3,combine harvested,,,,,,,,,,
CS326,2001,W/CS/326,13/09/2000,,chopped loaded straw,residue management process,,3,chopped loaded straw,,,,,,,,,,
CS326,2001,W/CS/326,13/09/2000,,straw applied,residue management process,,3,Straw applied at 11.5 kg per plot>,11.5,kg/ha,200,l/ha,straw normal,,,,,
CS326,2001,W/CS/326,13/09/2000,,straw applied,residue management process,,3,Straw applied at 23.0 kg per plot.,23,kg/ha,200,l/ha,2 normal,,,,,
CS326,2001,W/CS/326,13/09/2000,,straw applied,residue management process,,3,Straw applied at 46.0 kg per plot.,46,kg/ha,200,l/ha,4 normal,,,,,
CS326,2001,W/CS/326,25/09/2000,,ploughed - thrown south east,tillage process,,3,"ploughed, /SE",,,,,,,,,,
CS326,2001,W/CS/326,03/10/2000,,rotary harrowed,tillage process,,3,rotary harrowed,,,,,,,,,,
CS326,2001,W/CS/326,21/08/2001,,combine harvested plots for yield and discards,harvesting process,,3,combine harvested plots for yield and discard,,,,,,,,,,
CS326,2001,W/CS/326,21/08/2001,,straw swathed,windrowing,,3,swathed straw,,,,,,,,,,
CS326,2001,W/CS/326,23/08/2001,,straw baled,baling process,,3,"sampled, baled and weighed straw",,,,,,,,,,
CS326,2001,W/CS/326,23/08/2001,,straw sampled and weighed,specimen collection process,,3,,,,,,,,,,,
CS326,2002,W/CS/326,23/08/2001,,straw treatments applied,residue management process,,3,straw treatments applied,,,,,,,,,,
CS326,2002,W/CS/326,20/09/2001,,ploughed,tillage process,,3,ploughed,,,,,,,,,,
CS326,2002,W/CS/326,21/09/2001,,rolled,land levelling process,,3,rolled,,,,,,,,,,
CS326,2002,W/CS/326,22/09/2001,,rotary harrowed,tillage process,,3,rotary harrowed,,,,,,,,,,
CS326,2002,W/CS/326,22/09/2001,,rolled,land levelling process,,3,rolled,,,,,,,,,,
CS326,2002,W/CS/326,23/08/2002,,combine harvested plots for yield,harvesting process,,3,combine harvested plots far yield.,,,,,,,,,,
CS326,2002,W/CS/326,23/08/2002,,straw swathed,windrowing,,3,swathed straw,,,,,,,,,,
CS326,2002,W/CS/326,30/08/2002,,straw baled,baling process,,3,"sampled, baled and weighed straw",,,,,,,,,,
CS326,2002,W/CS/326,30/08/2002,,straw sampled and weighed,specimen collection process,,3,,,,,,,,,,,
CS326,2002,W/CS/326,31/08/2002,,straw baled and removed,baling process,,3,baled and removed straw,,,,,,,,,,
CS326,2003,W/CS/326,23/09/2002,,straw treatments applied,residue management process,,3,straw treatments applied,,,,,,,,,,
CS326,2003,W/CS/326,30/09/2002,,ploughed 35 cm furrows.,tillage process,,3,ploughed 35 cm furrows.,,,,,,,,,,
CS326,2003,W/CS/326,30/09/2002,,rolled,land levelling process,,3,rolled,,,,,,,,,,
CS326,2003,W/CS/326,30/09/2002,,power harrowed,tillage process,,3,power harrowed,,,,,,,,,,
CS326,2003,W/CS/326,30/09/2002,,rolled,land levelling process,,3,rolled,,,,,,,,,,
CS326,2003,W/CS/326,09/08/2003,,combine harvested plots for yield and discards,harvesting process,,3,"combine harvested plots for yield, and discards",,,,,,,,,,
CS326,2003,W/CS/326,11/08/2003,,straw baled,baling process,,3,"sampled, baled and weighed straw",,,,,,,,,,
CS326,2003,W/CS/326,11/08/2003,,straw sampled and weighed,specimen collection process,,3,,,,,,,,,,,
CS326,2003,W/CS/326,29/08/2003,,straw chopped,residue management process,,3,straw chopped,,,,,,,,,,
CS326,2004,W/CS/326,31/08/2004,,straw baled and weighed,baling process,,3,Baled and weighed straw,,,,,,,,,,
CS326,2004,W/CS/326,29/08/2003,,straw treatments applied,residue management process,,3,straw treatments applied,,,,,,,,,,
CS326,2004,W/CS/326,05/10/2003,,ploughed 30 cm furrows.,tillage process,,3,ploughed 30 cm furrows.,,,,,,,,,,
CS326,2004,W/CS/326,06/10/2003,,Cultipressed,tillage process,,3,Cultipressed,,,,,,,,,,
CS326,2004,W/CS/326,05/09/2004,,combine harvested plots for yield,harvesting process,,3,combine harvested plots far field,,,,,,,,,,
CS326,2004,W/CS/326,05/09/2004,,straw swathed,windrowing,,3,swathed straw,,,,,,,,,,
CS326,2004,W/CS/326,07/09/2004,,straw baled,baling process,,3,"sampled, baled and weighed straw",,,,,,,,,,
CS326,2004,W/CS/326,07/09/2004,,straw sampled and weighed,specimen collection process,,3,,,,,,,,,,,
CS326,2005,W/CS/326,07/09/2004,,straw treatments applied,residue management process,,3,straw treatments applied,,,,,,,,,,
CS326,2005,W/CS/326,02/10/2004,,ploughed 35 cm furrows.,tillage process,,3,ploughed 35 cm furrows.,,,,,,,,,,
CS326,2005,W/CS/326,02/10/2004,,power harrowed,tillage process,,3,power harrowed,,,,,,,,,,
CS326,2005,W/CS/326,02/09/2005,,combine harvested plots for yield and discards,harvesting process,,3,"combine harvested plots far field, combine discards",,,,,,,,,,
CS326,2005,W/CS/326,02/09/2005,,straw swathed,windrowing,,3,"swathed straw, sampled, baled and weighed straw",,,,,,,,,,
CS326,2005,W/CS/326,02/09/2005,,straw baled,baling process,,3,,,,,,,,,,,
CS326,2005,W/CS/326,02/09/2005,,straw sampled and weighed,specimen collection process,,3,,,,,,,,,,,
CS326,2005,W/CS/326,02/09/2005,,straw baled,baling process,,3,"sampled, baled and weighed straw",,,,,,,,,,
CS326,2005,W/CS/326,02/09/2005,,straw sampled and weighed,specimen collection process,,3,,,,,,,,,,,
CS326,2006,W/CS/326,07/09/2005,,straw treatments applied,residue management process,,3,Straw treatments applied remaining straw baled and removed.,,,,,,,,,,
CS326,2006,W/CS/326,07/09/2005,,remaining straw baled and removed.,baling process,,3,,,,,,,,,,,
CS326,2006,W/CS/326,01/10/2005,,ploughed 35 cm furrows.,tillage process,,3,ploughed 35 cm furrows.,,,,,,,,,,
CS326,2006,W/CS/326,08/10/2005,,rolled,land levelling process,,3,rolled,,,,,,,,,,
CS326,2006,W/CS/326,14/10/2005,,rolled,land levelling process,,3,rolled,,,,,,,,,,
CS326,2006,W/CS/326,27/08/2006,,combine harvested plots for yield and discards,harvesting process,,3,"combine harvested plots far field, combine discards",,,,,,,,,,
CS326,2006,W/CS/326,27/08/2006,,straw swathed,windrowing,,3,"swathed straw, sampled, baled and weighed straw",,,,,,,,,,
CS326,2006,W/CS/326,27/08/2006,,straw baled,baling process,,3,,,,,,,,,,,
CS326,2006,W/CS/326,27/08/2006,,straw sampled and weighed,specimen collection process,,3,,,,,,,,,,,
CS326,2007,W/CS/326,27/08/2006,,straw baled and removed,baling process,,3,"Baled, remove straw",,,,,,,,,,
CS326,2007,W/CS/326,18/10/2006,,Load straw Normal plots,residue management process,,3,Load Straw normal 15.40 kg/plot,15.4,kg/plot,,,,,,,,
CS326,2007,W/CS/326,18/10/2006,,Load straw 2 x normal,residue management process,,3,Load straw Normal x 2 30.80 kg/plot,30.8,kg/plot,,,,,,,,
CS326,2007,W/CS/326,18/10/2006,,Load straw 4 x normal,residue management process,,3,Load straw Normal x 4 61.60 kg/plot,61.6,kg/plot,,,,,,,,
CS326,2007,W/CS/326,19/10/2006,,Topped to chop straw,mowing process,,3,Topped to chop straw,,,,,,,,,,
CS326,2007,W/CS/326,20/10/2006,,ploughed - thrown north west,tillage process,,3,Ploughed / NW,,,,,,,,,,
CS326,2007,W/CS/326,29/10/2006,,power harrowed,tillage process,,3,power harrowed,,,,,,,,,,
CS326,2007,W/CS/326,05/09/2007,,combine harvested plots for yield,harvesting process,,3,combine harvest plots for yield,,,,,,,,,,
CS326,2007,W/CS/326,05/09/2007,,straw swathed,windrowing,,3,Swath straw,,,,,,,,,,
CS326,2007,W/CS/326,07/09/2007,,straw sampled and weighed,specimen collection process,,3,weighed and sampled straw,,,,,,,,,,
CS326,2008,W/CS/326,07/09/2007,,Load straw Normal plots,residue management process,,3,"Load straw, normal 12.00 kg/plot",12,kg/plot,,,,,,,,
CS326,2008,W/CS/326,07/09/2007,,Load straw 2 x normal,residue management process,,3,"Load straw, 2 x normal 24.00 kg/plot",24,kg/plot,,,,,,,,
CS326,2008,W/CS/326,07/09/2007,,Load straw 4 x normal,residue management process,,3,"Load straw, 4 x normal 48.00 kg/plot",48,kg/plot,,,,,,,,
CS326,2008,W/CS/326,09/10/2007,,ploughed - thrown north west,tillage process,,3,Ploughed / NW,,,,,,,,,,
CS326,2008,W/CS/326,24/10/2007,,power harrowed,tillage process,,3,power harrowed,,,,,,,,,,
CS326,2008,W/CS/326,27/10/2007,,rolled,land levelling process,,3,rolled,,,,,,,,,,
CS326,2008,W/CS/326,15/09/2008,,combine harvested plots for yield,harvesting process,,3,combine harvest plots for yield,,,,,,,,,,
CS326,2008,W/CS/326,15/09/2008,,straw swathed,windrowing,,3,Swath straw,,,,,,,,,,
CS326,2008,W/CS/326,16/09/2008,,straw baled,baling process,,3,"sampled, baled and weighed straw",,,,,,,,,,
CS326,2008,W/CS/326,16/09/2008,,straw sampled and weighed,specimen collection process,,3,,,,,,,,,,,
CS326,2009,W/CS/326,16/09/2008,,Load straw Normal plots,residue management process,,3,Load straw Normal plots 17.31 kg/plot,17.31,kg/plot,,,,,,,,
CS326,2009,W/CS/326,16/09/2008,,Load straw x 2 Plots,residue management process,,3,Load straw x 2 Plots 34.63 kg/plot,34.63,kg/plot,,,,,,,,
CS326,2009,W/CS/326,16/09/2008,,Load straw x 4 Plots,residue management process,,3,Load straw x 4 Plots 69.25 kg/plot,69.25,kg/plot,,,,,,,,
CS326,2009,W/CS/326,25/09/2008,,Topped to chop straw,mowing process,,3,Topped to chop straw,,,,,,,,,,
CS326,2009,W/CS/326,14/10/2008,,ploughed - thrown north west,tillage process,,3,Ploughed / NW,,,,,,,,,,
CS326,2009,W/CS/326,14/10/2008,,power harrowed,tillage process,,3,power harrowed,,,,,,,,,,
CS326,2009,W/CS/326,14/10/2008,,rolled,land levelling process,,3,rolled,,,,,,,,,,
CS326,2009,W/CS/326,24/08/2009,,combine harvested plots for yield,harvesting process,,3,combine harvest plots for yield,,,,,,,,,,
CS326,2009,W/CS/326,24/08/2009,,straw baled,baling process,,3,"sampled, baled and weighed straw",,,,,,,,,,
CS326,2009,W/CS/326,24/08/2009,,straw sampled and weighed,specimen collection process,,3,,,,,,,,,,,
CS326,2010,W/CS/326,01/10/2009,,rolled,land levelling process,,3,rolled,,,,,,,,,,
CS326,2010,W/CS/326,06/09/2010,,"Cut harvest strips, weighed and sampled",harvesting process,,3,"Cut harvest strips, weighed and sampled",,,,,,,,,,
CS326,2010,W/CS/326,06/09/2010,,straw swathed,windrowing,,3,Swath straw,,,,,,,,,,
CS326,2010,W/CS/326,13/09/2010,,straw baled,baling process,,3,"Sample, bale and weigh straw",,,,,,,,,,
CS326,2010,W/CS/326,13/09/2010,,straw sampled and weighed,specimen collection process,,3,,,,,,,,,,,
CS326,2011,W/CS/326,10/10/2010,,"Straw treatment applied, chopped and spread, rate 1 = 15.3 kg",residue management process,,3,"Straw treatment applied, chopped and spread, rate 1 = 15.3 kg",,,,,,,,,,
CS326,2011,W/CS/326,16/10/2010,,ploughed with 3 Furrow Ransome,tillage process,,3,Ploughed with 3 furrow Ransome at 14 inches,14,inches,,,,,,,,
CS326,2011,W/CS/326,18/10/2010,,Cambridge rolled,land levelling process,,3,Cambridge rolled,,,,,,,,,,
CS326,2011,W/CS/326,01/09/2011,,Combined plots for yield,harvesting process,,3,Combined for yields,,,,,,,,,,
CS326,2011,W/CS/326,02/09/2011,,straw weights done,weighing process,,3,straw weights,,,,,,,,,,
CS326,2012,W/CS/326,08/09/2011,,"Straw applied to treatments, as per plan",residue management process,,3,"Straw applied to treatments, as per plan",,,,,,,,,,
CS326,2012,W/CS/326,23/09/2011,,ploughed - thrown west,tillage process,,3,"Ploughed, soil thrown west",,,,,,,,,,
CS326,2012,W/CS/326,11/10/2011,,Cambridge rolled,land levelling process,,3,Cambridge rolled,,,,,,,,,,
CS326,2012,W/CS/326,11/10/2011,,rolled,land levelling process,,3,rolled,,,,,,,,,,
CS326,2012,W/CS/326,11/10/2011,,Errected rabbit netting,other,,3,Errected rabbit netting .,,,,,,,,,,
CS326,2012,W/CS/326,06/09/2012,,Combined plots,harvesting process,,3,Combined Plots .,,,,,,,,,,
CS326,2012,W/CS/326,07/09/2012,,Straw weighed,weighing process,,3,Straw weighed,,,,,,,,,,
CS326,2013,W/CS/326,07/09/2012,,Straw weighed,weighing process,,3,Straw weighed,,,,,,,,,,
CS326,2013,W/CS/326,20/09/2012,,ploughed,tillage process,,3,Ploughed all plots mE,,,,,,,,,,
CS326,2013,W/CS/326,02/09/2013,,Cut plots for yield,harvesting process,,3,Cut plots for yield v,,,,,,,,,,
CS326,2013,W/CS/326,05/09/2013,,straw weights done,weighing process,,3,straw weights done,,,,,,,,,,
CS326,2014,W/CS/326,11/09/2013,,Straw loaded,residue management process,,3,Straw loaded,,,,,,,,,,
CS326,2014,W/CS/326,13/09/2013,,ploughed - thrown east,tillage process,,3,Plough / E,,,,,,,,,,
CS326,2014,W/CS/326,20/09/2013,,power harrowed,tillage process,,3,power harrowed,,,,,,,,,,
CS326,2014,W/CS/326,22/09/13.,,rolled,land levelling process,,3,rolled,,,,,,,,,,
CS326,2014,W/CS/326,26/09/2013,,Put up Rabbit Fencing,other,,3,Put up Rabbit Fencing,,,,,,,,,,
CS326,2014,W/CS/326,24/08/2014,,Combined plots for yield,harvesting process,,3,Combined plots for yield,,,,,,,,,,
CS326,2014,W/CS/326,06/09/2014,,straw weights done,weighing process,,3,straw weights done,,,,,,,,,,
CS326,2015,W/CS/326,28/10/2014,,rolled,land levelling process,,3,rolled,,,,,,,,,,
CS326,2015,W/CS/326,20/05/2015,,cut paths,mowing process,,3,cut paths,,,,,,,,,,
CS326,2015,W/CS/326,11/09/2015,,Combined plots for yield,harvesting process,,3,Combined plots for yield,,,,,,,,,,
CS326,2015,W/CS/326,28/09/2015,,Straw weights and loaded,residue management process,,3,Straw weights and loaded,,,,,,,,,,
CS326,2016,W/CS/326,05/10/2015,,Topped straw,mowing process,,3,Topped straw,,,,,,,,,,
CS326,2016,W/CS/326,07/10/2015,,ploughed - thrown north west,tillage process,,3,ploughed - thrown north west,,,,,,,,,,
CS326,2016,W/CS/326,08/10/2015,,Springtyne,tillage process,,3,Springtyne,,,,,,,,,,
CS326,2016,W/CS/326,17/10/2015,,rolled,land levelling process,,3,rolled,,,,,,,,,,
CS326,2016,W/CS/326,13/08/2016,,Combined,harvesting process,,3,Combined,,,,,,,,,,
CS326,2017,W/CS/326,02/09/2016,,"straw loaded to plots 18, 24, 26",residue management process,,3,"straw loaded to plots 18, 24, 26",3.4,kg/ha,,,,,,,,
CS326,2017,W/CS/326,02/09/2016,,"straw loaded to plots 17, 22, 25",residue management process,,3,"straw loaded to plots 17, 22, 25",6.8,kg/ha,,,,,,,,
CS326,2017,W/CS/326,02/09/2016,,"straw loaded to plots 20, 23, 27",residue management process,,3,"straw loaded to plots 20, 23, 27",13.6,kg/ha,,,,,,,,
CS326,2017,W/CS/326,02/09/2016,,topped straw to help ploughing,mowing process,,3,topped straw to help ploughing,,,,,,,,,,
CS326,2017,W/CS/326,05/09/2016,,ploughed - thrown north west,tillage process,,3,ploughed - thrown north west,,,,,,,,,,
CS326,2017,W/CS/326,26/09/2016,,power harrowed,tillage process,,3,power harrowed,,,,,,,,,,
CS326,2017,W/CS/326,04/10/2016,,rolled,land levelling process,,3,rolled,,,,,,,,,,
CS326,2017,W/CS/326,13/08/2017,,Harvested as commercial crop,harvesting process,,3,Harvested as commercial crop,,,,,,,,,,
CS326,1995,R/CS/326,,,Stubbles were sampled for dry matter in August 1994,specimen collection process,,3,Stubbles were sampled for dry matter in August 1994,,,,,,,,,,
CS326,1995,R/CS/326,,,Straw and grain field were measured.,other,,3,Straw and grain field were measured.,,,,,,,,,,
